,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,141263.000,216946.000,213880.000,204678.000,197970.000,203109.000,375825.000,248946.000,870168.000,544679.000,793356.000,472027.000,754064.000,751179.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,75000.000,97500.000,120000.000
AccountsPayableCurrent,47856.000,6771.000,56542.000,111928.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,66883.000,0.000,1475.000,0.000,,,,,,,,,,,,,89834.000
AccruedLiabilitiesCurrent,21980.000,22886.000,16489.000,75273.000,131000.000,,,,,,,,247500.000,,253000.000,267346.000,308885.000,353885.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,72752.000,88976.000,106188.000,140993.000,-153395.000,,,,-218101.000,,,,,,,,,
AdditionalPaidInCapital,5039024.000,5058563.000,5123631.000,6088487.000,6410654.000,6433122.000,6455590.000,6627908.000,6950076.000,8384449.000,8279660.000,8302127.000,8328806.000,8328806.000,8328806.000,9069396.000,9120018.000,9120018.000
AssetRetirementObligation,,,,30908.000,26913.000,,,68339.000,69920.000,136486.000,235756.000,716566.000,,755251.000,770234.000,785140.000,901597.000,919725.000
AssetRetirementObligationCurrent,,,,,,65169.000,66754.000,,,,,,,,,,,
AssetRetirementObligationsNoncurrent,,57502.000,59261.000,62141.000,63584.000,,,,,,,,740268.000,,,,,
Assets,2152541.000,1937143.000,1739486.000,1437949.000,1424499.000,1374160.000,1345038.000,1381984.000,1330444.000,4214261.000,5054029.000,7230486.000,8025694.000,9346425.000,9657468.000,9589322.000,10048538.000,10174768.000
AssetsCurrent,787494.000,514737.000,392805.000,76072.000,150682.000,112711.000,96891.000,149554.000,111591.000,1381750.000,659443.000,1413618.000,2049847.000,1895099.000,2268122.000,2260829.000,2732068.000,2835430.000
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,,,,835556.000,,,,1372887.000,,,,,
Cash,,,,,,,50736.000,5190.000,8523.000,1214090.000,424521.000,174671.000,161645.000,157116.000,98052.000,,,
