,2011-06-30
ComprehensiveIncomeNetOfTax,22500000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,25600000.000
CostsAndExpenses,274300000.000
GeneralAndAdministrativeExpense,6500000.000
IncomeLossFromEquityMethodInvestments,500000.000
IncomeTaxExpenseBenefit,500000.000
InterestExpense,-2900000.000
NetIncomeLoss,22500000.000
NetIncomeLossAllocatedToGeneralPartners,200000.000
NetIncomeLossAllocatedToLimitedPartners,22300000.000
NetIncomeLossAttributableToNoncontrollingInterest,3100000.000
OperatingExpenses,267800000.000
OperatingIncomeLoss,29000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,0.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,3100000.000
ProfitLoss,25600000.000
Revenues,302800000.000
SalesRevenueNet,302800000.000
