,2011-05-31,2012-02-29
AssetImpairmentCharges,20000.000,
EarningsPerShareBasicAndDiluted,0.000,0.000
ExplorationExpense,77649.000,
ForeignCurrencyTransactionGainLossBeforeTax,,-202.000
GeneralAndAdministrativeExpense,62708.000,11433.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-181902.000,-27719.000
MarketingAndAdvertisingExpense,6545.000,
NetIncomeLoss,-181902.000,
OperatingExpenses,181902.000,27517.000
OperatingIncomeLoss,-181902.000,-27517.000
ProfessionalFees,15000.000,16084.000
ProfitLoss,,-27719.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,91657760.000
