,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-09-30,2014-06-30,2016-03-31,2016-06-30,2017-03-31
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-191247.000,,,-301367.000,,0.000
NetCashProvidedByUsedInOperatingActivities,,,-428551.000,,-521943.000,,,-1754385.000,,-352625.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-428551.000,,-521943.000,,,-1754385.000,,-352625.000
NetIncomeLoss,-781330.000,-1499413.000,-915938.000,-705236.000,-231208.000,-329038.000,-1295719.000,-1009234.000,-1075263.000,-522442.000
OperatingExpenses,,,-243506.000,-366045.000,-305495.000,-363234.000,-184108.000,-208924.000,-138460.000,-412311.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,-135.000,67120.000,22100.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,106237.000,21081.000,133986.000,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-117262.000,-30762.000,122005.000,-77238.000
OtherIncome,44287.000,,,31578.000,,74062.000,0.000,,,
OtherOperatingIncome,,287.000,,,,,,,,
PaymentsForConstructionInProcess,,,-9547.000,,,,,,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,-191247.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,-314.000,,,,,,,
ProceedsFromBankDebt,,,,,,,,0.000,,
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,,,,,,,,375401.000
ProceedsFromIssuanceOfCommonStock,,,,,481541.000,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,481541.000,,,,,
ProceedsFromNotesPayable,,,-499991.000,,145413.000,,,5285294.000,,30105.000
ProceedsFromOtherShortTermDebt,,,870237.000,,,,,,,
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,,,,,,,,-298189.000,,0.000
ProceedsFromRelatedPartyDebt,,,,,-27190.000,,,1230987.000,,
ProceedsFromRepaymentsOfDebt,,,,,,,,-2978494.000,,0.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,-40514.000,,,,,,,
ProfitLoss,,,,,-231208.000,,,,,
PropertyPlantAndEquipmentAdditions,,,,,,,,-3178.000,,0.000
RepaymentsOfOtherDebt,,,,,-15846.000,,,,,
RevenueMineralSales,1193464.000,1104141.000,412725.000,724269.000,1088598.000,,,,,
Revenues,1237751.000,1104428.000,412725.000,755847.000,1088598.000,,847485.000,0.000,0.000,0.000
SalesRevenueNet,1193464.000,1104141.000,412725.000,724269.000,1088598.000,,847485.000,0.000,0.000,0.000
SalesRevenueServicesNet,,,,,,1292135.000,,,,
TemporaryEquityForeignCurrencyTranslationAdjustments,,,,,67120.000,,,-30762.000,,-77238.000
