,2012-06-30,2013-06-30,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,28196.000,-28196.000
CurrentFederalTaxExpenseBenefit,,-79493000.000,-47769955.000
DebtInstrumentDecreaseForgiveness,,209015.000,
EarningsPerShareBasic,,,-0.460
EarningsPerShareBasicAndDiluted,-0.000,-0.080,-0.180
EarningsPerShareBasicDistributed,-0.000,,
EarningsPerShareBasicUndistributed,-0.000,,
GainOrLossOnSaleOfPreviouslyUnissuedStockBySubsidiary,,32261.000,
GeneralAndAdministrativeExpense,76815.000,122010.000,202603.000
IncomeLossFromContinuingOperations,-76815.000,-8869355.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-76815.000,-8869355.000,-47769955.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-76815.000,-613308.000,-545421.000
IncomeLossFromDiscontinuedOperationsNetOfTax,23806.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,76815.000,154027.000,152439.000
IncreaseDecreaseInNotesPayableCurrent,,-47023.000,1.000
IncreaseDecreaseInNotesReceivables,,,-101480.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,-23806.000,,
InterestExpenseDebt,,-8223786.000,47226014.000
InterestIncomeExpenseNet,,,1480.000
InterestPaid,2770.000,,165.000
MortgageLoansOnRealEstateInterestRate,,,0.050
NetCashProvidedByUsedInFinancingActivities,,618977.000,464951.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,618977.000,464951.000
NetCashProvidedByUsedInOperatingActivities,,-590781.000,-493147.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-590781.000,-493147.000
NetIncomeLoss,-53009.000,-8869355.000,-47769955.000
OperatingExpenses,76815.000,613308.000,545421.000
OtherExpenses,,8256047.000,47224534.000
ProceedsFromRepaymentsOfNotesPayable,,666000.000,464950.000
ProfessionalFees,,46833.000,140496.000
ProfitLoss,,-8869355.000,-47769955.000
RelatedPartyTransactionPurchasesFromRelatedParty,,-200.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,267251667.000
WeightedAverageNumberOfSharesOutstandingBasic,201125000.000,107081164.000,103125000.000
