,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29
AccountsPayableCurrent,1599000.000,2248000.000,2151000.000,2196000.000,2510000.000,1918000.000,1884000.000,2073000.000,1983000.000
AccountsReceivableGross,5677000.000,6001000.000,,5097000.000,5878000.000,6243000.000,,5664000.000,5983000.000
AccountsReceivableGrossCurrent,,,5400000.000,,,,6008000.000,,
AccountsReceivableNetCurrent,5615000.000,5940000.000,5380000.000,5086000.000,5863000.000,6205000.000,5995000.000,5649000.000,5969000.000
AccruedIncomeTaxesCurrent,,90000.000,,,,419000.000,180000.000,303000.000,
AccruedLiabilitiesCurrent,781000.000,1008000.000,1171000.000,416000.000,484000.000,840000.000,1223000.000,502000.000,694000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,49563000.000,50301000.000,51065000.000,51845000.000,52358000.000,53110000.000,53928000.000,54509000.000,55236000.000
AdditionalPaidInCapitalCommonStock,3510000.000,3575000.000,,,3981000.000,4014000.000,,4523000.000,4552000.000
AllowanceForDoubtfulAccountsReceivableCurrent,62000.000,61000.000,20000.000,11000.000,15000.000,38000.000,13000.000,15000.000,14000.000
Assets,29921000.000,30560000.000,31144000.000,30323000.000,30650000.000,31738000.000,33139000.000,33271000.000,33118000.000
AssetsCurrent,15667000.000,16099000.000,17028000.000,14521000.000,14431000.000,15396000.000,16842000.000,17280000.000,17794000.000
AssetsHeldForSaleCurrent,,,,,,,,351000.000,406000.000
BuildingsAndImprovementsGross,12460000.000,12460000.000,12789000.000,12870000.000,12997000.000,13170000.000,14435000.000,13898000.000,13954000.000
CapitalLeaseObligations,,,,,1813000.000,1807000.000,1803000.000,1800000.000,1800000.000
CapitalLeaseObligationsCurrent,,,,,13000.000,7000.000,3000.000,,
CapitalLeaseObligationsNoncurrent,,,,,1800000.000,1800000.000,1800000.000,1800000.000,1800000.000
CapitalLeasedAssetsGross,,,,,4672000.000,4672000.000,4977000.000,4232000.000,4232000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,3251000.000,3196000.000,3315000.000,2789000.000,2744000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,-1421000.000,1476000.000,1662000.000,1443000.000,1488000.000
CapitalizedComputerSoftwareNet,,,,,,,589000.000,,
CashAndCashEquivalentsAtCarryingValue,3438000.000,2207000.000,3900000.000,856000.000,260000.000,1608000.000,3641000.000,3747000.000,3960000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,1276414.000,,
ConstructionInProgressGross,612000.000,1108000.000,168000.000,2397000.000,2860000.000,1447000.000,643000.000,1239000.000,160000.000
DeferredTaxAssetsGrossNoncurrent,,,,,,,4466000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,128000.000,244000.000,363000.000,317000.000,,412000.000
DeferredTaxAssetsNetNoncurrent,,,,,,,449000.000,,
DeferredTaxAssetsOther,,,,,,,449000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,4017000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,4017000.000,,
DeferredTaxLiabilities,,,,,,,-317000.000,,
DeferredTaxLiabilitiesNoncurrent,48000.000,63000.000,87000.000,,,,,-473000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,132000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,196000.000,177000.000,200000.000,143000.000,128000.000
IncomeTaxesReceivable,82000.000,,219000.000,88000.000,86000.000,,,,321000.000
InventoryFinishedGoods,,,,,3829000.000,4066000.000,,3997000.000,3625000.000
InventoryFinishedGoodsNetOfReserves,,,,,,,3920000.000,,
InventoryNet,6063000.000,7584000.000,7023000.000,7785000.000,7636000.000,7055000.000,6782000.000,6956000.000,6686000.000
InventoryRawMaterials,,,,,3514000.000,2687000.000,,2609000.000,2724000.000
InventoryRawMaterialsNetOfReserves,,,,,,,2470000.000,,
InventoryWorkInProcess,,,,,293000.000,303000.000,,350000.000,337000.000
InventoryWorkInProcessNetOfReserves,,,,,,,392000.000,,
