,2012-01-31,2013-01-31,2014-01-31,2015-01-31,2016-01-31,2017-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,32433.000,-27032.000,-31131.000,-7095.000,-1083.000,0.000
EarningsPerShareDiluted,-0.010,0.000,0.000,0.000,0.000,0.000
ExplorationExpenseMining,73648.000,1352.000,0.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,1210.000
GainLossOnSaleOfProperty,,-50000.000,0.000,,,
GainsLossesOnExtinguishmentOfDebt,,,-56866.000,0.000,,
GeneralAndAdministrativeExpense,15830.000,29983.000,18222.000,10491.000,54849.000,60533.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,21058.000,-17509.000,-12101.000,13918.000,13247.000,-18432.000
IncreaseDecreaseInDueToRelatedParties,,,17000.000,30000.000,0.000,
IncreaseDecreaseInPrepaidExpense,1352.000,-1352.000,0.000,,,1500.000
InterestPaid,0.000,0.000,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,189335.000,90000.000,33000.000,7000.000,19986.000,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,189335.000,90000.000,33000.000,7000.000,19986.000,0.000
NetCashProvidedByUsedInInvestingActivities,-25000.000,0.000,0.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-25000.000,0.000,0.000,,,
NetCashProvidedByUsedInOperatingActivities,-131902.000,-117032.000,-64131.000,-14095.000,-21069.000,0.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-131902.000,-117032.000,-64131.000,-14095.000,-21069.000,0.000
NetIncomeLoss,-160638.000,-151035.000,-130066.000,-74044.000,-82918.000,-68985.000
NonoperatingIncomeExpense,,,-56866.000,0.000,,
OfficersCompensation,,10000.000,35000.000,30000.000,0.000,
OperatingExpenses,,,73200.000,74044.000,82918.000,70195.000
OperatingIncomeLoss,,,-73200.000,-74044.000,,
OtherExpenses,9030.000,160.000,4170.000,16031.000,48602.000,88917.000
PaymentsToAcquireMineralRights,25000.000,0.000,0.000,,,
ProceedsFromIssuanceOfCommonStock,100000.000,110000.000,0.000,,,
ProceedsFromNotesPayable,,0.000,0.000,,,
ProceedsFromRelatedPartyDebt,19335.000,,33000.000,7000.000,19986.000,0.000
ProfessionalFees,71160.000,59700.000,19978.000,33553.000,28069.000,9662.000
RepaymentsOfNotesPayable,,20000.000,0.000,,,
StockIssuedDuringPeriodValueOther,100000.000,110000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,16212877.000,52619508.000,102420274.000,102506667.000,96970229.000,95306667.000
