,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,166665.000,,,,166665.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,892634.000,,-60969.000,,,,8364.000,,,,-163583.000
CashPeriodIncreaseDecrease,,-169.000,,,,131.000,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,-15232.000
CostOfOtherPropertyOperatingExpense,,,,,,,,,,55703.000,22246.000,23032.000,22608.000,24456.000,39243.000,31278.000,,
CostsAndExpenses,4041.000,3192.000,5975.000,4850.000,3840.000,6563.000,4251.000,14064.000,320252.000,,,,,,,,,
Depreciation,,,,,,,,,1924.000,20163.000,24510.000,28871.000,28982.000,29038.000,29038.000,29605.000,-87014.000,167.000
DepreciationAndAmortization,,561.000,,,,298.000,,,,,,,,,,,,
DepreciationAndAmortizationDiscontinuedOperations,,,,,,,,,,,,,,,,,,9659.000
DepreciationDepletionAndAmortization,,,,,,,,,,20163.000,,,,29038.000,,,,167.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,,,427.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,,,,,,19542.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,,,,,,,38436.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,,,,57978.000
EarningsPerShareBasicAndDiluted,,-0.001,,,,,,-0.001,-0.023,-0.005,-0.003,-0.000,-0.002,0.002,-0.001,0.003,0.006,-0.001
GeneralAndAdministrativeExpense,3211.000,2225.000,4945.000,3767.000,2671.000,5362.000,2923.000,12859.000,311205.000,73508.000,88470.000,69526.000,25814.000,18097.000,40281.000,9348.000,24874.000,26711.000
