,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,35025000.000,33694000.000,38210000.000,31534000.000,26504000.000,28731000.000,29732000.000,23207000.000,22257000.000,34964000.000,52309000.000,40315000.000
AccountsReceivableNetCurrent,48385000.000,48963000.000,63797000.000,58926000.000,40011000.000,50284000.000,59936000.000,53968000.000,42677000.000,79744000.000,112491000.000,108754000.000
AccruedLiabilitiesCurrent,4889000.000,4349000.000,7195000.000,7743000.000,7032000.000,10409000.000,12245000.000,11885000.000,14368000.000,31744000.000,36619000.000,40022000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,25189000.000,25953000.000,26933000.000,27313000.000,27743000.000,28091000.000,28491000.000,28934000.000,29403000.000,29942000.000,30561000.000,31066000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,0.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,0.000,0.000,,,,,,-28000.000,-33000.000,11000.000,-7000.000
AdditionalPaidInCapital,,8998000.000,9296000.000,9635000.000,10494000.000,11933000.000,12565000.000,16600000.000,21997000.000,23476000.000,25413000.000,33812000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,8000000.000,3200000.000,4100000.000,3000000.000,1900000.000,2800000.000,2000000.000,1900000.000,2300000.000,2400000.000
Assets,86458000.000,122074000.000,138397000.000,125691000.000,108540000.000,160453000.000,162234000.000,159440000.000,168062000.000,337731000.000,376168000.000,365817000.000
AssetsCurrent,77989000.000,88687000.000,105989000.000,92322000.000,73498000.000,99921000.000,102680000.000,91381000.000,82328000.000,159745000.000,197983000.000,191683000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,11827000.000,12103000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,10826000.000,4083000.000
CashAndCashEquivalentsAtCarryingValue,1487000.000,2483000.000,4359000.000,5179000.000,4237000.000,7355000.000,4474000.000,2949000.000,7262000.000,16907000.000,18960000.000,24931000.000
CollateralAlreadyPostedAggregateFairValue,,,,,200000.000,0.000,100000.000,0.000,0.000,1200000.000,0.000,300000.000
ConvertibleDebt,,,,,,,,,,,6582000.000,0.000
ConvertibleLongTermNotesPayable,,,,,,6307000.000,6339000.000,6466000.000,6502000.000,6542000.000,0.000,
DeferredAdvertisingCosts,4085000.000,5736000.000,2976000.000,3499000.000,4450000.000,4618000.000,3808000.000,2381000.000,2436000.000,4531000.000,6134000.000,8776000.000
DeferredFinanceCostsNet,,400000.000,300000.000,200000.000,200000.000,500000.000,700000.000,600000.000,600000.000,600000.000,400000.000,200000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,1000.000,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,55047000.000,
DeferredTaxAssetsInvestmentInSubsidiaries,,,16171000.000,,,,14901000.000,,,,35359000.000,
DeferredTaxAssetsLiabilitiesNet,,,24701000.000,,,,22527000.000,,,,54109000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,803000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,22999000.000,24047000.000,24206000.000,23770000.000,23196000.000,23380000.000,34531000.000,52460000.000,56101000.000,55047000.000,54335000.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,1488000.000,,,,2076000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,290000.000,,,,366000.000,
DeferredTaxAssetsOther,,,,,,,1000.000,,,,-17000.000,
DeferredTaxLiabilities,,,,,,,,,,,938000.000,
DeferredTaxLiabilitiesDerivatives,,,,,,,613000.000,,,,1849000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,1158000.000,,,,,
DeferredTaxLiabilitiesNoncurrent,,,,,,824000.000,,854000.000,0.000,0.000,938000.000,139000.000
DeferredTaxLiabilitiesOther,,,,,,,,,,,2000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,19000.000,,,,10000.000,
DepositsAssetsCurrent,,4123000.000,10569000.000,8128000.000,5335000.000,6952000.000,7421000.000,7073000.000,3565000.000,8158000.000,7329000.000,6264000.000
