,2011-08-31,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5900.000,,,,-8949.000,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,0.000,,,,0.000,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,-0.040,-0.100
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.340,,,,0.340,,
ExplorationCosts,,0.000,0.000,0.000,570.000,0.000,0.000,0.000,,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,,952.000,,,,5213.000,,
GeneralAndAdministrativeExpense,1500.000,0.000,8.000,0.000,-2.000,699.000,0.000,0.000,0.000,13233.000,89142.000,144817.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-1000.000,-2508.000,-1500.000,-23569.000,-2799.000,-2100.000,-2100.000,-34936.000,-15333.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,,
IncomeTaxesPaid,,0.000,,,,0.000,,,,0.000,,
InterestPaid,,0.000,,,,0.000,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,-5900.000,,,,-8949.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-5900.000,,,,-8949.000,,,,,,
NetIncomeLoss,-1500.000,,-2508.000,-1500.000,,-2799.000,-2100.000,-2100.000,-34936.000,-15333.000,-973539.000,-2858033.000
OfficersCompensation,,,,,,,,,,,60417.000,135031.000
OperatingExpenses,,1000.000,2508.000,1500.000,23569.000,2799.000,2100.000,2100.000,34936.000,15333.000,975039.000,831033.000
OperatingIncomeLoss,,,,,,,,,,,,-828033.000
OtherExpenses,,,,,,,,,,,,-2030000.000
ProfessionalFees,1500.000,1000.000,2500.000,1500.000,23001.000,2100.000,2100.000,2100.000,28436.000,2100.000,253854.000,435075.000
ProfitLoss,,-1000.000,,,,-2799.000,,,,,,
ResearchAndDevelopmentExpense,,,,,,,,,,,496286.000,23.000
Revenues,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500.000,3000.000
SalariesAndWages,,,,,,,,,,,75340.000,116087.000
SalesRevenueNet,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500.000,3000.000
StockIssuedDuringPeriodSharesStockSplits,,,,,,,,,,25647455.000,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,-952.000,,,,5213.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,29370000.000,27099258.000,28904694.000
