,2015-06-28,2015-08-31,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,1963000.000,2686000.000,7314000.000,8209000.000,21358000.000,23771000.000,11144000.000,9251000.000
AccountsPayableCurrent,84000.000,355000.000,1919000.000,2729000.000,1877000.000,1089000.000,1313000.000,993000.000
AccountsPayableRelatedPartiesCurrent,86000.000,,3667000.000,3636000.000,17620000.000,20653000.000,7006000.000,7043000.000
AccountsReceivableNetCurrent,3263000.000,4036000.000,4604000.000,8151000.000,10411000.000,5401000.000,5665000.000,8591000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9253000.000,10133000.000,16505000.000,21764000.000,27861000.000,34161000.000,40744000.000,47522000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,0.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,200000.000,,,,,,,
AllowanceForNotesAndLoansReceivableCurrent,,300000.000,,,,,,
AssetRetirementObligation,6700000.000,8450000.000,10658000.000,11542000.000,11883000.000,13448000.000,14129000.000,14319000.000
AssetRetirementObligationsNoncurrent,6700000.000,8450000.000,10658000.000,11542000.000,11883000.000,13448000.000,14129000.000,14319000.000
Assets,947717000.000,994487000.000,1024740000.000,1175165000.000,1203974000.000,1335063000.000,1640980000.000,1636235000.000
AssetsCurrent,47274000.000,55297000.000,79496000.000,39631000.000,54754000.000,35407000.000,22044000.000,28798000.000
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesNoncurrent,84321000.000,84097000.000,82469000.000,81724000.000,80823000.000,80014000.000,79232000.000,78455000.000
CapitalLeasesNetInvestmentInSalesTypeLeases,87129000.000,86447000.000,84907000.000,84179000.000,83295000.000,82530000.000,81791000.000,81035000.000
CapitalLeasesNetInvestmentInSalesTypeLeasesDeferredIncome,35007000.000,34464000.000,32851000.000,32095000.000,31301000.000,30557000.000,29801000.000,29021000.000
CapitalLeasesNetInvestmentInSalesTypeLeasesMinimumPaymentsToBeReceived,109144000.000,,,,,,,
CapitalLeasesNetInvestmentInSalesTypeLeasesUnguaranteedResidualValuesOfLeasedProperty,12992000.000,12974000.000,12954000.000,12950000.000,12929000.000,12926000.000,12908000.000,12887000.000
CashAndCashEquivalentsAtCarryingValue,37894000.000,43398000.000,64865000.000,19995000.000,29890000.000,14261000.000,7010000.000,10633000.000
CommonStockSharesOutstanding,,,71011010.000,71014658.000,71018276.000,79072680.000,79076907.000,79081032.000
DebtCurrent,,,1964000.000,1964000.000,1964000.000,1964000.000,2200000.000,2209000.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,3077000.000
DeferredIncomeTaxLiabilities,,,,,,34681000.000,,
DeferredRevenueCurrent,44000.000,979000.000,196000.000,512000.000,1097000.000,870000.000,612000.000,941000.000
DeferredRevenueLeasesNetNoncurrent,831000.000,,,,,,,
DeferredRevenueNoncurrent,,800000.000,703000.000,655000.000,608000.000,308000.000,243000.000,172000.000
DeferredTaxAssetsDeferredIncome,,,,,,0.000,,
DeferredTaxAssetsGross,,,,,,3948000.000,,
DeferredTaxAssetsNet,,,,,,3948000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,3948000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,0.000,,
DeferredTaxLiabilities,,,,,,30733000.000,,
DeferredTaxLiabilitiesNoncurrent,97000.000,695000.000,16028000.000,22709000.000,27771000.000,30733000.000,31264000.000,33579000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,0.000,,
DerivativeInstrumentsAndHedgesLiabilities,,770000.000,685000.000,360000.000,,,,
DerivativeLiabilitiesNoncurrent,,,,,75000.000,,,
DueFromRelatedPartiesCurrent,,,900000.000,1000000.000,1100000.000,,,
DueToRelatedPartiesCurrent,,,200000.000,200000.000,200000.000,100000.000,600000.000,400000.000
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,,,,55200000.000,83200000.000,139400000.000,138500000.000
EquityMethodInvestments,,,346197000.000,348588000.000,349791000.000,475078000.000,788000000.000,785832000.000
FinancingReceivableAllowanceForCreditLosses,200000.000,300000.000,400000.000,500000.000,600000.000,698000.000,600000.000,600000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactions,109144000.000,107937000.000,104804000.000,103324000.000,101667000.000,100161000.000,98684000.000,97169000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsRemainderOfFiscalYear,2761000.000,1378000.000,4153000.000,2776000.000,1381000.000,,4196000.000,2973000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsThereafter,83548000.000,83812000.000,77645000.000,77554000.000,77343000.000,71272000.000,71224000.000,71030000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinFiveYears,5840000.000,5817000.000,5886000.000,5883000.000,5870000.000,5961000.000,5955000.000,5929000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinFourYears,5751000.000,5729000.000,5794000.000,5791000.000,5778000.000,5866000.000,5860000.000,5835000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,,,,,,5600000.000,,
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinThreeYears,5664000.000,5642000.000,5707000.000,5704000.000,5691000.000,5775000.000,5768000.000,5744000.000
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinTwoYears,5580000.000,5559000.000,5619000.000,5616000.000,5604000.000,5687000.000,5681000.000,5658000.000
InterestPayableCurrent,108000.000,123000.000,31000.000,,,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,354671000.000,355896000.000,346197000.000,348588000.000,349791000.000,475078000.000,788000000.000,
Liabilities,306581000.000,310662000.000,334222000.000,408094000.000,427413000.000,455530000.000,768065000.000,778886000.000
LiabilitiesAndStockholdersEquity,947717000.000,994487000.000,1024740000.000,1175165000.000,1203974000.000,1335063000.000,1640980000.000,1636235000.000
LiabilitiesCurrent,2007000.000,3665000.000,9474000.000,10685000.000,24419000.000,26605000.000,13956000.000,12401000.000
LimitedPartnersCapitalAccountUnitsIssued,,,,,,,0.000,
LimitedPartnersCapitalAccountUnitsOutstanding,,71002679.000,,,,,,
LongTermDebt,,,,,,,,718932000.000
LongTermDebtAndCapitalLeaseObligations,296946000.000,297052000.000,297359000.000,362503000.000,362657000.000,384436000.000,708473000.000,716723000.000
MinorityInterest,248356000.000,288021000.000,224084000.000,329587000.000,341005000.000,590331000.000,590064000.000,578259000.000
OperatingLeasesFutureMinimumPaymentsDue,51259000.000,51297000.000,60424000.000,64960000.000,64577000.000,63919000.000,63659000.000,63530000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,1293000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,1524000.000,1524000.000,1580000.000,1742000.000,1742000.000,1782000.000,1782000.000,1782000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,1167000.000,1167000.000,1524000.000,1686000.000,1686000.000,1742000.000,1742000.000,1742000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,1131000.000,1131000.000,1167000.000,1329000.000,1329000.000,1686000.000,1686000.000,1686000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,1096000.000,1096000.000,1131000.000,1293000.000,1293000.000,1329000.000,1329000.000,1329000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,46341000.000,46379000.000,54305000.000,58299000.000,58193000.000,56087000.000,56249000.000,56249000.000
OperatingLeasesFutureMinimumPaymentsReceivable,90097000.000,87396000.000,83747000.000,81195000.000,78327000.000,76612000.000,74694000.000,71972000.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,8934000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,7715000.000,8662000.000,3770000.000,3769000.000,3766000.000,3788000.000,3787000.000,3775000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,8901000.000,8902000.000,8661000.000,8660000.000,8656000.000,3766000.000,3765000.000,3753000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,8938000.000,8940000.000,8901000.000,8900000.000,8896000.000,8656000.000,8655000.000,8643000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,8978000.000,8979000.000,8939000.000,8938000.000,8934000.000,8896000.000,8896000.000,8883000.000
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,5546000.000,1725000.000,7062000.000,4524000.000,1715000.000,,7028000.000,4473000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,50019000.000,50188000.000,46414000.000,46404000.000,46360000.000,42572000.000,42563000.000,42445000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,717000.000,611000.000,334000.000,,871000.000,742000.000
OperatingLossCarryforwardsValuationAllowance,,,,,,0.000,,
OtherAssetsCurrent,1803000.000,2080000.000,1795000.000,1351000.000,2346000.000,1875000.000,1873000.000,1822000.000
OtherAssetsNoncurrent,24445000.000,23134000.000,24698000.000,25155000.000,24823000.000,24432000.000,25515000.000,23778000.000
OtherLiabilitiesCurrent,,69000.000,87000.000,850000.000,1118000.000,1502000.000,2418000.000,912000.000
OtherLiabilitiesNoncurrent,6797000.000,9145000.000,26686000.000,34251000.000,39729000.000,,,1692000.000
PartnersCapitalAccountUnits,68000000.000,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,6117000.000,7863000.000,10027000.000,11485000.000,14453000.000,15745000.000,9369000.000,9574000.000
PropertyPlantAndEquipmentGross,446259000.000,486196000.000,508385000.000,701831000.000,721644000.000,754293000.000,766933000.000,766894000.000
PropertyPlantAndEquipmentNet,437006000.000,476063000.000,491880000.000,680067000.000,693783000.000,720132000.000,726189000.000,719372000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,2080000.000,57083000.000,22549000.000,17624000.000,17624000.000,17346000.000,17346000.000
RetainedEarningsAccumulatedDeficit,145000.000,1033000.000,16547000.000,22075000.000,25016000.000,22440000.000,16311000.000,12494000.000
StockholdersEquity,392780000.000,393724000.000,409351000.000,414935000.000,417932000.000,271578000.000,265505000.000,261744000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,641136000.000,681745000.000,633435000.000,744522000.000,758937000.000,861909000.000,855569000.000,840003000.000
UnrecognizedTaxBenefits,,,,,,0.000,,
