,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,8247000.000,10478000.000,4829000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,445000.000,295000.000
AdditionalPaidInCapitalCommonStock,,1334290000.000,1363087000.000,1363130000.000,1363270000.000
Assets,5000.000,8201007000.000,9525562000.000,9506740000.000,9449452000.000
AssetsFairValueDisclosure,,,,1879000.000,
Cash,5000.000,,,,
CashAndCashEquivalentsAtCarryingValue,,338034000.000,340284000.000,360492000.000,368298000.000
CommonStockValue,0.000,,,,
DebtInstrumentCarryingAmount,,3191625000.000,3683250000.000,3683250000.000,
DebtInstrumentFairValue,,,,,3700000000.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,56834000.000,62569000.000,61308000.000,59527000.000
DeferredIncomeTaxLiabilitiesNet,,0.000,24828000.000,25368000.000,25368000.000
DeferredRevenueLeasesNet,,20889000.000,51092000.000,72322000.000,80567000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,24828000.000,25368000.000,
DerivativeAssets,,,,1879000.000,2770000.000
DerivativeLiabilities,,,,,1525000.000
DividendsPayableCurrentAndNoncurrent,,56720000.000,94109000.000,94109000.000,94109000.000
DueFromRelatedParties,,4273000.000,5654000.000,9503000.000,4612000.000
DueToAffiliateCurrentAndNoncurrent,5000.000,465000.000,211000.000,166000.000,816000.000
EquityMethodInvestments,,,,0.000,0.000
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,,,46555000.000,46161000.000,45768000.000
GeneralPartnersCapitalAccount,,,,0.000,0.000
InterestPayableCurrentAndNoncurrent,,11888000.000,29716000.000,26137000.000,27018000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,,,4000000.000,
Liabilities,5000.000,3230981000.000,3877063000.000,3898479000.000,3887415000.000
LiabilitiesAndStockholdersEquity,5000.000,8201007000.000,9525562000.000,9506740000.000,9449452000.000
LiabilitiesFairValueDisclosure,,,,,3724222000.000
LimitedPartnersCapitalAccount,,,,5608261000.000,5562037000.000
LimitedPartnersOfferingCosts,10000000.000,,,,
LongTermDebt,,3134791000.000,3620681000.000,3621942000.000,3606973000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,3293625000.000,3293625000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,41875000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,33500000.000,33500000.000,247250000.000,247250000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,33500000.000,33500000.000,33500000.000,33500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,33500000.000,33500000.000,33500000.000,33500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,33500000.000,33500000.000,33500000.000,33500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,16750000.000,8375000.000,,25125000.000
MembersEquity,0.000,,,,
MinorityInterest,,3643917000.000,4305283000.000,4274444000.000,4239164000.000
OffMarketLeaseUnfavorable,,,48179000.000,47957000.000,47735000.000
OperatingLeasesFutureMinimumPaymentsDue,,,738924000.000,737354000.000,735749000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,7014000.000,7027000.000,7027000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,6688000.000,7014000.000,7014000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,6688000.000,6688000.000,6688000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,6421000.000,6688000.000,6688000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,710543000.000,703516000.000,703516000.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,658775000.000,658775000.000,658775000.000,496275000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,707721000.000,707721000.000,707721000.000,707721000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,695119000.000,695119000.000,695119000.000,695119000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,682764000.000,682764000.000,682764000.000,682764000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,670651000.000,670651000.000,670651000.000,670651000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,2599799000.000,2599799000.000,2761271000.000,2099134000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,1570000.000,6421000.000,4816000.000
PartnersCapital,,,,5608261000.000,5562037000.000
PrepaidExpenseAndOtherAssets,,10993000.000,10861000.000,10906000.000,11154000.000
RealEstateAccumulatedDepreciation,,,,2388492000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,7324657000.000,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,4143513000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,7260422000.000,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,4143513000.000,
RealEstateFederalIncomeTaxBasis,,,,7343872000.000,
RealEstateGrossAtCarryingValue,,,,11468170000.000,
RealEstateInvestmentPropertyAccumulatedDepreciation,,2276341000.000,2328834000.000,2388492000.000,2448379000.000
RealEstateInvestmentPropertyAtCost,,10124048000.000,11451042000.000,11468170000.000,11467999000.000
RealEstateInvestmentPropertyNet,,7847707000.000,9122208000.000,9079678000.000,9019620000.000
RetainedEarningsAccumulatedDeficit,,-8181000.000,-19871000.000,-29758000.000,-40692000.000
SECScheduleIIIRealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionBuildingsAndImprovements,,,,72402000.000,
SECScheduleIIIRealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionLand,,,,0.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0.000,4970026000.000,5648499000.000,5608261000.000,5562037000.000
