,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-2322.000,,,,-1561.000,,,,-526.000,,
ConcentrationRiskPercentage1,,,,,,0.000,0.000,,,,
CostOfGoodsAndServicesSold,16607.000,,,,0.000,0.000,0.000,0.000,12300.000,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.000,0.020,0.000,0.000,0.000,0.000,-0.005,-0.010,-0.010
EffectiveIncomeTaxRateContinuingOperations,0.340,,,,0.340,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.340,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2212.000,1453.000,-7870.000,-13589.000,-2273.000,-2598.000,-11325.000,-16388.000,-31383.000,-48494.000,-44467.000
IncomeTaxExpenseBenefit,0.000,800.000,800.000,-1600.000,0.000,0.000,0.000,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4534.000,,,,-6584.000,,,,33857.000,,
IncreaseDecreaseInAccountsReceivable,0.000,,,,,,,,13000.000,,
IncreaseDecreaseInNotesPayableCurrent,,,,,7296.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,10000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,10000.000,,
NetCashProvidedByUsedInOperatingActivities,-2322.000,,,,-1561.000,,,,-10526.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2322.000,,,,-1561.000,,,,-10526.000,,
NetIncomeLoss,2212.000,653.000,-7070.000,-13586.000,-2273.000,-2598.000,-11325.000,-17188.000,-31383.000,-48494.000,-44467.000
OperatingCostsAndExpenses,17662.000,2886.000,8031.000,13425.000,2273.000,2598.000,11325.000,16388.000,44383.000,48494.000,44467.000
OtherSalesRevenueNet,0.000,4339.000,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,10000.000,,
RevenueFromRelatedParties,19874.000,,161.000,,0.000,0.000,0.000,0.000,,,
Revenues,19874.000,4339.000,161.000,-161.000,0.000,0.000,0.000,0.000,13000.000,,
SalesRevenueNet,19874.000,4339.000,161.000,-161.000,0.000,0.000,0.000,0.000,13000.000,,
SellingGeneralAndAdministrativeExpense,1055.000,2886.000,8031.000,14692.000,2273.000,2598.000,11325.000,16388.000,32083.000,48494.000,44467.000
StockIssued1,,,,,,,,,50382.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,5889533.000,5889533.000,,6494929.000,6494929.000,6938480.000
