,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,739000.000,1384000.000,5071000.000,3896000.000,597000.000,706000.000,7609000.000,4342000.000,1297000.000,3009000.000,8931000.000,3936000.000,815000.000,1202000.000,8750000.000,5863000.000,1521000.000
AccountsReceivableNetCurrent,4133000.000,5287000.000,4527000.000,5144000.000,4363000.000,5328000.000,4965000.000,5784000.000,4732000.000,4236000.000,5999000.000,6121000.000,4773000.000,4456000.000,6710000.000,5061000.000,5094000.000
AccruedLiabilitiesCurrent,3144000.000,3192000.000,4262000.000,1226000.000,1312000.000,1111000.000,1892000.000,1266000.000,1053000.000,1132000.000,1918000.000,2584000.000,2706000.000,2162000.000,3338000.000,3501000.000,2296000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,,253000.000,114000.000,58000.000,214000.000,352000.000,472000.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,353000.000,69000.000,100000.000,,
AccumulatedCapitalizedInterestCosts,,,,,,,,,,,,,,,,100000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,40239000.000,41374000.000,42514000.000,43725000.000,45047000.000,46040000.000,47052000.000,47625000.000,48954000.000,49935000.000,51261000.000,52100000.000,53580000.000,54381000.000,55403000.000,56899000.000,58584000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-44000.000,-44000.000,-30000.000,-5000.000,2000.000,-21000.000,-39000.000,22000.000,14000.000,4000.000,-47000.000,49000.000,75000.000,54000.000,5000.000,-4000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,22250000.000,,,,,,,,,,,,,
AdditionalPaidInCapital,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000,277520000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,100000.000,,,,100000.000,
Assets,196341000.000,198304000.000,204663000.000,206140000.000,203890000.000,207819000.000,217292000.000,215500000.000,213421000.000,216869000.000,225281000.000,235946000.000,231725000.000,231689000.000,241472000.000,241497000.000,235703000.000
AssetsCurrent,67644000.000,69152000.000,75193000.000,77231000.000,76258000.000,83049000.000,91971000.000,88440000.000,86810000.000,88979000.000,95709000.000,107364000.000,97725000.000,97605000.000,106602000.000,102195000.000,95790000.000
AssetsFairValueDisclosure,,,,0.000,,,,0.000,,,,0.000,,,,,
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000
AssetsNoncurrent,,,,,,,,,,,129572000.000,128582000.000,134000000.000,134084000.000,134870000.000,139302000.000,139913000.000
AvailableForSaleSecurities,,,,,,,,,,,,25423000.000,25820000.000,23861000.000,24338000.000,23754000.000,18990000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,4000.000,71000.000,111000.000,88000.000,27000.000,18000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,81000.000,1000.000,,,23000.000,28000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,25500000.000,25750000.000,23750000.000,24250000.000,23750000.000,19000000.000
AvailableForSaleSecuritiesCurrent,,6706000.000,8706000.000,10470000.000,11245000.000,10002000.000,14479000.000,15711000.000,15522000.000,15023000.000,16007000.000,25423000.000,25820000.000,23861000.000,24338000.000,23754000.000,18990000.000
