,2011-09-30,2012-03-31
CashPeriodIncreaseDecrease,,16814000.000
ComprehensiveIncomeNetOfTax,9317000.000,4504000.000
CostOfGoodsSold,19262000.000,9038000.000
DepreciationDepletionAndAmortization,,268000.000
EarningsPerShareBasic,0.350,0.190
EarningsPerShareDiluted,0.350,0.190
EffectOfExchangeRateOnCashAndCashEquivalents,,-97000.000
GrossProfit,9360000.000,5115000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8391000.000,4656000.000
IncreaseDecreaseInAccountsPayableTrade,,-285000.000
IncreaseDecreaseInAccountsReceivable,,-13022000.000
IncreaseDecreaseInInventories,,12000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,-1389000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-2000.000
InterestAndDebtExpense,53000.000,
InterestPaid,,76000.000
NetCashProvidedByUsedInFinancingActivities,,1007000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1007000.000
NetCashProvidedByUsedInInvestingActivities,,-450000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-450000.000
NetCashProvidedByUsedInOperatingActivities,,16257000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,16257000.000
NetIncomeLoss,8391000.000,4656000.000
NonoperatingIncomeExpense,41000.000,174000.000
OperatingExpenses,1010000.000,633000.000
OperatingIncomeLoss,8350000.000,4482000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,926000.000,-152000.000
OtherNonoperatingExpense,,76000.000
PaymentsToAcquirePropertyPlantAndEquipment,,450000.000
ProceedsFromRelatedPartyDebt,,213000.000
ProceedsFromShortTermDebt,,794000.000
Revenues,28622000.000,14153000.000
SalesRevenueNet,28622000.000,14153000.000
UnrealizedGainLossOnDerivatives,,5000.000
WeightedAverageNumberOfDilutedSharesOutstanding,24003570.000,24003570.000
WeightedAverageNumberOfSharesOutstandingBasic,24003570.000,24003570.000
