,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,,170316000.000,165947000.000,194641000.000,141125000.000,127110000.000,135224000.000,176861000.000,147478000.000,119632000.000,109667000.000,164416000.000,151919000.000,115395000.000,111484000.000,217700000.000,167405000.000,145543000.000,141845000.000
AccountsPayableCurrentAndNoncurrent,161794000.000,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,180465000.000,220774000.000,192961000.000,214730000.000,230799000.000,293047000.000,211131000.000,200314000.000,245252000.000,303070000.000,233143000.000,212379000.000,232887000.000,297712000.000,217740000.000,216165000.000
AccruedIncomeTaxesCurrent,,,,21870000.000,21081000.000,13989000.000,18562000.000,18235000.000,62646000.000,47825000.000,40797000.000,23490000.000,29074000.000,19137000.000,17633000.000,20184000.000,26248000.000,18323000.000,19856000.000
AccruedLiabilitiesCurrent,,59264000.000,70448000.000,78138000.000,65417000.000,75285000.000,77710000.000,98262000.000,66080000.000,73223000.000,75623000.000,78125000.000,67597000.000,71868000.000,91458000.000,71182000.000,60237000.000,63318000.000,68381000.000
AccruedLiabilitiesCurrentAndNoncurrent,62959000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,929401000.000,,,,953561000.000,,,,944399000.000,,,,1032065000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,338000.000,312000.000,-700000.000,-375000.000,-19000.000,-174000.000,176000.000,-449000.000,-198000.000,-243000.000,7000.000,535000.000,600000.000,774000.000,664000.000,-277000.000,3000.000,-62000.000,-431000.000
AdditionalCollateralAggregateFairValue,,,,,,,,,,,,,,,,,,10900000.000,10000000.000
AdditionalPaidInCapitalCommonStock,16992000.000,17773000.000,19122000.000,19791000.000,19286000.000,19840000.000,19726000.000,20400000.000,20116000.000,20624000.000,21422000.000,22272000.000,19658000.000,19951000.000,19583000.000,21587000.000,20218000.000,22023000.000,22459000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3400000.000,3400000.000,3400000.000,10939000.000,10731000.000,12155000.000,10492000.000,11867000.000,11579000.000,13866000.000,13609000.000,12021000.000,14601000.000,14900000.000,10481000.000,8881000.000,9917000.000,9257000.000,8406000.000
AssetRetirementObligation,,18300000.000,,18100000.000,,,,18300000.000,,,,18510000.000,,,,18719000.000,,,
Assets,4434902000.000,4487033000.000,4582306000.000,4744609000.000,4664886000.000,4644217000.000,4730444000.000,4960098000.000,4963091000.000,4875048000.000,4865778000.000,5144220000.000,5130244000.000,5098025000.000,4857741000.000,5111935000.000,5128348000.000,5201162000.000,5172366000.000
AssetsCurrent,574289000.000,523096000.000,564481000.000,667228000.000,593608000.000,558346000.000,604698000.000,626709000.000,628088000.000,545879000.000,533626000.000,888004000.000,938991000.000,891585000.000,587784000.000,670096000.000,647714000.000,666105000.000,562667000.000
AssetsFairValueDisclosure,,104029000.000,102605000.000,106000000.000,106470000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,10111000.000,9165000.000,9152000.000,9861000.000,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,1296000000.000,,1296000000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,906700000.000,906700000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,310800000.000,310800000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,167900000.000,167900000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,302200000.000,302200000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,,1418900000.000,1418900000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,397400000.000,397400000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,559100000.000,559100000.000,,,,,,,,,,,,,,,,
CapitalizationLongtermDebtAndEquity,,2611413000.000,2645664000.000,2643458000.000,2671622000.000,2760682000.000,2733459000.000,2717247000.000,2747738000.000,2743201000.000,2721506000.000,3077997000.000,3108104000.000,3092706000.000,3073193000.000,3079670000.000,3113809000.000,3156064000.000,3118859000.000
CashAndCashEquivalentsAtCarryingValue,33957000.000,23655000.000,26300000.000,30999000.000,12012000.000,12190000.000,15201000.000,17857000.000,20847000.000,24574000.000,18696000.000,69153000.000,137372000.000,175613000.000,102801000.000,115579000.000,80120000.000,179133000.000,83716000.000
CashSurrenderValueFairValueDisclosure,,5930000.000,5153000.000,5655000.000,6235000.000,,,,,,,,,,,,,,
CommonStockSharesAuthorized,,,,,,,,,,,,125000000.000,,,,125000000.000,,,
CommonStockValue,929561000.000,930271000.000,930662000.000,931153000.000,935736000.000,936064000.000,936383000.000,936702000.000,938611000.000,938888000.000,939177000.000,1145950000.000,1148782000.000,1149494000.000,1149739000.000,1149985000.000,1153251000.000,1153569000.000,1153816000.000
DebtInstrumentFaceAmount,,,,203500000.000,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,3221000.000,,,,2916000.000,,,,2597000.000,,,,2263000.000,,,
DebtInstrumentUnamortizedPremium,,,,48275000.000,,,,41016000.000,,,,34178000.000,,,,27498000.000,,,
DeferredLongTermLiabilityCharges,-435268000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsEquityMethodInvestments,,,,3145000.000,,,,3140000.000,,,,,,,,,,,
DeferredTaxAssetsGross,,,,222060000.000,,,,305876000.000,,,,357489000.000,,,,379350000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,124100000.000,,,,264300000.000,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,388600000.000,,,,456400000.000,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,25256000.000,28597000.000,24138000.000,41635000.000,35476000.000,20363000.000,6125000.000,41605000.000,36190000.000,36988000.000,28591000.000,21742000.000,0.000,0.000,0.000,0.000,,,
