,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AdjustmentForAmortization,11800000.000,2943000.000,1745000.000,850000.000,
AffiliateCosts,2450000.000,1217000.000,532000.000,137000.000,32000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,556000.000,694000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,14059000.000,5612000.000,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,1056000.000,1493000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,,10605000.000,7975000.000,11317000.000,2024000.000
AmortizationOfDebtDiscountPremium,,3804000.000,1724000.000,981000.000,139000.000
AmortizationOfFinancingCosts,,,,,130000.000
CashPeriodIncreaseDecrease,11000.000,-367000.000,191000.000,-130000.000,-58000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,0.000,,,,
DeconsolidationGainOrLossAmount,,,,,10416000.000
ExtinguishmentOfDebtGainLossNetOfTax,13677000.000,0.000,,,
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,1559000.000,1170000.000,551000.000,-21000.000,-107000.000
GainLossOnSaleOfPropertyPlantEquipment,1559000.000,1170000.000,551000.000,-21000.000,-107000.000
GainsLossesOnExtinguishmentOfDebt,,,16000.000,0.000,258000.000
GeneralAndAdministrativeExpense,1384000.000,1222000.000,968000.000,681000.000,496000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5630000.000,,,,
IncomeLossFromEquityMethodInvestments,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,249000.000,237000.000,-328000.000,-299000.000,828000.000
IncreaseDecreaseInDueToAffiliates,169000.000,2282000.000,3812000.000,-3662000.000,-449000.000
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,-128000.000,0.000,,,
IncreaseDecreaseInOtherOperatingAssets,-36000.000,-125000.000,-42000.000,-23000.000,-25000.000
IncreaseDecreaseInRestrictedCash,-1303000.000,-7650000.000,-3405000.000,-7558000.000,-589000.000
InterestAndFeeIncomeLoansLeaseFinancing,18264000.000,8974000.000,4319000.000,1539000.000,699000.000
InterestExpense,21093000.000,12304000.000,6688000.000,3315000.000,1351000.000
InterestPaid,,5637000.000,3279000.000,1514000.000,165000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.010,0.010,0.010,0.010
ManagementFeeAmountPaid,,0.000,,,
NetCashProvidedByUsedInFinancingActivities,-139978000.000,-86525000.000,-50313000.000,-15112000.000,-6567000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-139978000.000,-86525000.000,-50313000.000,-15112000.000,-6567000.000
NetCashProvidedByUsedInInvestingActivities,130745000.000,80371000.000,46561000.000,19394000.000,6927000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,130745000.000,80371000.000,46561000.000,19394000.000,6927000.000
NetCashProvidedByUsedInOperatingActivities,9244000.000,5787000.000,3943000.000,-4412000.000,-418000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,9244000.000,5787000.000,3943000.000,-4412000.000,-418000.000
NetIncomeLoss,-5630000.000,-17305000.000,-8265000.000,-5597000.000,8593000.000
NetIncomeLossAllocatedToGeneralPartners,-5637000.000,-17120000.000,-8056000.000,-5438000.000,8639000.000
NetIncomeLossAllocatedToLimitedPartners,-5581000.000,16949000.000,7975000.000,5384000.000,-8553000.000
NetIncomeLossAttributableToNoncontrollingInterest,7000.000,-185000.000,-209000.000,-159000.000,-46000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-4.430,-13.460,-6.330,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,-4.270,6.900
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,0.000
OperatingExpenses,42745000.000,29614000.000,13968000.000,7404000.000,2762000.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,2005000.000,812000.000,168000.000,30000.000,3000.000
OperatingLeasesIncomeStatementLeaseRevenue,2512000.000,1263000.000,460000.000,83000.000,8000.000
OtherIncome,1103000.000,902000.000,373000.000,206000.000,81000.000
PartnersCapitalAccountDistributions,5089000.000,5089000.000,5089000.000,2544000.000,627000.000
PartnersCapitalAccountPublicSaleOfUnits,,125700000.000,126000000.000,125700000.000,125700000.000
PartnersCapitalAccountRedemptions,0.000,,,0.000,0.000
PartnersCapitalAccountUnitsSoldInPublicOffering,,1200000.000,1000000.000,1200000.000,1300000.000
PaymentsForDerivativeInstrumentFinancingActivities,0.000,,,,
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,2875000.000,0.000,,,
PaymentsOfCapitalDistribution,,5089000.000,5089000.000,2544000.000,627000.000
PaymentsOfFinancingCosts,1725000.000,73000.000,30000.000,0.000,
PaymentsOfStockIssuanceCosts,0.000,,,,
