,2011-04-02,2011-07-02,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,141000000.000,,,,-120000000.000,,,,-320000000.000,,,,-57000000.000,,,499000000.000,,,,-42000000.000,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,-3000000.000,1000000.000,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,184000000.000,192000000.000,160000000.000,201000000.000,40000000.000,,162000000.000,76000000.000,220000000.000,275000000.000,246000000.000,226000000.000,267000000.000,86000000.000,332000000.000,286000000.000,334000000.000,453000000.000,442000000.000,482000000.000,436000000.000,578000000.000,349000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-3000000.000,-8000000.000,0.000,0.000,0.000,,-5000000.000,11000000.000,-4000000.000,-2000000.000,-2000000.000,-3000000.000,-2000000.000,-1000000.000,1000000.000,1000000.000,1000000.000,0.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,181000000.000,184000000.000,160000000.000,201000000.000,40000000.000,,157000000.000,87000000.000,216000000.000,273000000.000,244000000.000,223000000.000,265000000.000,85000000.000,333000000.000,287000000.000,335000000.000,453000000.000,444000000.000,483000000.000,437000000.000,579000000.000,350000000.000
CostOfGoodsSold,7467000000.000,7716000000.000,7836000000.000,7733000000.000,7746000000.000,7803000000.000,7865000000.000,8011000000.000,8049000000.000,8091000000.000,8076000000.000,8381000000.000,9045000000.000,9393000000.000,9861000000.000,8990000000.000,9085000000.000,7951000000.000,7987000000.000,8179000000.000,8067000000.000,7699000000.000,8036000000.000
DeferredIncomeTaxExpenseBenefit,,,24000000.000,,,,-9000000.000,,,,-15000000.000,,,,11000000.000,,,69000000.000,,,,-4000000.000,
DefinedBenefitPlanContributionsByEmployer,,,,,,,,,,,,,,,3000000.000,6000000.000,3000000.000,32000000.000,21000000.000,1000000.000,10000000.000,9000000.000,13000000.000
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,,,,,,,,,,11000000.000,,,31000000.000,,,,31000000.000,
DepreciationDepletionAndAmortization,,,122000000.000,,,,130000000.000,,,,127000000.000,,,,175000000.000,,,172000000.000,,,,177000000.000,
