,2011-01-30,2011-05-01,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-02-03,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30
AccountsNotesAndLoansReceivableNetCurrent,27670000.000,29134000.000,26414000.000,26404000.000,25807000.000,23957000.000,23711000.000,29456000.000,28272000.000,26435000.000,26234000.000,26545000.000,29393000.000,30396000.000,25224000.000,29885000.000,32245000.000,30323000.000,28544000.000,30655000.000,28176000.000,61760000.000,67435000.000,,,
AccountsPayableCurrent,11785000.000,10629000.000,9386000.000,11153000.000,9233000.000,13415000.000,12660000.000,9404000.000,11620000.000,9224000.000,10801000.000,12271000.000,7077000.000,8694000.000,8709000.000,9325000.000,10293000.000,8425000.000,10049000.000,8098000.000,9105000.000,26275000.000,29426000.000,31549000.000,36552000.000,29704000.000
AccountsReceivableGrossCurrent,,,,21445000.000,21261000.000,18575000.000,19057000.000,23748000.000,22712000.000,19887000.000,19994000.000,19886000.000,22776000.000,23105000.000,18446000.000,22999000.000,25322000.000,23052000.000,25727000.000,27731000.000,25520000.000,61344000.000,69585000.000,78043000.000,99378000.000,76208000.000
AccountsReceivableNetCurrent,,,,,,,,,28272000.000,26435000.000,26234000.000,26545000.000,29393000.000,30396000.000,25224000.000,29885000.000,32245000.000,30323000.000,28544000.000,30655000.000,28176000.000,61760000.000,67435000.000,74241000.000,92578000.000,69456000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,142000.000,,1167000.000,1368000.000,0.000,0.000,1141000.000,357000.000,733000.000,2389000.000,1499000.000,4323000.000,4347000.000
AccruedIncomeTaxesNoncurrent,,,,,,,,,,,,,,117000.000,132000.000,141000.000,90000.000,89000.000,161000.000,165000.000,166000.000,168000.000,169000.000,121000.000,,
AccruedSalesCommissionCurrent,,,,,,,,,,,,,934000.000,856000.000,764000.000,899000.000,916000.000,940000.000,850000.000,882000.000,818000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,40477000.000,41117000.000,41671000.000,39319000.000,40091000.000,34559000.000,35066000.000,35702000.000,36258000.000,36447000.000,35774000.000,36023000.000,36690000.000,32790000.000,25791000.000,26247000.000,26990000.000,27739000.000,33276000.000,29912000.000,30048000.000,31167000.000,32182000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,609000.000,558000.000,507000.000,456000.000,109000.000,100000.000,91000.000,82000.000,202000.000,185000.000,168000.000,152000.000,98000.000,90000.000,82000.000,80000.000,-335000.000,-308000.000,-280000.000,-251000.000,139000.000,127000.000,116000.000,105000.000,486000.000,496000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2082000.000,2103000.000,1828000.000,1752000.000,1632000.000,1442000.000,1467000.000,1482000.000,,1085000.000,1068000.000,1082000.000,1243000.000,1276000.000,1058000.000,1244000.000,1329000.000,1233000.000,1020000.000,1092000.000,1032000.000,3464000.000,3848000.000,3889000.000,508000.000,788000.000
AllowanceForDoubtfulOtherReceivablesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,6298000.000,5964000.000
Assets,150411000.000,,148817000.000,151802000.000,149171000.000,152786000.000,152705000.000,152464000.000,155823000.000,152760000.000,155888000.000,158762000.000,155481000.000,158560000.000,160411000.000,165705000.000,170755000.000,168947000.000,174327000.000,178421000.000,181653000.000,285665000.000,296721000.000,304733000.000,318696000.000,310583000.000
AssetsCurrent,106696000.000,104555000.000,103967000.000,107489000.000,104492000.000,105848000.000,106605000.000,105955000.000,109667000.000,105893000.000,108389000.000,110632000.000,107050000.000,109312000.000,110297000.000,115151000.000,119938000.000,117995000.000,122792000.000,126169000.000,128067000.000,175478000.000,187762000.000,196278000.000,211917000.000,206221000.000
AssetsNoncurrent,,148439000.000,,,,,,,,,,,48431000.000,49248000.000,50114000.000,50554000.000,50817000.000,50952000.000,51535000.000,52252000.000,53586000.000,110187000.000,108959000.000,108455000.000,106779000.000,104362000.000
BuildingsAndImprovementsGross,,,,24458000.000,24501000.000,24858000.000,23680000.000,,,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,618000.000,,,,2830000.000,,,,2578000.000,,,,,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,,,,,,2726000.000,,,,6062000.000,,,,6510000.000,
CashAndCashEquivalentsAtCarryingValue,16623000.000,19993000.000,30427000.000,32698000.000,40355000.000,47978000.000,43325000.000,33052000.000,26342000.000,28728000.000,28974000.000,29946000.000,23882000.000,31686000.000,36943000.000,33328000.000,38663000.000,40534000.000,43631000.000,49474000.000,53922000.000,32354000.000,39111000.000,43106000.000,39792000.000,53782000.000
CashSurrenderValueFairValueDisclosure,,,,,,,,,,,,,18891000.000,19202000.000,19746000.000,20053000.000,20373000.000,20734000.000,21312000.000,21617000.000,21888000.000,22246000.000,21907000.000,22197000.000,22366000.000,22687000.000
CashSurrenderValueOfLifeInsurance,15026000.000,14887000.000,15482000.000,15832000.000,16217000.000,16814000.000,17185000.000,17495000.000,17360000.000,17720000.000,18264000.000,18501000.000,18891000.000,19202000.000,19746000.000,20053000.000,20373000.000,20734000.000,21312000.000,21617000.000,21888000.000,22246000.000,21907000.000,22197000.000,22366000.000,22687000.000
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,10782000.000,10782000.000,10793000.000,10793000.000,10793000.000,10793000.000,10781000.000,10746000.000,10746000.000,10746000.000,10753000.000,10753000.000,10753000.000,10753000.000,10763000.000,10774000.000,10774000.000,10811000.000,10812000.000,10812000.000,10818000.000,11556000.000,11563000.000,11563000.000,11563000.000,11586000.000
CommonStockSharesOutstanding,10782000.000,10782000.000,10793000.000,10793000.000,10793000.000,10793000.000,10781000.000,10746000.000,10746000.000,10746000.000,10753000.000,10753000.000,10753000.000,10753000.000,10763000.000,10774000.000,10774000.000,10811000.000,10812000.000,10812000.000,10818000.000,11556000.000,11563000.000,11563000.000,11563000.000,11586000.000
CommonStockValue,17161000.000,17178000.000,17200000.000,17231000.000,17262000.000,17302000.000,17313000.000,17305000.000,17360000.000,17407000.000,17471000.000,17528000.000,17585000.000,17641000.000,17714000.000,17795000.000,17852000.000,18389000.000,18462000.000,18546000.000,18667000.000,39434000.000,39551000.000,39649000.000,39753000.000,40288000.000
CommonStockValueOutstanding,,,,,,,,,,,,,,,,,,,,,,39434000.000,39551000.000,39649000.000,39753000.000,
ConstructionInProgressGross,,,,2523000.000,3680000.000,3631000.000,2669000.000,1279000.000,1300000.000,1891000.000,2252000.000,2166000.000,2718000.000,3421000.000,2903000.000,3143000.000,3477000.000,3786000.000,1125000.000,1222000.000,846000.000,1779000.000,1313000.000,612000.000,603000.000,1251000.000
CustomerDepositsCurrent,,,,,,,,,,,,,659000.000,433000.000,599000.000,724000.000,853000.000,910000.000,803000.000,911000.000,797000.000,4069000.000,5721000.000,7903000.000,5605000.000,6124000.000
DeferredCompensationLiabilityClassifiedNoncurrent,6242000.000,6399000.000,6533000.000,6738000.000,7100000.000,7127000.000,7299000.000,7425000.000,7311000.000,7557000.000,7671000.000,7851000.000,7668000.000,7793000.000,7937000.000,8072000.000,8329000.000,8525000.000,8429000.000,8714000.000,8409000.000,10619000.000,10677000.000,10655000.000,10849000.000,10836000.000
DeferredFinanceCostsGross,,,,,,,,,,,,,,,,,,,,,,165000.000,165000.000,165000.000,165000.000,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,153000.000,142000.000,132000.000,122000.000,
DeferredIncomeTaxLiabilities,,,,,606000.000,,,,328000.000,,,,320000.000,,,,505000.000,,,,577000.000,,,,131000.000,
DeferredIncomeTaxesAndOtherAssetsCurrent,,,,,1012000.000,,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxesAndOtherAssetsNoncurrent,,,,,5050000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,,954000.000,,,,745000.000,,,,608000.000,,,,246000.000,,,,0.000,,,,525000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,989000.000,,,,745000.000,,,,524000.000,,,,703000.000,,,,609000.000,
DeferredTaxAssetsGross,,,,,6807000.000,,,,6573000.000,,,,6125000.000,,,,6199000.000,,,,6007000.000,,,,8204000.000,
DeferredTaxAssetsInventory,,,,,,,,,447000.000,,,,148000.000,,,,0.000,,,,158000.000,,,,662000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,6062000.000,,,,6106000.000,,,,5771000.000,,,,5694000.000,,,,5430000.000,,,,7548000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,1612000.000,1572000.000,1806000.000,2071000.000,1664000.000,1246000.000,1165000.000,1472000.000,1704000.000,871000.000,1227000.000,1565000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,4494000.000,4434000.000,4300000.000,4321000.000,4051000.000,4121000.000,4135000.000,4063000.000,4188000.000,4194000.000,3982000.000,4057000.000,5350000.000,6633000.000,7240000.000,7091000.000,7264000.000,4971000.000
DeferredTaxAssetsNet,,,,,6668000.000,,,,6434000.000,,,,6091000.000,,,,6199000.000,,,,6007000.000,,,,,
DeferredTaxAssetsNetCurrent,,,,,,,,,,,,,,,,,,,,,,,,,7679000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,173000.000,,,,153000.000,,,,43000.000,,,,8000.000,,,,43000.000,,,,32000.000,
DeferredTaxAssetsOther,,,,,1270000.000,,,,245000.000,,,,308000.000,,,,404000.000,,,,378000.000,,,,460000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,220000.000,,,,370000.000,,,,405000.000,,,,0.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,,,,,,,,,,,,,,,144000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,3080000.000,,,,3319000.000,,,,3455000.000,,,,4120000.000,,,,4345000.000,,,,4817000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,729000.000,,,,455000.000,,,,448000.000,,,,492000.000,,,,380000.000,,,,955000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,,6000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,139000.000,,,,139000.000,,,,34000.000,,,,0.000,,,,0.000,,,,525000.000,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,263000.000,,,,0.000,,,,,,,,143000.000,,,,0.000,,,,,
DeferredTaxLiabilitiesOther,,,,,0.000,,,,328000.000,,,,320000.000,,,,362000.000,,,,256000.000,,,,0.000,
DeferredTaxLiabilitiesOtherComprehensiveIncome,,,,,,,,,115000.000,,,,56000.000,,,,-198000.000,,,,80000.000,,,,284000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,,321000.000,,,,131000.000,
DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,,,,,7238000.000,,,,7306000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPensionPlanLiabilitiesCurrent,,,,,,,,,,,,,354000.000,,,,354000.000,354000.000,,,354000.000,1807000.000,1806000.000,1794000.000,,701000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,,,10064000.000,10132000.000,10212000.000,,10493000.000
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,,,,,,,,,7231000.000,,,,7373000.000,,,,7446000.000,,,,,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,,,,,,,,,,,,,,0.035,,,,0.043,,,,,
DefinedBenefitPlanBenefitObligation,,,,,7569000.000,,,,7435000.000,,,,7662000.000,,,,8385000.000,8476000.000,,,8153000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,,,,3480000.000,,,,3791000.000,,,,,,,,4376000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInFiveFiscalYearsThereafter,,,,,3417000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFive,,,,,713000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearFour,,,,,713000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,,,,,469000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearThree,,,,,713000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearTwo,,,,,592000.000,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,,,,379000.000,,,,354000.000,,,,,,,,354000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,,,,450000.000,300000.000,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,,,,631000.000,,,,724000.000,,,,,,,,795000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,,,,703000.000,,,,647000.000,,,,,,,,795000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,,,,703000.000,,,,745000.000,,,,,,,,530000.000,,,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,,,,703000.000,,,,745000.000,,,,,,,,530000.000,,,,,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,,,,,,,,,,,,,,,,,11585000.000,11585000.000,11585000.000,13881000.000,13881000.000
DueToEmployeesCurrentAndNoncurrent,,,,,343000.000,,,,,,,,,,,,,,,,,,,,,
EffectOnAccumulatedOtherComprehensiveIncomeLossDueToChangeInMeasurementDateNetOfTax,,,,,,,,,202000.000,,,,98000.000,,,,,,,,,,,,,
EffectOnAccumulatedOtherComprehensiveIncomeLossDueToChangeInMeasurementDateTax,,,,,,,,,115000.000,,,,56000.000,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,3426000.000,2475000.000,2816000.000,3223000.000,3855000.000,2656000.000,2321000.000,3585000.000,3316000.000,2604000.000,3073000.000,3068000.000,3478000.000,2805000.000,3295000.000,4092000.000,4824000.000,2873000.000,3908000.000,4713000.000,4834000.000,4771000.000,5668000.000,6893000.000,8394000.000,4450000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,133000.000,,,,143000.000,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,,,,,,143000.000,,,,,,,,,,,,,,,,,
