,2012-09-30,2012-12-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-21398.000,,,,1982.000,,
EarningsPerShareBasic,,,,-0.030,,,0.040,-0.020,-0.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.110,-0.020,-0.020,-0.030,0.030,,
EarningsPerShareBasicDistributed,-0.000,0.000,,,,,,,
EarningsPerShareBasicUndistributed,,0.000,,,,,,,
GeneralAndAdministrativeExpense,10092.000,112670.000,38820.000,51910.000,60782.000,51091.000,20922.000,25978.000,30715.000
IncomeLossFromContinuingOperations,-10092.000,-112670.000,-11789234.000,-5896974.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10092.000,-112670.000,-11789234.000,-5896974.000,-3842323.000,-26241424.000,9861468.000,-4605270.000,-910899.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-10092.000,-112670.000,-166201.000,-151550.000,-132917.000,-94753.000,-26864.000,-30007.000,-127275.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-5197.000,,,,1072.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,10092.000,,,,,,,,
InterestExpenseDebt,,,11623033.000,5745424.000,3709639.000,26147918.000,-9888332.000,4575263.000,783624.000
InterestIncomeExpenseNet,,,,,233.000,,,1260.000,1233.000
NetCashProvidedByUsedInContinuingOperations,,,171398.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,150000.000,,,,27774.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,150000.000,,,,27774.000,,
NetCashProvidedByUsedInOperatingActivities,,,-171398.000,,,,-25792.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-171398.000,,,,-25792.000,,
NetIncomeLoss,-10092.000,-112670.000,-11789234.000,-5896974.000,-3842323.000,-26241424.000,9861468.000,-4604010.000,-909666.000
NoncashOrPartNoncashAcquisitionInterestAcquired1,,,,,,,0.500,,
OperatingExpenses,10092.000,112670.000,166201.000,151550.000,132917.000,94753.000,26864.000,30007.000,127275.000
OtherExpenses,,,11623033.000,5745424.000,3709406.000,26146671.000,-9888332.000,4575263.000,783624.000
ProceedsFromRepaymentsOfNotesPayable,,,150000.000,,,,27774.000,,
ProfessionalFees,,,10960.000,34407.000,27542.000,67587.000,5360.000,3590.000,24501.000
ProfitLoss,,,,,,,9861468.000,,
TravelAndEntertainmentExpense,,,,,,,,,6734.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,274347223.000,191780556.000,,355530385.000,,
WeightedAverageNumberOfSharesOutstandingBasic,179125000.000,179125000.000,107081164.000,204125000.000,,,241192385.000,241192385.000,245731274.000
