,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,17815.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,470900.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,25800.000
AssetRetirementObligationAccretionExpense,,72122.000,38637.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,477742.000,-429792.000,40007.000,258791.000
CostOfRevenue,,107982.000,316888.000,389556.000
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves,,803200.000,,
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,,,226100.000,290000.000
CostsIncurredDevelopmentCosts,,213555.000,118620.000,
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,,,344720.000,290000.000
DebtInstrumentIncreaseAccruedInterest,2055.000,,,
DepletionOfOilAndGasProperties,,,5942.000,32820.000
Depreciation,,,34341.000,105897.000
DepreciationDepletionAndAmortization,,24283.000,42144.000,133238.000
EarningsPerShareBasic,-0.080,-0.120,-0.070,-0.100
EarningsPerShareDiluted,-0.080,,,
EquityIssuancePerShareAmount,,0.500,,
ExtensionsDiscoveriesAdditionsAndImprovedRecoveryLessRelatedCosts,,,,810957.000
GainLossRelatedToLitigationSettlement,,-934800.000,,
GainsLossesOnExtinguishmentOfDebt,,,11250.000,50000.000
GeneralAndAdministrativeExpense,10607.000,446231.000,582997.000,520620.000
GrossProfit,,-174479.000,-324251.000,-19823.000
IncomeTaxesPaid,0.000,,,
IncreaseDecreaseInAccountsPayable,-20114.000,-42529.000,98628.000,262079.000
IncreaseDecreaseInAccountsReceivable,,,29886.000,363.000
IncreaseDecreaseInAccruedLiabilities,250.000,23886.000,-34089.000,108307.000
IncreaseDecreaseInDeposits,,29474.000,-141987.000,-15950.000
IncreaseDecreaseInDueToOfficersAndStockholders,40000.000,210000.000,425000.000,
IncreaseDecreaseInDueToRelatedParties,-239318.000,,,
IncreaseDueToPurchasesOfMineralsInPlace,,,,849649.000
InterestExpense,2055.000,86965.000,68162.000,235471.000
InterestIncomeDepositsWithFinancialInstitutions,,,,2766.000
InterestPaid,0.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,125000.000
LeaseOperatingExpense,,,,596885.000
LitigationSettlementExpense,,704247.000,570.000,
NetCashProvidedByUsedInFinancingActivities,800000.000,497500.000,1791500.000,2425000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,800000.000,497500.000,1791500.000,2425000.000
NetCashProvidedByUsedInInvestingActivities,0.000,-405050.000,-480566.000,-1138548.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,-405050.000,-480566.000,-1138548.000
NetCashProvidedByUsedInOperatingActivities,-322258.000,-522242.000,-1270927.000,-1027661.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-322258.000,-522242.000,-1270927.000,-1027661.000
NetIncomeLoss,-347949.000,,-1332312.000,-2269353.000
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,,,61099.000,
NonoperatingIncomeExpense,,-791212.000,-75297.000,-182705.000
NotesIssued1,,150000.000,,
OperatingExpenses,345894.000,810836.000,932764.000,2066825.000
OtherAssetImpairmentCharges,239318.000,,,
OtherNoncashExpense,,,17815.000,
OtherNonoperatingExpense,,,17815.000,
PaidInKindInterest,,37814.000,40123.000,208481.000
PaymentsToAcquireMachineryAndEquipment,,16500.000,42567.000,133678.000
PaymentsToAcquireOilAndGasEquipment,,,223554.000,513492.000
PaymentsToAcquireOilAndGasProperty,,175000.000,140000.000,302000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,74445.000,183778.000
PaymentsToAcquirePropertyPlantAndEquipment,,213550.000,,
PaymentsToExploreAndDevelopOilAndGasProperties,,,,5600.000
ProceedsFromContributedCapital,90000.000,,,
ProceedsFromConvertibleDebt,,25000.000,75000.000,2400000.000
ProceedsFromIssuanceOfCommonStock,,,581500.000,90000.000
ProceedsFromIssuanceOrSaleOfEquity,210000.000,457500.000,,
ProceedsFromNotesPayable,500000.000,,,
ProceedsFromWarrantExercises,,,1000000.000,
ProfessionalFees,92469.000,364605.000,349767.000,949320.000
ProfitLoss,,-1776527.000,,
RepaymentsOfOtherDebt,,195000.000,290000.000,65000.000
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,,2407.000,3896.000,32820.000
ResultsOfOperationsDepreciationDepletionAndAmortizationAndValuationProvisions,,,28357.000,144772.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,,-80481.000,-283526.000,-91518.000
ResultsOfOperationsOilAndGasProducingActivitiesNetIncomeExcludingCorporateOverheadAndInterestCosts,,-80481.000,-283526.000,-91518.000
Revenues,0.000,29908.000,65615.000,475630.000
SalesAndTransfersOfOilAndGasProducedNetOfProductionCosts,,,,-83075.000
SalesRevenueNet,0.000,29908.000,65615.000,475630.000
ShareBasedCompensation,,174435.000,30000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,1.420
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.013
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,1700000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,0.500
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,,,470900.000
StandardizedMeasureOfDiscountedFutureNetCashFlowOfProvedOilAndGasReservesOther,,,,230815.000
StockIssued1,,199309.000,,
StockIssuedDuringPeriodSharesAcquisitions,,11375000.000,,
StockIssuedDuringPeriodSharesIssuedForCash,,915000.000,,910000.000
StockIssuedDuringPeriodSharesIssuedForServices,,348868.000,60000.000,250000.000
StockIssuedDuringPeriodSharesOther,,,1163000.000,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,1400000.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,543032.000,,
StockIssuedDuringPeriodValueIssuedForCash,,457500.000,831506.000,455000.000
StockIssuedDuringPeriodValueIssuedForServices,,174435.000,30000.000,125000.000
StockIssuedDuringPeriodValueNewIssues,210000.000,,,
StockIssuedDuringPeriodValueOther,,,581500.000,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,61099.000,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,700000.000,,
StockOptionPlanExpense,,,,470900.000
StockRepurchasedAndRetiredDuringPeriodShares,,,,30000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,18581806.000,21268455.000
