,2014-09-30,2015-03-31,2015-09-30,2016-03-31,2016-09-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,48.000,,-16080.000,,
ComprehensiveIncomeNetOfTax,,,-1388877.000,-5643.000,-54091.000,50626.000
CostOfRevenue,,,44173.000,33280.000,10325.000,
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,55968.000,,
Depreciation,128.000,304.000,,8572.000,,
DepreciationDepletionAndAmortization,,,,8572.000,,
EarningsPerShareBasic,,,-0.000,-0.000,,-0.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,,,,0.000
EarningsPerShareDiluted,,,-0.000,-0.000,,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,,55968.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.350,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,-0.100,,
EffectiveIncomeTaxRateReconciliationTaxHolidays,,,,-0.250,,
GeneralAndAdministrativeExpense,518.000,11016.000,1404295.000,,,
GrossProfit,,,-6683.000,67939.000,10821.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-8633.000,-3320.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-1411008.000,-61607.000,-56307.000,50626.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-30.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,50626.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,-0.000
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,-0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,-0.000
IncomeTaxExpenseBenefit,,,,4.000,,
IncreaseDecreaseInAccountsPayable,,3064.000,,-202626.000,,
IncreaseDecreaseInAccountsReceivable,,,,11412.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,-33199.000,,
IncreaseDecreaseInAccruedLiabilities,,,,1808.000,,-11095.000
IncreaseDecreaseInCustomerAdvances,,,,11329.000,,
IncreaseDecreaseInDepositOtherAssets,,,,18.000,,
IncreaseDecreaseInDueToRelatedParties,,,,-435.000,,
IncreaseDecreaseInInventories,,,,40256.000,,
IncreaseDecreaseInOtherAccountsPayable,,,,,,6591.000
IncreaseDecreaseInOtherReceivables,,,,-4360.000,,
IncreaseDecreaseInPrepaidSupplies,,,,-185566.000,,
InterestIncomeOther,,,40.000,1.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,55130.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,55130.000
NetCashProvidedByUsedInInvestingActivities,,,,-522.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-522.000,,
NetCashProvidedByUsedInOperatingActivities,,48.000,,-71526.000,,-55130.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,48.000,,-71526.000,,-55130.000
NetIncomeLoss,-8633.000,-3320.000,-1411008.000,-61611.000,-56307.000,50626.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,-56307.000,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,-56307.000,
NonoperatingIncomeExpense,,,-70.000,1.000,-2.000,
OperatingExpenses,14133.000,11320.000,1404295.000,-61608.000,67126.000,
OperatingIncomeLoss,-8633.000,-3320.000,-1410978.000,-61608.000,-56305.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,22131.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,55968.000,2216.000,
OtherExpenses,,,,,2.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,,522.000,,
ProceedsFromInterestReceived,,,,1.000,,
ProductionAndDistributionCosts,7650.000,,,,,
ProfessionalFees,5837.000,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,-55130.000
Revenues,5500.000,8000.000,37490.000,101219.000,21146.000,
SalesRevenueNet,5500.000,8000.000,37490.000,101219.000,21146.000,
SellingGeneralAndAdministrativeExpense,,,,129547.000,67126.000,50626.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,395000000.000,395000000.000,395000000.000,395000000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10119511.000,10380000.000,,,,395000000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,395000000.000,-395000000.000,-395000000.000,-395000000.000
