,2011-11-30,2012-05-31,2012-11-30,2013-02-28
AmortizationOfDebtDiscountPremium,293083.000,,366089.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,161222.000,,148535.000,
ComprehensiveIncomeNetOfTax,-2347195.000,645252.000,,
ConversionOfStockAmountConverted1,47206.000,,,
ConversionOfStockAmountIssued1,15237.000,,,
DebtInstrumentIncreaseAdditionalBorrowings,,,200000.000,
DepreciationDepletionAndAmortization,,700.000,700.000,700.000
EarningsPerShareBasic,,1.330,,
EarningsPerShareBasicAndDiluted,-0.020,,-0.470,-2.990
EarningsPerShareDiluted,,1.330,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.000,0.000
GainLossOnDerivativeInstrumentsNetPretax,-1924453.000,1059460.000,229790.000,-1126073.000
GainLossOnSaleOfDebtInvestments,23714.000,,,
GainsLossesOnExtinguishmentOfDebt,23714.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2342395.000,645252.000,-228409.000,-1459506.000
IncomeTaxExpenseBenefit,4800.000,,,
IncreaseDecreaseInAccountsPayable,66976.000,,10287.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-27106.000,,29658.000,
IncreaseDecreaseInDerivativeLiabilities,1924453.000,,-229790.000,
InterestExpense,328358.000,316152.000,409026.000,261490.000
NetCashProvidedByUsedInFinancingActivities,274725.000,,200000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,274725.000,,200000.000,
NetCashProvidedByUsedInOperatingActivities,-113503.000,,-51465.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-113503.000,,-51465.000,
NetIncomeLoss,-2347195.000,645252.000,-228409.000,-1459506.000
NonoperatingIncomeExpense,-2229097.000,743308.000,-179236.000,-1387563.000
OperatingExpenses,113539.000,98056.000,56825.000,71253.000
OperatingIncomeLoss,-113298.000,-98056.000,-49173.000,-71943.000
OperatingLeasesRentExpenseNet,,,2300.000,1150.000
ProceedsFromConvertibleDebt,300000.000,,200000.000,
RepaymentsOfConvertibleDebt,25275.000,,,
SalesRevenueServicesNet,241.000,,7652.000,-690.000
SellingGeneralAndAdministrativeExpense,113539.000,97356.000,56125.000,70553.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,485598.000,488000.000,488000.000
