,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,-55154.000,-40653.000
CostOfGoodsAndServicesSold,108925.000,213835.000,471095.000
DeferredOtherTaxExpenseBenefit,,-25552.000,
Depreciation,81667.000,103925.000,51999.000
DepreciationDepletionAndAmortization,79316.000,102919.000,51999.000
EarningsPerShareBasicAndDiluted,0.000,0.010,-0.030
EffectiveIncomeTaxRateContinuingOperations,,25.000,25.000
GainLossOnDispositionOfAssets,27260.000,0.000,-12974.000
GeneralAndAdministrativeExpense,373334.000,283587.000,388560.000
GrossProfit,369952.000,394374.000,181355.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-203064.000
IncomeTaxExpenseBenefit,,,0.000
IncreaseDecreaseInAccountsPayable,125738.000,-51385.000,-44129.000
IncreaseDecreaseInAccountsReceivable,3885.000,-164792.000,225650.000
IncreaseDecreaseInAccruedLiabilities,4296.000,-27366.000,0.000
IncreaseDecreaseInOtherCurrentAssets,-2600.000,5188.000,0.000
InterestIncomeExpenseNet,8643.000,8581.000,-16.000
InterestPaid,3270.000,8581.000,7716.000
NetCashProvidedByUsedInFinancingActivities,-28991.000,93449.000,-139085.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-28991.000,93449.000,-139085.000
NetCashProvidedByUsedInInvestingActivities,4459.000,-116379.000,77836.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,4459.000,-116379.000,77836.000
NetCashProvidedByUsedInOperatingActivities,24532.000,-32224.000,20596.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,24532.000,-32224.000,20596.000
NetIncomeLoss,-215714.000,102206.000,-203064.000
OperatingExpenses,373334.000,283587.000,388560.000
OperatingIncomeLoss,-3382.000,110787.000,-207205.000
OtherExpenses,18091.000,8581.000,-4141.000
OtherIncome,,,-8849.000
PaymentsForLoans,-64632.000,41132.000,99477.000
ProceedsFromIssuanceOfCommonStock,0.000,0.000,
ProceedsFromNotesPayable,67592.000,98307.000,0.000
ProceedsFromRelatedPartyDebt,13991.000,98307.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,70774.000,0.000,77836.000
PropertyPlantAndEquipmentAdditions,-66315.000,-116379.000,0.000
ProvisionForDoubtfulAccounts,,,3114.000
RepaymentsOfRelatedPartyDebt,-45942.000,0.000,39608.000
RevenueFromRelatedParties,85001.000,0.000,
Revenues,478905.000,608209.000,652450.000
RevenuesFromExternalCustomers,393904.000,608209.000,652450.000
SalesRevenueNet,478905.000,608209.000,661299.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,0.000,50766.000
WeightedAverageNumberOfSharesIssuedBasic,7279629.000,7346336.000,7346336.000
