,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
IntangibleAssetsNetExcludingGoodwill,,,,,,,,64458000.000,62833000.000,61208000.000,,,,
InventoryNet,359000.000,423000.000,321000.000,384000.000,305000.000,230000.000,213000.000,,,,,,,
Liabilities,151796000.000,16855000.000,13592000.000,15444000.000,13846000.000,17870000.000,17408000.000,196185000.000,152397000.000,247555000.000,250778000.000,251633000.000,236889000.000,179381000.000
LiabilitiesAndStockholdersEquity,182509000.000,178410000.000,174142000.000,177513000.000,176095000.000,174534000.000,171838000.000,703581000.000,703946000.000,572323000.000,567225000.000,454933000.000,418371000.000,375531000.000
LiabilitiesCurrent,15479000.000,8355000.000,9226000.000,9857000.000,7475000.000,6346000.000,5540000.000,13003000.000,8409000.000,9099000.000,6314000.000,3751000.000,5370000.000,178435000.000
LiabilitiesNoncurrent,,8500000.000,4366000.000,5587000.000,6371000.000,11524000.000,11868000.000,183182000.000,143988000.000,238456000.000,244464000.000,247882000.000,231519000.000,946000.000
LongTermDebt,130875000.000,8500000.000,4000000.000,,,,11000000.000,182771000.000,142951000.000,225735000.000,,231550000.000,,
LongTermDebtCurrent,6250000.000,0.000,0.000,,,,,0.000,0.000,0.000,,,,171943000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,124625000.000,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,6250000.000,,,,,,,,,,,,,
LongTermDebtNoncurrent,124625000.000,8500000.000,4000000.000,5000000.000,6000000.000,11000000.000,11000000.000,182771000.000,142951000.000,225735000.000,231735000.000,228665000.000,212231000.000,
MembersCapital,30713000.000,0.000,,,,,,,,,,,,
MembersEquity,30713000.000,161555000.000,160550000.000,162069000.000,162249000.000,156664000.000,154430000.000,507396000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,2895000.000,2701000.000,2552000.000,2403000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,626000.000,446000.000,298000.000,149000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,274000.000,270000.000,274000.000,274000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,274000.000,273000.000,274000.000,274000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,290000.000,287000.000,290000.000,290000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,399000.000,399000.000,399000.000,399000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,1032000.000,1026000.000,1017000.000,1017000.000
OtherAssetsCurrent,3455000.000,453000.000,285000.000,285000.000,285000.000,285000.000,285000.000,461000.000,628000.000,590000.000,339000.000,418000.000,330000.000,247000.000
OtherAssetsNoncurrent,1107000.000,808000.000,900000.000,828000.000,757000.000,686000.000,615000.000,3529000.000,3437000.000,3359000.000,3602000.000,321000.000,302000.000,282000.000
OtherLiabilitiesNoncurrent,,,,,,,,411000.000,,11625000.000,11625000.000,18520000.000,18520000.000,
PartnersCapital,,,160550000.000,162069000.000,162249000.000,156664000.000,154430000.000,,,,316447000.000,203300000.000,181482000.000,196150000.000
PreferredUnitsIssued,,,,,,,,100.000,100.000,100.000,100.000,100.000,100.000,100.000
PreferredUnitsOutstanding,,,,,,,,100.000,100.000,100.000,100.000,100.000,90.000,90.000
PreferredUnitsPreferredPartnersCapitalAccounts,,,,,,,,70000000.000,70000000.000,70000000.000,69211000.000,69211000.000,69211000.000,69211000.000
PrepaidExpenseCurrent,142000.000,375000.000,330000.000,213000.000,121000.000,481000.000,456000.000,,,,,,,
PropertyPlantAndEquipmentGross,202774000.000,195468000.000,197435000.000,202939000.000,203828000.000,205536000.000,205845000.000,,415885000.000,509124000.000,509805000.000,432068000.000,432494000.000,391393000.000
PropertyPlantAndEquipmentNet,170591000.000,162685000.000,162548000.000,165907000.000,164626000.000,164096000.000,162158000.000,407323000.000,404020000.000,488765000.000,485155000.000,403053000.000,399882000.000,358233000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,,,,367491.000,469346.000,407679.000,177069.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,,,,,13.060,11.040,9.520,13.060
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,30713000.000,161555000.000,160550000.000,162069000.000,162249000.000,156664000.000,154430000.000,507396000.000,551549000.000,324768000.000,316447000.000,203300000.000,181482000.000,196150000.000
UnrecognizedTaxBenefits,,,,,,,0.000,,,,,,,
