,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,-11000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,595000.000,,,,,,
AmortizationOfFinancingCosts,,,,,659000.000,,924000.000,1073000.000,1093000.000
AmortizationOfFinancingCostsAndDiscounts,,,1073000.000,,,,1397000.000,,
BusinessExitCosts,,,,2723000.000,1668000.000,,46000.000,1409000.000,1091000.000
CapitalLeaseObligationsIncurred,,,158000.000,,,,1143000.000,,
CashAcquiredFromAcquisition,,,,,,,4951000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6746000.000,,,,-3928000.000,,
ComprehensiveIncomeNetOfTax,,,4138000.000,-18548000.000,2286000.000,4964000.000,-1987000.000,-16090000.000,6761000.000
CostOfRevenue,124148000.000,122909000.000,124116000.000,118662000.000,121997000.000,137275000.000,143128000.000,149077000.000,150626000.000
CurrentForeignTaxExpenseBenefit,,,,,,,-1008000.000,,
CurrentIncomeTaxExpenseBenefit,,,,1119000.000,797000.000,,,,
DeferredIncomeTaxExpenseBenefit,,,124000.000,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,347000.000,,
DepreciationAndAmortization,15160000.000,15848000.000,14607000.000,14066000.000,14554000.000,15841000.000,15029000.000,16443000.000,16953000.000
DerivativeGainLossOnDerivativeNet,,,,613000.000,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,,,,1700000.000,2633000.000
EarningsPerShareBasicAndDiluted,-0.200,-0.130,-0.010,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,1529000.000,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,-116000.000,,
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,218000.000,,1178000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,-165000.000,-2713000.000,254000.000,1486000.000,-1258000.000,-1859000.000,-1118000.000,1575000.000,-1541000.000
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,,,,1112000.000,,,,,
GainOnCashFlowHedgeIneffectiveness,,,,0.000,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,26258000.000,,
GrossProfit,81991000.000,85087000.000,91423000.000,79081000.000,88934000.000,98823000.000,99684000.000,100077000.000,105385000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,0.000,,,0.000,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,-5810000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,,7440000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13985000.000,-9375000.000,405000.000,-14783000.000,-1384000.000,8082000.000,1630000.000,-5484000.000,73000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,2849000.000,,
IncomeTaxExpenseBenefit,1893000.000,378000.000,1060000.000,,,,1378000.000,1046000.000,-2531000.000
