,2011-06-30
BusinessDevelopment,151480.000
CostOfRevenue,2032.000
ForeignCurrencyTransactionGainLossBeforeTax,112.000
GeneralAndAdministrativeExpense,189528.000
GrossProfit,-2032.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010
InterestExpense,913.000
NetIncomeLoss,-374362.000
NonoperatingIncomeExpense,-801.000
OperatingExpenses,371529.000
OperatingIncomeLoss,-373561.000
ProfessionalFees,22890.000
SellingAndMarketingExpense,7631.000
WeightedAverageNumberOfSharesOutstandingBasic,66385789.000
