,2013-04-30,2013-07-31,2014-03-31,2014-06-30
AmortizationOfFinancingCosts,,,4932.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-24000.000,
Depreciation,,,4327.000,
DepreciationDepletionAndAmortization,,,4327.000,4375.000
EarningsPerShareBasic,0.000,0.000,,
EarningsPerShareBasicAndDiluted,,,-0.050,-0.030
GeneralAndAdministrativeExpense,2250.000,18632.000,905257.000,583875.000
GeneralInsuranceExpense,,,27161.000,28700.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,232139.000,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,4488.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,9273.000,
IncreaseDecreaseInFilmCosts1,,,7491.000,
IncreaseDecreaseInInterestPayableNet,,,13265.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-10427.000,
InterestIncomeExpenseNet,,,-15842.000,-15356.000
InterestPaid,,,480.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,92700.000,
LeaseAndRentalExpense,,,38789.000,35824.000
LegalFees,,,13793.000,6967.000
NetCashProvidedByUsedInFinancingActivities,,,532461.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,532461.000,
NetCashProvidedByUsedInInvestingActivities,,,9554.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,9554.000,
NetCashProvidedByUsedInOperatingActivities,,,-566015.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-566015.000,
NetIncomeLoss,-2250.000,-18632.000,-921099.000,-579293.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,-19938.000
OperatingExpenses,2250.000,18632.000,,
OperatingIncomeLoss,-2250.000,-18632.000,-905257.000,-583875.000
OtherGeneralAndAdministrativeExpense,,,64991.000,70974.000
OtherLaborRelatedExpenses,,,192049.000,168460.000
OtherOperatingIncomeExpenseNet,,,-15842.000,-15356.000
PaymentsForFees,,,37500.000,
PaymentsForOtherDeposits,,,300.000,
PaymentsForProceedsFromInvestments,,,-62354.000,
PaymentsToAcquireInvestments,,,52500.000,
ProceedsFromConvertibleDebt,,,560000.000,
ProceedsFromNotesPayable,,,-60000.000,
ProfessionalFees,,,499502.000,215839.000
ProfitLoss,,,-921099.000,-599231.000
RepaymentsOfLongTermDebt,,,3969.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,17891766.000,17908979.000
WeightedAverageNumberOfSharesOutstandingBasic,4241798.000,5170000.000,,
