,2011-07-30,2011-10-29,2012-01-31,2012-05-05,2012-08-04,2012-11-03
AccountsPayableCurrent,122366000.000,125264000.000,143493000.000,116353000.000,100678000.000,84274000.000
AccountsReceivableNetCurrent,108978000.000,121760000.000,116144000.000,131224000.000,124534000.000,135860000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,82507000.000,86666000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,6359000.000,5177000.000,5236000.000,5500000.000,5316000.000,8350000.000
AllowanceForDoubtfulAccountsReceivable,,,,,2725000.000,2791000.000
Assets,664697000.000,713752000.000,768001000.000,802895000.000,809630000.000,782283000.000
AssetsCurrent,541477000.000,588875000.000,645585000.000,666018000.000,668966000.000,641233000.000
CashAndCashEquivalentsAtCarryingValue,9571000.000,10190000.000,4211000.000,10765000.000,5187000.000,4300000.000
CommonStockSharesIssued,56179272.000,56179272.000,56179272.000,56179272.000,56179272.000,56179272.000
CommonStockSharesOutstanding,56179272.000,56179272.000,56179272.000,56179272.000,56179272.000,56179272.000
CommonStockValue,75922000.000,76093000.000,76101000.000,76271000.000,76272000.000,76247000.000
DebtCurrent,,,,,9509000.000,6412000.000
DebtLongtermAndShorttermCombinedAmount,,,,,349345000.000,309622000.000
DeferredFinanceCostsNoncurrentGross,,,,,700000.000,1000000.000
DeferredFinanceCostsNoncurrentNet,,,,,4200000.000,4100000.000
DeferredRevenue,,,,,66065000.000,69475000.000
DueToRelatedPartiesNoncurrent,,,,12510000.000,,
EmployeeRelatedLiabilitiesCurrent,17565000.000,20998000.000,30723000.000,17584000.000,11337000.000,14113000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,13639000.000,14141000.000
FiniteLivedIntangibleAssetsGross,,,,,23252000.000,23252000.000
FiniteLivedIntangibleAssetsNet,,,,,10542000.000,10058000.000
Goodwill,,,,,3801000.000,3800000.000
IntangibleAssetsNetExcludingGoodwill,,,,,17933000.000,17514000.000
InventoryFinishedGoodsNetOfReserves,,,,,4321000.000,6752000.000
InventoryNet,362050000.000,396290000.000,438550000.000,465986000.000,457772000.000,450714000.000
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,,,,,153177000.000,152177000.000
InventoryValuationReserves,,,,,40100000.000,41600000.000
InventoryWorkInProcessNetOfReserves,,,,,126064000.000,128985000.000
Liabilities,485029000.000,509594000.000,547009000.000,579949000.000,576718000.000,534409000.000
LiabilitiesAndStockholdersEquity,664697000.000,713752000.000,768001000.000,802895000.000,809630000.000,782283000.000
LiabilitiesCurrent,334857000.000,359560000.000,310229000.000,287049000.000,236882000.000,231199000.000
LiabilitiesNoncurrent,,,,,339836000.000,303210000.000
LongTermDebtCurrent,32616000.000,56796000.000,,,,
LongTermDebtNoncurrent,150000000.000,150000000.000,236772000.000,280390000.000,339836000.000,303210000.000
NotesPayableToBankCurrent,7147000.000,8810000.000,6948000.000,11499000.000,9509000.000,6412000.000
OtherAssetsCurrent,7790000.000,7181000.000,5714000.000,5829000.000,6243000.000,4869000.000
OtherAssetsNoncurrent,,,,,26826000.000,25902000.000
OtherLiabilitiesCurrent,56155000.000,45607000.000,41752000.000,47811000.000,44486000.000,50328000.000
OtherLiabilitiesNoncurrent,172000.000,34000.000,8000.000,,,
PropertyPlantAndEquipmentNet,96847000.000,97813000.000,94624000.000,109512000.000,113838000.000,115148000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,5000000.000,5000000.000,5000000.000,5000000.000,,
RetainedEarningsAccumulatedDeficit,97387000.000,122888000.000,139655000.000,141175000.000,151324000.000,163277000.000
StandardProductWarrantyAccrual,,,,,12070000.000,11939000.000
StockholdersEquity,,204158000.000,220992000.000,222946000.000,232912000.000,247874000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,179668000.000,204158000.000,220992000.000,222946000.000,232912000.000,247874000.000
