,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetImpairmentCharges,,,,,,,,,0.000,,0.000,0.000,0.000,,,,,,,,,,
AssetRetirementObligationAccretionExpense,24500.000,24600.000,27500.000,27400.000,27600.000,27500.000,30800.000,30800.000,30700.000,30800.000,22900.000,22900.000,23000.000,22900.000,55000.000,55000.000,55000.000,51300.000,42400.000,42400.000,42500.000,42400.000,44500.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,,,,,,,,269600.000,,,,,,
AssetRetirementObligationPeriodIncreaseDecrease,,,,0.000,0.000,,,,,,,,,,,,,,,,,,
AssetRetirementObligationRevisionOfEstimate,,,0.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-972700.000,,,,123600.000,,,,-1257000.000,,,,100.000,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,-181200.000,,,,223900.000
ComprehensiveIncomeNetOfTax,,,-609700.000,59400.000,-892000.000,1521300.000,-766300.000,3154100.000,703900.000,869100.000,1875300.000,1905600.000,485900.000,-39972800.000,627300.000,-340400.000,-6539900.000,-29800.000,-187600.000,-244900.000,59000.000,-230300.000,673000.000
ContributionOfProperty,,,1387200.000,,,,,,,,,,,,,,,,,,,,
CostsAndExpenses,,,3795300.000,6361000.000,6955600.000,6676200.000,5267300.000,5112600.000,4275300.000,3717600.000,3257300.000,3465100.000,2725600.000,43144900.000,1762500.000,2013600.000,7999900.000,1578000.000,1460300.000,1266900.000,1415000.000,1812300.000,1347000.000
DepletionOfOilAndGasProperties,1334700.000,1375500.000,2207200.000,3974300.000,3813800.000,3922000.000,3194200.000,2969700.000,2454800.000,2032200.000,1731000.000,1717700.000,1482100.000,1582800.000,597100.000,647200.000,602100.000,515200.000,416300.000,409700.000,418000.000,654700.000,430300.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,75500.000,96800.000,276600.000,205600.000,122400.000,-134200.000,12900.000,1700.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,,,150200.000,-123800.000,16400.000,-78200.000,-900.000,1100.000,1400.000,2200.000,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,,2502800.000,,,,5519000.000,,,,,,,,,,,,,,,,
ExplorationAbandonmentAndImpairmentExpense,,,,,,,,,,,,,,,,,78900.000,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,75500.000,,,,,,,,
GainLossOnFairValueHedgeIneffectivenessNet,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000,,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,,,127100.000,,,,-78300.000,,,,
GeneralAndAdministrativeExpense,18500.000,34400.000,42300.000,32400.000,41200.000,35400.000,42100.000,36400.000,39800.000,35500.000,35100.000,27400.000,32500.000,36300.000,34200.000,35000.000,35000.000,33600.000,33600.000,33200.000,32800.000,32400.000,33000.000
GrossProfit,,,2645600.000,,,,4781200.000,,,,4092200.000,,,,1289700.000,,,,183200.000,,,,1180800.000
ImpairmentOfOilAndGasProperties,,,,0.000,0.000,,0.000,,,,,,,,,,,,,,,,
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,,,,,,,0.000,,,,,,
IncreaseDecreaseDueFromAffiliates,,,1119300.000,,,,-778000.000,,,,1548300.000,,,,-307300.000,,,,-500.000,,,,389300.000
IncreaseDecreaseInAccruedLiabilities,,,-166400.000,,,,5400.000,,,,3500.000,,,,-47300.000,,,,48400.000,,,,7400.000
IncreaseDecreaseInAssetRetirementObligations,,,,,,,,,,,,,,,,,,,,,,,-25600.000
NetCashProvidedByUsedInFinancingActivities,,,-2502800.000,,,,-5519000.000,,,,-4195800.000,,,,-1593600.000,,,,-563000.000,,,,-530600.000
