,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2014-03-31,2014-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,5104000.000,
AmortizationOfDebtDiscountPremium,,,418000.000,,,-136000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1169000.000,,,-1946000.000,
CustomerRefundableFeesPeriodIncreaseDecrease,,,,,,4845000.000,
DeferredIncomeTaxExpenseBenefit,,,2120000.000,,,7044000.000,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,,,,,,7800000.000,
DepreciationAndAmortization,8362000.000,8215000.000,8591000.000,8634000.000,,9429000.000,9579000.000
DividendsCommonStockCash,,,-6064000.000,,,-9435000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.394,0.392,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,
GainLossOnSaleOfOtherAssets,,-6098000.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,936000.000
GasGatheringTransportationMarketingAndProcessingRevenue,45210000.000,46161000.000,47020000.000,44933000.000,,54743000.000,51579000.000
GeneralAndAdministrativeExpense,9720000.000,8919000.000,9617000.000,9651000.000,,10260000.000,9687000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,9420000.000,16924000.000,12609000.000,8345000.000,,18575000.000,12349000.000
IncomeTaxExpenseBenefit,3726000.000,6635000.000,4961000.000,3250000.000,,7285000.000,4806000.000
IncomeTaxesPaidNet,,,65000.000,,,-2285000.000,
IncreaseDecreaseInAccountsAndOtherReceivables,,,2294000.000,,,12601000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4490000.000,,,-10159000.000,
IncreaseDecreaseInInventories,,,-932000.000,,,-797000.000,
IncreaseDecreaseInOtherCurrentAssets,,,682000.000,,,1462000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,,,-2142000.000,,,1587000.000,
InterestExpense,8078000.000,8122000.000,8085000.000,8108000.000,,8076000.000,8832000.000
InterestPaidNet,,,8508000.000,,,9030000.000,
InvestmentIncomeInterest,-23000.000,-22000.000,-16000.000,11000.000,,8000.000,9000.000
NaturalGasStorageRevenue,6317000.000,8057000.000,7367000.000,7355000.000,,6922000.000,7510000.000
NetCashProvidedByUsedInFinancingActivities,,,-6200000.000,,,-24584000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-6200000.000,,,-24584000.000,
NetCashProvidedByUsedInInvestingActivities,,,-9158000.000,,,-14528000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-9158000.000,,,-14528000.000,
NetCashProvidedByUsedInOperatingActivities,,,14189000.000,,,37166000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,14189000.000,,,37166000.000,
NonoperatingIncomeExpense,7843000.000,1890000.000,7717000.000,-7962000.000,,-7957000.000,-7697000.000
OperatingCostsAndExpenses,34488000.000,35540000.000,34212000.000,36203000.000,,,
OperatingExpenses,,,,,,35349000.000,39298000.000
OperatingIncomeLoss,17263000.000,18814000.000,20326000.000,16307000.000,,26532000.000,20046000.000
OtherNonoperatingIncomeExpense,-212000.000,-112000.000,-352000.000,135000.000,,111000.000,190000.000
PaymentsForProceedsFromRemovalCosts,,,34000.000,,,697000.000,
PaymentsOfDebtIssuanceCosts,,,-11000.000,,,9000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,-9192000.000,,,13831000.000,
ProceedsFromLinesOfCredit,,,,,,10000000.000,
ProfitLoss,5694000.000,10289000.000,7648000.000,5095000.000,,11290000.000,7543000.000
PublicUtilitiesRequestedRateIncreaseDecreaseAmount,,,,,,28000000.000,
RegulatedOperatingRevenueOther,224000.000,136000.000,151000.000,222000.000,,216000.000,255000.000
RegulatedOperatingRevenuePipelines,51751000.000,54354000.000,54538000.000,52510000.000,,61881000.000,59344000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,0.000,
RepaymentsOfLinesOfCredit,,,,,,25000000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,,-125000.000,,,140000.000,
TaxesExcludingIncomeAndExciseTaxes,3918000.000,4448000.000,4472000.000,4166000.000,,4957000.000,4797000.000
UtilitiesOperatingExpenseMaintenanceAndOperations,12488000.000,13958000.000,11532000.000,13752000.000,,10703000.000,15235000.000
