,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,262716000.000,270482000.000,264762000.000,236134000.000,266124000.000,279724000.000,281089000.000,246092000.000,327634000.000,312410000.000,290188000.000,257908000.000,317334000.000,301808000.000,342002000.000,308398000.000,427448000.000,426041000.000,399927000.000,359999000.000,410225000.000,431063000.000,417428000.000,403921000.000,481243000.000,420260000.000
AccountsReceivableGross,,,,,440146000.000,,,,432500000.000,,,,500080000.000,,,,515135000.000,,,,433017000.000,,,,300800000.000,
AccountsReceivableNetCurrent,369491000.000,386613000.000,364590000.000,345627000.000,440608000.000,364051000.000,397262000.000,322144000.000,433926000.000,411152000.000,434860000.000,466393000.000,517707000.000,667202000.000,518958000.000,452327000.000,521846000.000,547806000.000,540902000.000,484796000.000,444208000.000,388119000.000,329678000.000,307853000.000,311792000.000,343962000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,,,,,14133000.000,,,,9959000.000,,,,8638000.000,,,,7613000.000,,,,5495000.000,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,2516000.000,,,,2469000.000,,,,3873000.000,
AccruedIncomeTaxesNoncurrent,,,,,1531000.000,,,,2060000.000,,,,3196000.000,,,,3690000.000,,,,4798000.000,,,,527000.000,
AccruedInsuranceCurrent,,,,,13534000.000,,,,12738000.000,,,,11105000.000,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,320354000.000,295701000.000,284002000.000,320722000.000,311620000.000,258087000.000,231813000.000,236124000.000,272238000.000,248115000.000,264546000.000,250338000.000,273290000.000,237814000.000,285217000.000,359871000.000,427740000.000,376845000.000,404273000.000,411444000.000,683208000.000,606368000.000,550961000.000,561817000.000,674379000.000,600478000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,401964000.000,,,,480940000.000,,,,542832000.000,,,,644380000.000,,,,743512000.000,,,,812847000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,132000.000,,,,131000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-14783000.000,,,,-64616000.000,,,,,,,,,,,,,,,,,
