,2011-12-31,2012-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,60247000.000,22228000.000
AmortizationOfFinancingCosts,,-552000.000
AmortizationOfIntangibleAssets,,440000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,171795000.000,-79271000.000
CommonStockDividendsPerShareDeclared,1.130,1.180
ComprehensiveIncomeNetOfTax,97921000.000,71032000.000
CostOfServicesDepreciation,,1086000.000
DepreciationNonproduction,54000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,1774000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,6752000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,726000.000
DividendsCommonStock,73127000.000,90421000.000
EarningsPerShareBasicAndDiluted,1.730,0.930
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,,2000000.000
FeesAndCommissions,728000.000,348000.000
GainLossOnSaleOfInvestments,18481000.000,
GainsLossesOnSalesOfAssets,18481000.000,
GeneralAndAdministrativeExpense,3211000.000,6660000.000
ImpairmentOfRealEstate,,2560000.000
IncomeLossFromContinuingOperations,,65066000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,65105000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,108396000.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.850
IncomeLossFromDiscontinuedOperationsNetOfTax,,5966000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.080
IncomeTaxExpenseBenefit,,39000.000
IncomeTaxesPaidNet,,1000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1411000.000,2146000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-165000.000,2349000.000
IncreaseDecreaseInInterestPayableNet,-284000.000,-6000.000
IncreaseDecreaseInLeasingReceivables,-32000.000,236000.000
IncreaseDecreaseInOtherOperatingAssets,-240000.000,1959000.000
InterestExpense,2370000.000,1138000.000
InterestExpenseDebt,,738000.000
InterestIncomeExpenseNet,103299000.000,86893000.000
InterestIncomeMoneyMarketDeposits,,18000.000
InterestIncomeOperating,105669000.000,88561000.000
InterestPaidNet,2005000.000,1048000.000
LossOnSaleOfInvestments,,525000.000
NetCashProvidedByUsedInFinancingActivities,442551000.000,-93162000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,442551000.000,-93162000.000
NetCashProvidedByUsedInInvestingActivities,-304954000.000,-37516000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-304954000.000,-37516000.000
NetCashProvidedByUsedInOperatingActivities,34198000.000,51407000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,34198000.000,51407000.000
NetIncomeLoss,108396000.000,71032000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,71032000.000
NonoperatingIncomeExpense,-14350000.000,
OperatingExpenses,,24764000.000
OperatingLeasesIncomeStatementLeaseRevenue,238000.000,3153000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-10475000.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,10475000.000,
OtherOperatingIncome,19447000.000,2976000.000
PaymentsOfDividendsCommonStock,50295000.000,92716000.000
PaymentsOfStockIssuanceCosts,,2000000.000
ProvisionForLoanAndLeaseLosses,127000.000,
ProvisionForLoanLossesExpensed,127000.000,2803000.000
RealEstateAccumulatedDepreciationDepreciationExpense,,1086000.000
RealEstateOtherAcquisitions,,5050000.000
RealEstateOtherDeductions,,3505000.000
RepaymentsOfSecuredDebt,172837000.000,
RestrictedStockExpense,,105000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,105000.000
TransferOfInvestments,199900000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,76626430.000
