,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfIntangibleAssets,1392000.000,1391000.000,2401000.000,2401000.000,2401000.000,2401000.000,243000.000,242000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,5000.000,21000.000,,26000.000,1000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,10000.000,8000.000,,5000.000,1000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2000.000,,,,2130000.000,
ComprehensiveIncomeNetOfTax,-1082000.000,-1577000.000,-1931000.000,-1757000.000,-1445000.000,-908000.000,479000.000,77000.000
Depreciation,,,31000.000,,,,37000.000,
EarningsPerShareBasic,-0.050,-0.080,-0.090,-0.090,-0.070,-0.050,0.020,0.000
EarningsPerShareBasicAndDiluted,,,,-0.090,-0.070,,0.020,0.000
EarningsPerShareDiluted,-0.050,-0.080,-0.090,-0.090,-0.070,,0.020,0.000
EquityMethodInvestmentDividendsOrDistributions,,,92000.000,,,,0.000,
GainLossOnInvestments,5000.000,-17000.000,-1000.000,-5000.000,13000.000,-4000.000,21000.000,0.000
GeneralAndAdministrativeExpense,5230000.000,5491000.000,5151000.000,5008000.000,5051000.000,5754000.000,5300000.000,5675000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1073000.000,-1566000.000,-1932000.000,-1772000.000,-1460000.000,-929000.000,491000.000,90000.000
IncomeLossFromEquityMethodInvestments,61000.000,-78000.000,220000.000,55000.000,177000.000,91000.000,97000.000,14000.000
IncomeTaxExpenseBenefit,,,,,,,0.000,0.000
IncreaseDecreaseInAccountsPayable,,,123000.000,,,,-59000.000,
IncreaseDecreaseInAccountsReceivable,,,-141000.000,,,,-1033000.000,
IncreaseDecreaseInOtherCurrentAssets,,,-316000.000,,,,-176000.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,-204000.000,,,,-264000.000,
InvestmentIncomeInterest,23000.000,21000.000,17000.000,20000.000,23000.000,34000.000,1000.000,9000.000
NetCashProvidedByUsedInFinancingActivities,,,,,,,-744000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,-744000.000,
NetCashProvidedByUsedInInvestingActivities,,,-747000.000,,,,1335000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-747000.000,,,,1335000.000,
NetCashProvidedByUsedInOperatingActivities,,,749000.000,,,,1539000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,749000.000,,,,1539000.000,
NetIncomeLoss,-1073000.000,-1566000.000,-1932000.000,-1772000.000,-1460000.000,-929000.000,491000.000,90000.000
OperatingExpenses,6622000.000,6882000.000,7552000.000,7409000.000,7452000.000,8155000.000,5543000.000,5917000.000
OperatingIncomeLoss,-1162000.000,-1492000.000,-2168000.000,-1842000.000,-1673000.000,-1050000.000,372000.000,67000.000
OtherComprehensiveIncomeLossNetOfTax,,,,15000.000,15000.000,,-12000.000,-13000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-9000.000,-11000.000,1000.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,,3000.000,-3000.000,,-22000.000,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,-1000.000
OtherComprehensiveIncomeLossTax,,,,,,,0.000,0.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,-5000.000,,-3000.000,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-14000.000,-11000.000,-2000.000,12000.000,18000.000,21000.000,10000.000,-14000.000
PaymentsForRepurchaseOfCommonStock,,,,,,,744000.000,
PaymentsToAcquireInvestments,,,1374000.000,,,,1100000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,34000.000,,,,20000.000,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,661000.000,,,,2455000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,1654000.000,1372000.000,,2455000.000,848000.000
RealizedInvestmentGainsLosses,,,-1000.000,,,,,
Revenues,5460000.000,5390000.000,5384000.000,5567000.000,5779000.000,7105000.000,5915000.000,5984000.000
SalesRevenueNet,5460000.000,5390000.000,5385000.000,5567000.000,5779000.000,7105000.000,5915000.000,5984000.000
StockRepurchasedDuringPeriodValue,,,,,,,744000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,20634232.000,20634232.000,20634232.000,20634232.000,20634232.000,,20114578.000,19744824.000
WeightedAverageNumberOfSharesOutstandingBasic,20634232.000,20634232.000,20634232.000,20634232.000,20634232.000,-41268464.000,20114578.000,19744824.000
