,2012-01-31,2012-05-01,2012-07-31,2012-10-30,2013-01-29,2013-04-30,2013-07-30,2013-10-29,2014-01-28,2014-04-29,2014-07-29,2014-10-28,2015-02-03,2015-05-05,2015-08-04,2015-11-03,2016-02-02,2016-05-03,2016-08-02
AccountsPayableCurrent,42396000.000,43509000.000,52055000.000,76952000.000,64642000.000,74708000.000,68494000.000,69529000.000,72165000.000,85534000.000,100338000.000,140599000.000,149612000.000,162113000.000,154856000.000,171695000.000,164686000.000,246449000.000,274325000.000
AccruedAdvertisingCurrent,,,,,6759000.000,,,,4864000.000,,,,17518000.000,,,,22452000.000,33775000.000,46661000.000
AccruedIncomeTaxesCurrent,,,,,293000.000,,,,,,,,750000.000,,,,,5165000.000,
AccruedInsuranceCurrent,,,,,701000.000,,,,1004000.000,,,,6454000.000,,,,8837000.000,18864000.000,36520000.000
AccruedLiabilitiesCurrent,31780000.000,31898000.000,47386000.000,41447000.000,41106000.000,35685000.000,41925000.000,48636000.000,42435000.000,46399000.000,71004000.000,90574000.000,98250000.000,95267000.000,108496000.000,99239000.000,83869000.000,141685000.000,179592000.000
AccruedRentCurrent,,,,,,,,,,,,,3530000.000,,,,3526000.000,4725000.000,4393000.000
AccruedUtilitiesCurrent,,,,,,,,,,,,,2015000.000,,,,2391000.000,3463000.000,4846000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,95340000.000,,,,122379000.000,,,,160162000.000,,,,201074000.000,220724000.000,237214000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,71000.000,
AdditionalPaidInCapital,361717000.000,362226000.000,362719000.000,363370000.000,365083000.000,366948000.000,368437000.000,369381000.000,373153000.000,378704000.000,381977000.000,429218000.000,435882000.000,440440000.000,442903000.000,445306000.000,447357000.000,512937000.000,516004000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,300000.000,,,,1100000.000,,,,1500000.000,,,,900000.000,,
Assets,613481000.000,627780000.000,670123000.000,704668000.000,724679000.000,733371000.000,750395000.000,771582000.000,784631000.000,898066000.000,964836000.000,1556081000.000,1609024000.000,1641145000.000,1641500000.000,1658719000.000,1665908000.000,2516706000.000,2539462000.000
AssetsCurrent,132142000.000,137714000.000,118829000.000,123295000.000,126595000.000,127866000.000,133026000.000,149839000.000,146274000.000,166099000.000,190914000.000,257029000.000,280087000.000,301708000.000,282175000.000,286934000.000,283067000.000,400448000.000,472103000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,51613000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,1600000.000,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,56765000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,,,,6001000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,3014000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,2693000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,,,17418000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,,,,8172000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxAssetsNoncurrent,,,,4682000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,58066000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,6432000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,,,163000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,1053000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,1487000.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,3927000.000,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,1637000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,501000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,1496000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,946000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,5683000.000,,,,,,,,,
