,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-07-31,2013-10-31,2014-03-10,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-07-31,2015-10-31,2016-01-31,2016-07-31,2016-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,234417.000,239891.000,241055.000,247730.000,132325.000,137325.000,155949.000,157216.000,,156049.000,156049.000,157449.000,160332.000,161119.000,6600.000,8917.000,9404.000,9679.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,133277.000,,,
AdditionalPaidInCapital,853652.000,853652.000,853652.000,853652.000,853652.000,853652.000,853652.000,853652.000,,853652.000,853652.000,853652.000,853652.000,853652.000,518084.000,518084.000,518084.000,518084.000
Assets,141607.000,143287.000,143287.000,143287.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetsCurrent,,,110410.000,110410.000,,,,,,,,,,,,,,
Cash,108730.000,108730.000,108730.000,108730.000,,0.000,,,,,,,,,0.000,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,108730.000,108730.000,108730.000,108730.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,1050000.000,1050000.000,1050000.000,1050000.000,1050000.000,1050000.000,1050000.000,1050000.000,,1050000.000,1050000.000,1050000000.000,1050000000.000,1050000000.000,1050000000.000,1050000000.000,1050000000.000,1050000000.000
CommonStockSharesIssued,101350000.000,101350000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000,101305000.000
CommonStockValue,7637.000,7637.000,7637.000,7637.000,7637.000,7637.000,7637.000,7637.000,,7637.000,7637.000,7637.000,7637.000,7637.000,40637.000,40637.000,40637.000,40637.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,1626739.000,1630533.000,1631697.000,1638372.000,1680393.000,1685393.000,1704017.000,1705284.000,,1705384.000,1705384.000,1706784.000,1709667.000,,,,,
DueToAffiliateCurrent,429012.000,429012.000,429012.000,429012.000,429012.000,429012.000,429012.000,429012.000,,429012.000,429012.000,429012.000,429012.000,0.000,,,,
ImpactOfRestatementOnOpeningRetainedEarningsNetOfTax,302567.000,302567.000,302567.000,302567.000,302567.000,302567.000,302567.000,302567.000,,302567.000,302567.000,302567.000,302567.000,302567.000,,,,
LiabilitiesAndStockholdersEquity,141607.000,143287.000,143287.000,143287.000,0.000,0.000,0.000,1.000,,,,,0.000,,,,0.000,0.000
LiabilitiesCurrent,234417.000,239891.000,241055.000,247730.000,132325.000,137325.000,155949.000,157216.000,,156049.000,156049.000,157449.000,160332.000,161119.000,6600.000,8917.000,9404.000,9679.000
LiabilitiesNoncurrent,1209626.000,1215100.000,1216264.000,1222939.000,1121673.000,1126673.000,1145297.000,1146564.000,,1146663.000,1146663.000,1148063.000,1150946.000,736859.000,881659.000,884345.000,884832.000,885107.000
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,,442463.000,442463.000,,,
LoansPayable,,,,,,441196.000,441196.000,441196.000,,442463.000,442463.000,442463.000,561603.000,,,,,
LongTermDebt,105000.000,105000.000,105000.000,105000.000,119140.000,119140.000,119140.000,119140.000,,119140.000,119140.000,119140.000,119140.000,133277.000,133277.000,434222.000,434222.000,434222.000
LongTermLineOfCredit,,,,,,,,,,,,,,133277.000,,,,
OtherInvestments,,1680.000,1680.000,1680.000,,,,,,,,,,,,,,
OtherLoansPayableLongTerm,441196.000,441196.000,441196.000,441196.000,441196.000,441196.000,441196.000,441196.000,,442463.000,442463.000,442463.000,442463.000,442463.000,441206.000,441206.000,441206.000,441206.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,,7500000.000,7500000.000,75000000.000,75000000.000,7500000.000,7500000.000,7500000.000,7500000.000,7500000.000
PropertyPlantAndEquipmentNet,32877.000,32877.000,32877.000,32877.000,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,1295581.000,-1440380.000,-1443066.000,-1443553.000,-1443828.000
StockholdersEquity,-1068018.000,-1071812.000,-1072976.000,-1079651.000,-1121672.000,-1126672.000,-1145296.000,-1146563.000,,-1146663.000,-1146663.000,-1148063.000,-1150946.000,-736859.000,-881659.000,-884345.000,-884832.000,-885107.000
