,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
IncreaseDecreaseInOtherReceivables,,,,11429000.000,-11429000.000,,
InterestExpense,742000.000,21000.000,360000.000,310000.000,187000.000,281000.000,383000.000
InterestExpenseDebt,,,,,187000.000,,173000.000
InterestIncomeExpenseNet,12159000.000,43940000.000,22751000.000,17254000.000,26505000.000,20383000.000,20516000.000
InterestIncomeMoneyMarketDeposits,,,6000.000,6000.000,1000.000,5000.000,3000.000
InterestIncomeOperating,12901000.000,43961000.000,23226000.000,17678000.000,26841000.000,20816000.000,21056000.000
InterestPaidNet,1034000.000,40000.000,305000.000,393000.000,167000.000,183000.000,159000.000
LossOnSaleOfInvestments,,,,525000.000,,,
NetCashProvidedByUsedInFinancingActivities,504225000.000,-65705000.000,-24123000.000,-35585000.000,-22692000.000,-10762000.000,-24575000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,504225000.000,-65705000.000,-24123000.000,-35585000.000,-22692000.000,-10762000.000,-24575000.000
NetCashProvidedByUsedInInvestingActivities,-509071000.000,65820000.000,73150000.000,-33781000.000,-87073000.000,10188000.000,53814000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-509071000.000,65820000.000,73150000.000,-33781000.000,-87073000.000,10188000.000,53814000.000
NetCashProvidedByUsedInOperatingActivities,11397000.000,9988000.000,5649000.000,1004000.000,26212000.000,,11690000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,11397000.000,9988000.000,5649000.000,1004000.000,26212000.000,,11690000.000
NetIncomeLoss,22125000.000,39936000.000,16117000.000,14381000.000,22628000.000,17906000.000,13389000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,16117000.000,14381000.000,22628000.000,17906000.000,13389000.000
NonoperatingIncomeExpense,-3959000.000,-4221000.000,,,,,
OperatingExpenses,,,9382000.000,4982000.000,5149000.000,5251000.000,8083000.000
OperatingLeasesIncomeStatementLeaseRevenue,,,712000.000,811000.000,809000.000,821000.000,832000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-8368000.000,1649000.000,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,13925000.000,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,5557000.000,1649000.000,,,,,
OtherOperatingIncome,,,1227000.000,413000.000,935000.000,401000.000,836000.000
PaymentsForSecuritiesPurchasedUnderAgreementsToResell,,46550000.000,,,,,
PaymentsOfDividendsCommonStock,4168000.000,19155000.000,26817000.000,20687000.000,20692000.000,24520000.000,24522000.000
PaymentsOfStockIssuanceCosts,,,,,2000000.000,,
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,46550000.000,,,,,,
ProvisionForLoanAndLeaseLosses,,,2803000.000,,,,
ProvisionForLoanLossesExpensed,,,2803000.000,,,,
RepaymentsOfSecuredDebt,172469000.000,,-144000.000,,,,
RestrictedStockExpense,,,,105000.000,,,
TransferOfInvestments,,,15000000.000,30000000.000,,,
UnrealizedGainLossOnDerivatives,,,,-40000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,76620112.000,76624462.000,76630528.000,-153248672.000,76630528.000
