,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1094000.000,30238000.000,11066000.000,2626000.000,8037000.000,499000.000,582000.000
AmortizationOfFinancingCosts,,,,,-126000.000,,-120000.000
AmortizationOfIntangibleAssets,,,123000.000,106000.000,105000.000,106000.000,106000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6551000.000,10103000.000,54676000.000,-68362000.000,-83553000.000,17968000.000,40929000.000
CommonStockDividendsPerShareDeclared,,,0.270,0.270,0.320,0.320,0.250
ComprehensiveIncomeNetOfTax,13757000.000,41585000.000,16117000.000,14381000.000,22628000.000,17906000.000,13389000.000
CostOfServicesDepreciation,,,275000.000,270000.000,271000.000,270000.000,270000.000
DerivativeGainLossOnDerivativeNet,,,,,,,4000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,1774000.000,,,886000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,2903000.000,,-499000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,295000.000,1564000.000,425000.000,-1558000.000,255000.000
DividendsCommonStock,,,20688000.000,20700000.000,24500000.000,24533000.000,19159000.000
EarningsPerShareBasicAndDiluted,0.290,0.520,0.210,0.190,0.300,0.230,0.170
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,,,,,2000000.000,,
FeesAndCommissions,,217000.000,515000.000,127000.000,126000.000,-420000.000,4000.000
GainLossOnSaleOfInvestments,13925000.000,,,,,,
GainsLossesOnSalesOfAssets,-13925000.000,,,1774000.000,,,886000.000
GeneralAndAdministrativeExpense,614000.000,848000.000,2710000.000,1180000.000,1327000.000,1443000.000,4370000.000
ImpairmentOfRealEstate,,,,,2560000.000,,266000.000
IncomeLossFromContinuingOperations,,,14595000.000,12653000.000,22285000.000,15533000.000,13268000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,39936000.000,14596000.000,12685000.000,22291000.000,15533000.000,13269000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,22125000.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.190,0.170,0.290,0.200,0.170
IncomeLossFromDiscontinuedOperationsNetOfTax,,,1522000.000,-46000.000,343000.000,4147000.000,121000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,0.020,,0.010,,0.000
IncomeTaxExpenseBenefit,,,1000.000,32000.000,6000.000,0.000,1000.000
IncomeTaxesPaidNet,1000.000,,1000.000,1596000.000,128000.000,-1724000.000,1980000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2191000.000,1215000.000,448000.000,1184000.000,1181000.000,-667000.000,-1094000.000
IncreaseDecreaseInAccruedInterestReceivableNet,190000.000,361000.000,901000.000,631000.000,976000.000,-159000.000,-11000.000
IncreaseDecreaseInInterestPayableNet,-293000.000,-19000.000,42000.000,-48000.000,,,
IncreaseDecreaseInLeasingReceivables,,,55000.000,66000.000,67000.000,48000.000,57000.000
IncreaseDecreaseInOtherOperatingAssets,-4300000.000,574000.000,2119000.000,-1012000.000,2748000.000,-1896000.000,-513000.000
