,2011-09-30
AmortizationOfFinancingCostsAndDiscounts,1010840.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-514792.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,38356.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-1005.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-984689.000
Depreciation,-136.000
EarningsPerShareBasic,-0.130
EarningsPerShareDiluted,-0.130
EffectOfExchangeRateOnCashAndCashEquivalents,-795762.000
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-517849.000
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,-277910.000
GainLossOnDispositionOfIntangibleAssets,424625.000
GainLossOnDispositionOfProperty,-242048.000
IncomeLossFromContinuingOperations,-3226353.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3226353.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.150
IncomeLossFromContinuingOperationsPerDilutedShare,-0.150
IncomeLossFromDiscontinuedOperationsNetOfTax,354526.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.020
IncomeTaxesPaid,113709.000
IncreaseDecreaseInDeferredIncomeTaxes,-141.000
IncreaseDecreaseInInventories,329.000
IncreaseDecreaseInOperatingLiabilities,-2619017.000
IncreaseDecreaseInOtherOperatingAssets,-15682141.000
IncreaseDecreaseInReceivables,12396.000
IncreaseDecreaseInRestrictedCash,-13924.000
InterestExpense,1800463.000
InterestPaid,301881.000
InvestmentIncomeInterest,539.000
NetCashProvidedByUsedInContinuingOperations,432546.000
NetCashProvidedByUsedInDiscontinuedOperations,-947338.000
NetCashProvidedByUsedInFinancingActivities,-10231633.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-10269989.000
NetCashProvidedByUsedInInvestingActivities,48607.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,49611.000
NetCashProvidedByUsedInOperatingActivities,9668235.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,10652294.000
NetIncomeLoss,-2565043.000
NetIncomeLossAttributableToNoncontrollingInterest,-306784.000
OperatingIncomeLoss,-1138452.000
OtherNonoperatingExpense,288157.000
OtherNonoperatingIncome,180.000
PaymentsToAcquireEquityMethodInvestments,-35687.000
ProceedsFromRepaymentsOfRelatedPartyDebt,-10302660.000
ProceedsFromRepaymentsOfShortTermDebt,658.000
ProfitLoss,-2871827.000
ProvisionForDoubtfulAccounts,610.000
SellingGeneralAndAdministrativeExpense,1138452.000
WeightedAverageNumberOfDilutedSharesOutstanding,20039825.000
WeightedAverageNumberOfSharesOutstandingBasic,20039825.000
