,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1860000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4569000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,-1464000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,106997000.000,,,,115000000.000,,,,88000000.000,,,,111000000.000,,,,79000000.000,,,,68000000.000,,,,,
AffiliateCosts,,4170000.000,4000000.000,,3000000.000,2000000.000,8000000.000,,1000000.000,1000000.000,1000000.000,,,1000000.000,1000000.000,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000,6000000.000
AmortizationOfDebtDiscountPremium,-1301000.000,,,,-1000000.000,,,,0.000,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,1435000.000,,,,1000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,1000000.000,,,,2000000.000,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,,0.000,1000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,187086000.000,,,,35000000.000,,,,-35000000.000,,,,190000000.000,,,,-24000000.000,,,,10000000.000,,,,360000000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,9898000.000,,,,,,,,,,,,-2000000.000,,,,0.000,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,220248000.000,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-10218000.000,,,,,,,,,,,,1000000.000,,,,0.000,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.075,0.075,0.075,,0.150,0.150,0.150,0.150,0.165,0.165,0.165,0.165,0.180,0.180,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250
ComprehensiveIncomeNetOfTax,,19100000.000,23000000.000,,-9000000.000,-12000000.000,27000000.000,114000000.000,-32000000.000,-37000000.000,30000000.000,23000000.000,-16000000.000,2000000.000,-6000000.000,-2000000.000,-57000000.000,11000000.000,29000000.000,73000000.000,-35000000.000,-45000000.000,49000000.000,-1000000.000,-49000000.000,-25000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,1512000.000,1000000.000,,-10000000.000,13000000.000,1000000.000,-2000000.000,-1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,142605000.000,,,,,,28000000.000,,-33000000.000,-37000000.000,30000000.000,23000000.000,-16000000.000,2000000.000,-6000000.000,-1000000.000,,,,,,,,,,
CostOfReimbursableExpense,,19600000.000,19000000.000,,22000000.000,17000000.000,15000000.000,24000000.000,17000000.000,18000000.000,17000000.000,21000000.000,15000000.000,15000000.000,12000000.000,17000000.000,11000000.000,10000000.000,13000000.000,16000000.000,10000000.000,9000000.000,9000000.000,13000000.000,10000000.000,13000000.000
CostOfServicesDepreciationAndAmortization,47365000.000,47215000.000,48000000.000,50420000.000,50000000.000,49000000.000,46000000.000,50000000.000,53000000.000,52000000.000,52000000.000,53000000.000,53000000.000,53000000.000,52000000.000,53000000.000,48000000.000,50000000.000,50000000.000,50000000.000,52000000.000,51000000.000,52000000.000,52000000.000,52000000.000,52000000.000
CostOfServicesEnergyServices,271248000.000,247740000.000,221000000.000,222012000.000,267000000.000,243000000.000,225000000.000,228000000.000,281000000.000,252000000.000,232000000.000,228000000.000,282000000.000,268000000.000,248000000.000,257000000.000,289000000.000,300000000.000,260000000.000,280000000.000,315000000.000,314000000.000,272000000.000,276000000.000,332000000.000,319000000.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,,,,,,,,,,,,,,0.045,,,,,,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,,,,,,,,,,,,,,0.035,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-9452000.000,,,,-7000000.000,,,,-12000000.000,,,,-8000000.000,,,,10000000.000,,,,-14000000.000,,,,-14000000.000,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,6000000.000,,,,0.000,,,,,,,,,,,,,
DefinedContributionPlanCostRecognized,,3600000.000,4000000.000,,4000000.000,4000000.000,4000000.000,3000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,,6000000.000,4000000.000,,4000000.000,4000000.000,5000000.000,4000000.000,5000000.000,4000000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-3600000.000,-11000000.000,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,1899000.000,-8000000.000,,-1000000.000,-2000000.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,2193000.000,913000.000,0.000,-106000.000,0.000,1000000.000,0.000,0.000,,,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,20894000.000,23000000.000,,-1000000.000,-2000000.000,0.000,0.000,,,,,1000000.000,0.000,0.000,0.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,22715000.000,15000000.000,,,0.000,0.000,,,,,,1000000.000,0.000,0.000,0.000,,,,,,,,,,
DividendsCommonStock,,,,,,,,,,,,,,,,,,,,,,,,,33000000.000,33000000.000
DividendsCommonStockCash,10959000.000,,,,21000000.000,20000000.000,20000000.000,,22000000.000,22000000.000,21000000.000,,24000000.000,24000000.000,33000000.000,,33000000.000,34000000.000,34000000.000,,,,33000000.000,,,
EarningsPerShareBasic,0.910,0.130,0.300,0.210,-0.090,0.140,0.200,0.620,-0.190,-0.300,0.220,0.220,-0.070,0.000,0.050,0.010,-0.280,-0.050,0.260,0.590,-0.290,-0.230,0.420,0.070,-0.410,-0.280
EarningsPerShareDiluted,0.910,0.130,0.300,0.200,-0.090,0.140,0.190,0.620,-0.190,-0.300,0.220,0.220,-0.070,0.000,0.050,0.010,-0.280,-0.050,0.250,0.590,-0.290,-0.230,0.420,0.070,-0.410,-0.280
EffectOfExchangeRateOnCashAndCashEquivalents,1506000.000,,,,,,,,0.000,,,,-1000000.000,,,,-3000000.000,,,,2000000.000,,,,1000000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.380,0.603,,,0.404,,,,-0.580,,,,-0.330,,,,0.200,,,,0.170,
ElectricUtilityRevenue,94332000.000,97803000.000,109000000.000,98865000.000,91000000.000,91000000.000,115000000.000,97000000.000,102000000.000,103000000.000,117000000.000,109000000.000,120000000.000,110000000.000,120000000.000,110000000.000,112000000.000,99000000.000,108000000.000,102000000.000,101000000.000,86000000.000,92000000.000,91000000.000,86000000.000,75000000.000
EquityMethodInvestmentDividendsOrDistributions,4410000.000,,,,,,,,,,,,0.000,,,,1000000.000,,,,0.000,,,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,2000000.000,2000000.000,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,2114000.000,1000000.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,
GainLossOnContractTermination,,,,,,,,,,-8000000.000,,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,,,,43000000.000,,-4000000.000,-2000000.000
GainsLossesOnExtinguishmentOfDebt,-356000.000,,,,-2000000.000,0.000,0.000,-1000000.000,-1000000.000,0.000,0.000,0.000,-2000000.000,0.000,0.000,0.000,0.000,-2000000.000,0.000,0.000,,0.000,0.000,,,-13000000.000
IncomeLossFromContinuingOperations,-13641000.000,16942000.000,49000000.000,26699000.000,-12000000.000,20000000.000,26000000.000,82000000.000,,-38000000.000,28000000.000,,-9000000.000,1000000.000,6000000.000,0.000,,,,,,,,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,92000.000,809000.000,2000000.000,2099000.000,1000000.000,-1000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-23658000.000,26465000.000,52000000.000,52193000.000,-20000000.000,25000000.000,50000000.000,79000000.000,-42000000.000,-32000000.000,43000000.000,109000000.000,-24000000.000,9000000.000,-12000000.000,31000000.000,-30000000.000,-49000000.000,40000000.000,11000000.000,-50000000.000,-27000000.000,67000000.000,24000000.000,-63000000.000,-30000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-13549000.000,17751000.000,51000000.000,28798000.000,-11000000.000,19000000.000,27000000.000,83000000.000,,-38000000.000,28000000.000,,-9000000.000,1000000.000,6000000.000,1000000.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.090,0.120,0.350,0.180,-0.090,0.150,0.200,0.620,,-0.300,0.220,,-0.070,0.000,0.050,0.010,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.090,0.120,0.350,0.180,-0.090,0.150,0.190,0.620,,-0.300,0.220,,-0.070,0.000,0.050,0.010,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,148942000.000,1924000.000,-7000000.000,-866000.000,,-2000000.000,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,1808000.000,726000.000,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,147134000.000,1198000.000,-7000000.000,-1332000.000,,-2000000.000,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,1.000,0.010,-0.050,0.030,,-0.010,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,1.000,0.010,-0.050,0.020,,-0.010,0.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,123000.000,1850000.000,1000000.000,2027000.000,1000000.000,5000000.000,4000000.000,0.000,-1000000.000,1000000.000,4000000.000,2000000.000,1000000.000,2000000.000,2000000.000,5000000.000,3000000.000,3000000.000,5000000.000,2000000.000,3000000.000,1000000.000,-1000000.000,1000000.000,0.000,1000000.000
IncomeTaxExpenseBenefit,-9986000.000,10564000.000,2000000.000,25422000.000,-8000000.000,11000000.000,27000000.000,-4000000.000,-17000000.000,7000000.000,19000000.000,31000000.000,-14000000.000,10000000.000,-16000000.000,35000000.000,10000000.000,-40000000.000,11000000.000,-65000000.000,-10000000.000,3000000.000,12000000.000,17000000.000,-11000000.000,8000000.000
IncreaseDecreaseInOperatingCapital,-71186000.000,,,,-63000000.000,,,,-33000000.000,,,,-43000000.000,,,,-16000000.000,,,,-15000000.000,,,,-14000000.000,
IncreaseDecreaseInPropertyAndCasualtyInsuranceLiabilities,,,,,,,7000000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,,,,,,-4000000.000,,,,,,,,,
IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,,,,,-2000000.000,,,,-9000000.000,,,,0.000,,,,-1000000.000,,,,-2000000.000,,,,-1000000.000,
IncreaseDecreaseInRestrictedCashForOperatingActivities,14748000.000,,,,,,,,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,,,,,0.000,0.000,2000000.000,-2000000.000,0.000,0.000
InterestAndDebtExpense,,25896000.000,35000000.000,,23000000.000,31000000.000,31000000.000,33000000.000,37000000.000,36000000.000,37000000.000,33000000.000,39000000.000,38000000.000,30000000.000,33000000.000,35000000.000,29000000.000,31000000.000,33000000.000,36000000.000,32000000.000,,,,
InterestCostsCapitalized,,,,,,,,,,,,,,,,,,,,,6000000.000,7000000.000,7000000.000,6000000.000,8000000.000,12000000.000
