,2011-12-31,2012-12-31,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,812.000,-9645.000,-167.000
EarningsPerShareBasicAndDiluted,,-0.001,-0.004
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.000,
GeneralAndAdministrativeExpense,4532.000,7206.000,4824.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10197.000,-8696.000,-36149.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-991.000,-3302.000,29032.000
IncreaseDecreaseInInterestPayableNet,,28.000,
NetCashProvidedByUsedInFinancingActivities,12000.000,2353.000,6950.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,12000.000,2353.000,6950.000
NetCashProvidedByUsedInOperatingActivities,-11188.000,-11998.000,-7117.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-11188.000,-11998.000,-7117.000
NetIncomeLoss,-10197.000,-8696.000,-36149.000
OperatingExpenses,10197.000,8696.000,36149.000
ProceedsFromIssuanceOfCommonStock,12000.000,,
ProceedsFromNotesPayable,,2325.000,-2325.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,9275.000
ProfessionalFees,5665.000,1490.000,31325.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,10200000.000,10200000.000
