,2011-06-30,2011-09-30,2012-03-31
AmortizationOfDeferredHedgeGains,,-129140.000,
AmortizationOfFinancingCosts,742262.000,807743.000,73807.000
AmortizationOfFinancingCostsAndDiscounts,,,73807.000
AssetRetirementObligationAccretionExpense,,,187273.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,392804.000
CostOfServices,,,6147441.000
CostsAndExpenses,13816232.000,,
DepreciationAmortizationAndAccretionNet,1583320.000,,
DepreciationAndAmortization,,1844446.000,
DepreciationDepletionAndAmortization,,,950224.000
EarningsPerShareBasicAndDiluted,-0.070,-0.060,-0.020
ExplorationAbandonmentAndImpairmentExpense,4125010.000,2748.000,
ExplorationExpense,234347.000,10872.000,
GainLossOnDispositionOfAssets,,,1548317.000
GainLossOnOilAndGasHedgingActivity,-56760.000,1157117.000,-734525.000
GainsLossesOnExtinguishmentOfDebt,-532932.000,-4323581.000,-1252118.000
GeneralAndAdministrativeExpense,4021289.000,1759713.000,3281209.000
ImpairmentOfOilAndGasProperties,,2565270.000,487787.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,695235.000
IncreaseDecreaseInAccountsReceivable,,,26196.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-443551.000
InterestExpense,-392251.000,-549843.000,-197872.000
InterestPaid,,,208321.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,143000.000
LeaseAndRentalExpense,,1514961.000,2065378.000
MarketableSecuritiesGainLoss,-890257.000,,
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,,-1751602.000,
NetCashProvidedByUsedInFinancingActivities,,,174511.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,174511.000
NetCashProvidedByUsedInInvestingActivities,,,-71035.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-71035.000
NetCashProvidedByUsedInOperatingActivities,,,289328.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,289328.000
NetIncomeLoss,-11804701.000,-11032337.000,-5860189.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-5880359.000
NonoperatingIncomeExpense,-1368466.000,-5440387.000,-1335647.000
OilAndGasRevenue,3379997.000,2784663.000,1523916.000
OperatingExpenses,,8376613.000,12458594.000
OperatingIncomeLoss,-10436235.000,-5591950.000,-4524542.000
OtherIncome,54275.000,,
OtherNonoperatingIncomeExpense,,27522.000,-258170.000
OtherOperatingIncome,54275.000,,
PaymentsOfDebtIssuanceCosts,,,-20000.000
PaymentsOfFinancingCosts,,,-60000.000
PaymentsToAcquireOilAndGasEquipment,,,-59611.000
PaymentsToAcquireOilAndGasProperty,,,-11424.000
PreferredStockDividend,,,-20170.000
ProceedsFromIssuanceOfLongTermDebt,,,750000.000
ProductionTaxExpense,3166764.000,,
ProfitLoss,,,-5860189.000
RepaymentsOfLinesOfCredit,,,-92570.000
RepaymentsOfLongTermDebt,,,-402919.000
Revenues,3379997.000,2784663.000,7934052.000
SalesRevenueNet,3271447.000,2784663.000,7934052.000
SalesRevenueServicesNet,,,6410136.000
ShareBasedCompensation,,,1351624.000
UnrealizedGainLossOnPriceRiskFairValueHedgingInstruments,,,372513.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,284547815.000
