,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AcquisitionCosts,0.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,400000.000,,,,,,,,,
AmortizationOfFinancingCosts,,,266000.000,,,,,,,,,,
AssetManagementCosts,0.000,0.000,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,290000.000,308000.000,843000.000,887000.000,915000.000,3003000.000,1732000.000,1758000.000,1921000.000,2045000.000,2134000.000,2179000.000,2221000.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,113000.000,,
AssetRetirementObligationLiabilitiesSettled,,,,,,,820000.000,,,,404000.000,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,334000.000,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,4600000.000,,600000.000,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,,100000.000,,100000.000,,
BusinessCombinationAcquisitionRelatedCosts,,0.000,,920000.000,278000.000,,561000.000,59000.000,435000.000,432000.000,3655000.000,651000.000,4136000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,0.000,0.000,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,889000.000,,,,3214000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3887000.000,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,-16256000.000,,,,9900000.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,-21619000.000,,-14601000.000,-51195000.000,101868000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,-301000.000,,-220000.000,-563000.000,212000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,-21318000.000,,-14381000.000,-50632000.000,102080000.000
DeferredIncomeTaxExpenseBenefit,,,-31000.000,,,,,,,,,,
DepreciationDepletionAndAmortization,8636000.000,7832000.000,19590000.000,20540000.000,21298000.000,44368000.000,30815000.000,26663000.000,28018000.000,29688000.000,29836000.000,30756000.000,32611000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,-23648000.000,-67567000.000,71024000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,,,,,,,,,,,5240000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,,141777000.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,5240000.000,,
GainLossOnDerivativeInstrumentsNetPretax,-42161000.000,,,98875000.000,-45382000.000,,-16124000.000,50329000.000,-48619000.000,13197000.000,,-65757000.000,70231000.000
GainLossOnOilAndGasHedgingActivity,,3581000.000,8071000.000,,,,,,,,,,
GasGatheringTransportationMarketingAndProcessingRevenue,274000.000,217000.000,458000.000,375000.000,410000.000,2566000.000,718000.000,792000.000,3529000.000,3789000.000,4476000.000,4667000.000,4786000.000
GeneralAndAdministrativeExpense,3344000.000,4092000.000,8430000.000,8771000.000,9232000.000,15842000.000,10096000.000,10098000.000,11204000.000,10503000.000,10155000.000,9461000.000,10203000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,16166000.000,52205000.000,-7266000.000,99855000.000,-45178000.000,32868000.000,-8125000.000,63616000.000,-21455000.000,27239000.000,-14301000.000,-50643000.000,102740000.000
IncomeLossFromEquityMethodInvestments,0.000,0.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,235000.000,275000.000,-31000.000,730000.000,-171000.000,0.000,49000.000,2000.000,42000.000,-446000.000,95000.000,257000.000,274000.000
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,53172000.000,-21769000.000,,,,,,,,,,
IncreaseDecreaseInOperatingAssets,,,-4094000.000,,,,14997000.000,,,,342000.000,,
IncreaseDecreaseInOperatingLiabilities,,,5073000.000,,,,-2169000.000,,,,-7063000.000,,
InterestExpense,,10097000.000,,9393000.000,11533000.000,,11053000.000,10270000.000,14624000.000,12053000.000,12220000.000,14449000.000,11749000.000
InterestPaid,,,,,,,18091000.000,,,,19292000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-9045000.000,,,,-33948000.000,,,,26154000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-9045000.000,,,,-33948000.000,,,,26154000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-38410000.000,,,,-16230000.000,,,,-58424000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-38410000.000,,,,-16230000.000,,,,-58424000.000,,
NetCashProvidedByUsedInOperatingActivities,,,51342000.000,,,,33922000.000,,,,42170000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,51342000.000,,,,33922000.000,,,,42170000.000,,
