,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AdjustmentForAmortization,,,,,,,1132.000,,,,1132.000
CashPeriodIncreaseDecrease,,,-25067.000,,,,10185.000,,,,-42.000
CostsAndExpenses,,,,,,,,,,,8374.000
DeferredRevenueRevenueRecognized,,,,,,,12000.000,,,,
DepreciationAndAmortization,,,833.000,1000.000,1000.000,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,10272.000,23123.000,18201.000,,
IncreaseDecreaseInAccountsPayable,,,4000.000,,,,-2915.000,,,,-5000.000
IncreaseDecreaseInDeferredRevenue,,,4000.000,,,,-12000.000,,,,
IncreaseDecreaseInReceivables,,,,,,,-22000.000,,,,
IncreaseDecreaseInRoyaltiesPayable,,,,,,,240.000,,,,
NetCashProvidedByUsedInFinancingActivities,,,3000.000,,,,,,,,12200.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,3000.000,,,,,,,,12200.000
NetCashProvidedByUsedInInvestingActivities,,,-40000.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,11933.000,,,,10185.000,,,,-12242.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,11933.000,,,,10185.000,,,,-12242.000
NetIncomeLoss,-4000.000,-4000.000,3100.000,8085.000,6311.000,-15061.000,1728.000,-19123.000,-11383.000,-39054.000,-8374.000
OperatingExpenses,4000.000,4000.000,8900.000,3915.000,5689.000,27061.000,10272.000,23123.000,18201.000,,
OtherCostAndExpenseOperating,,,,,,,,,,,8374.000
OtherDepreciationAndAmortization,,,833.000,,,,1132.000,,,,
OtherExpenses,,,67.000,,240.000,,65.000,,,,
ProceedsFromRelatedPartyDebt,,,3000.000,,,,,,,,12200.000
ProfessionalFees,4000.000,4000.000,8000.000,2915.000,3000.000,-4415.000,8835.000,,,,7200.000
Revenues,0.000,0.000,12000.000,12000.000,12000.000,12000.000,12000.000,4000.000,6818.000,2182.000,
RoyaltyExpense,,,,,,,240.000,,,,
SalesRevenueNet,0.000,0.000,12000.000,12000.000,12000.000,12000.000,12000.000,4000.000,6818.000,2182.000,
WeightedAverageNumberOfDilutedSharesOutstanding,25010000.000,32360000.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,35510000.000,35510000.000,35510000.000,-71020000.000,35510000.000,35510000.000,35510000.000,-72020000.000,34510000.000
