,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,5600000.000,,,,4000000.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,3200000.000,,,,11000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3800000.000,,,,-10000000.000,,,,1600000.000,,,,-8700000.000,,,,-20500000.000,,,,-4500000.000
CostOfDomesticRegulatedGasRevenue,,,,31900000.000,22000000.000,,112800000.000,46900000.000,24400000.000,94200000.000,249700000.000,50400000.000,27700000.000,104800000.000,135500000.000,32200000.000,21400000.000,,,,,,
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,,336400000.000,284300000.000,357100000.000,314300000.000,348600000.000
CostOfPurchasedPower,,,,,,,,277400000.000,340400000.000,,319900000.000,293700000.000,338200000.000,276300000.000,297900000.000,273900000.000,329200000.000,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,58100000.000,,,,64300000.000,,,,65100000.000,,,,13100000.000,,,,65400000.000,,,,20700000.000
DepreciationAmortizationAndAccretionNet,,,63400000.000,,,,70900000.000,,,,75100000.000,,,,79700000.000,,,,82400000.000,,,,
DepreciationAndAmortization,54800000.000,54900000.000,,,,,,,,,,,,,,,,,80400000.000,,,,
DepreciationDepletionAndAmortization,,,61200000.000,63800000.000,65000000.000,67600000.000,68400000.000,69500000.000,69500000.000,71200000.000,72700000.000,73300000.000,74900000.000,74800000.000,77200000.000,77800000.000,76200000.000,72800000.000,80400000.000,80800000.000,81900000.000,82300000.000,82100000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,5900000.000,4800000.000,,11100000.000,4500000.000,1500000.000,100000.000,-1800000.000,-2200000.000,500000.000,-6100000.000,-6100000.000,-5100000.000,3600000.000,0.000,2500000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-4400000.000,500000.000,,-2200000.000,,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,,,,,60000000.000
DividendsPreferredStockCash,,,,,,,,,,,,,,,,,300000.000,,300000.000,300000.000,300000.000,300000.000,300000.000
EquityMethodInvestmentDividendsOrDistributions,,,,,,,11700000.000,,,,12600000.000,,,,9200000.000,,,,,,,,
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,0.000,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,,,,,,,,,,,,,,,,,0.000,,,8100000.000,0.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,,,,,,,,,,,,,-1100000.000,,1000000.000,1200000.000,2100000.000,-10900000.000,2000000.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,,,,107600000.000,82900000.000,115500000.000,59500000.000,102100000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,126600000.000,189600000.000,,160000000.000,114400000.000,155000000.000,,206900000.000,137600000.000,144500000.000,,192700000.000,115400000.000,157300000.000,,170100000.000,132100000.000,182000000.000,,159900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,85000000.000,150200000.000,176700000.000,,,,,,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,14300000.000,15000000.000,,14700000.000,15100000.000,15100000.000,15300000.000,15200000.000,15300000.000,15900000.000,11500000.000,14200000.000,12200000.000,15700000.000,5700000.000,14700000.000,11400000.000,14600000.000,14800000.000,0.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,13400000.000,13700000.000,13700000.000,,,,,,,,,,,,,,,,8700000.000,,,,0.000
IncomeTaxExpenseBenefit,26900000.000,49100000.000,60800000.000,43300000.000,67100000.000,21500000.000,55300000.000,41300000.000,55800000.000,48500000.000,79600000.000,47300000.000,54400000.000,41300000.000,71000000.000,40500000.000,56900000.000,43600000.000,62500000.000,49200000.000,66500000.000,32800000.000,57800000.000
IncomeTaxesPaidNet,,,,,,,2000000.000,,,,8000000.000,,,,6000000.000,,,,-7000000.000,,,,52100000.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,,,,,,,,,,,,,,,,-42100000.000
IncreaseDecreaseInAccountsPayable,,,-61000000.000,,,,-107800000.000,,,,35700000.000,,,,-48800000.000,,,,-67000000.000,,,,-63500000.000
IncreaseDecreaseInAccountsReceivable,,,-36200000.000,,,,50300000.000,,,,63400000.000,,,,4700000.000,,,,-39100000.000,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,-6800000.000,,,,-18600000.000,,,,400000.000,,,,47600000.000,,,,-4700000.000,,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,,,,,,,,,,,,,,,,-15900000.000
IncreaseDecreaseInInventories,,,-29900000.000,,,,-53700000.000,,,,-61900000.000,,,,-44400000.000,,,,-35300000.000,,,,-19400000.000
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,7000000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,-3200000.000
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,-11000000.000
IncreaseDecreaseInOtherOperatingAssets,,,-29900000.000,,,,-26100000.000,,,,-27100000.000,,,,-27600000.000,,,,-29100000.000,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,41300000.000,,,,-17500000.000,,,,20900000.000,,,,41900000.000,,,,8900000.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,5900000.000,,,,24800000.000,,,,-24500000.000,,,,6200000.000,,,,11000000.000,,,,
IncreaseDecreaseInPrepaidTaxes,,,,,,,,,,,,,,,,,,,,,,,-25100000.000
IncreaseDecreaseInRestrictedCash,,,-20800000.000,,,,-2700000.000,,,,,,,,,,,,,,,,
InterestExpense,23300000.000,22800000.000,25200000.000,28000000.000,27500000.000,32500000.000,31900000.000,30300000.000,29300000.000,29900000.000,30900000.000,27700000.000,29000000.000,28900000.000,28700000.000,29500000.000,30400000.000,30400000.000,29100000.000,29400000.000,29500000.000,29600000.000,29600000.000
InterestPaidNet,,,,,,,3600000.000,,,,5000000.000,,,,4700000.000,,,,4400000.000,,,,4800000.000
LongTermContractForPurchaseOfElectricPowerAmountOfLongTermDebtOrLeaseObligationOutstanding,,,,,,,246200000.000,,,,205400000.000,,,,163100000.000,,,,,,,,
LongTermContractForPurchaseOfElectricPowerAnnualMinimumDebtServicePaymentRequired,,,,,,,12500000.000,,,,13400000.000,,,,13500000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-115700000.000,,,,-77300000.000,,,,-177800000.000,,,,-49200000.000,,,,-105000000.000,,,,-122100000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-115700000.000,,,,-77300000.000,,,,-177800000.000,,,,-49200000.000,,,,-105000000.000,,,,-122100000.000
NetCashProvidedByUsedInInvestingActivities,,,-110700000.000,,,,-118000000.000,,,,-104400000.000,,,,-104400000.000,,,,-86200000.000,,,,-92200000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-110700000.000,,,,-118000000.000,,,,-104400000.000,,,,-104400000.000,,,,-86200000.000,,,,-92200000.000
NetCashProvidedByUsedInOperatingActivities,,,230200000.000,,,,185300000.000,,,,283800000.000,,,,144900000.000,,,,170700000.000,,,,209800000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,230200000.000,,,,185300000.000,,,,283800000.000,,,,144900000.000,,,,170700000.000,,,,209800000.000
