,2012-09-30,2013-03-31,2013-06-30,2013-09-30
AmortizationOfIntangibleAssets,,445.000,,
CapitalLeasesIncomeStatementAmortizationExpense,,,5584.000,
CapitalLeasesIncomeStatementLeaseRevenue,,,4454.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-41181.000,,
CostOfGoodsSold,29113.000,,,16751.000
CostOfRevenue,29113.000,,5584.000,16751.000
DepreciationDepletionAndAmortization,,445.000,446.000,572.000
EarningsPerShareBasic,-0.003,,,
GrossProfit,1154.000,,-1130.000,-6751.000
IncomeLossAttributableToNoncontrollingInterest,-1.000,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-89777.000,,
IncomeLossFromContinuingOperations,,-89777.000,-67141.000,-130180.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-43109.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-67141.000,-130180.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.010,0.000,0.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,-43110.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,19694.000,,
IncreaseDecreaseInAccountsReceivable,,-30267.000,,
InterestExpense,5725.000,5713.000,10176.000,11137.000
InterestExpenseDebt,,5625.000,,
InterestPaid,,713.000,,
NetCashProvidedByUsedInInvestingActivities,,-1810.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1810.000,,
NetCashProvidedByUsedInOperatingActivities,,-39371.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-39371.000,,
NetIncomeLoss,-43109.000,-89777.000,-67141.000,-130180.000
OperatingExpenses,38539.000,84064.000,55835.000,112292.000
OperatingIncomeLoss,-37385.000,-84064.000,-56965.000,-119043.000
OtherNonoperatingIncomeExpense,-5725.000,-5713.000,-10176.000,-11137.000
PaymentsToAcquireIntangibleAssets,,1810.000,,
RevenueFromRelatedParties,30267.000,,,
Revenues,30267.000,,4454.000,10000.000
SalesRevenueGoodsNet,30267.000,,,10000.000
SalesRevenueNet,30267.000,,4454.000,10000.000
SellingGeneralAndAdministrativeExpense,38539.000,83619.000,55389.000,111720.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,16973684.000,33947368.000,33947368.000
WeightedAverageNumberOfSharesOutstandingBasic,16973684.000,,,
