,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,30537000.000,30028000.000,26242000.000,26789000.000
AccountsPayableTradeCurrent,,,,4416000.000,6066000.000
AccountsReceivableNetCurrent,,28238000.000,29484000.000,28635000.000,28786000.000
AccruedIncomeTaxesCurrent,,2023000.000,2266000.000,3460000.000,3663000.000
AccruedProfessionalFeesCurrent,,,,2242000.000,2769000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,210000.000,443000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,9427000.000,10727000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-5418000.000,-3951000.000,-4533000.000,-3629000.000
AdditionalPaidInCapitalCommonStock,,8552000.000,9125000.000,9792000.000,7356000.000
AllowanceForDoubtfulAccountsReceivable,,,,300000.000,200000.000
Assets,,608106000.000,612301000.000,626844000.000,608402000.000
AssetsCurrent,,96598000.000,112546000.000,144331000.000,136411000.000
AssetsHeldForSaleAtCarryingValue,,,,,1900000.000
AssetsHeldForSaleLongLived,,,,,1866000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,3259000.000,3259000.000
AvailableForSaleSecuritiesCurrent,,,,556000.000,424000.000
CashAndCashEquivalentsAtCarryingValue,,22173000.000,35073000.000,59712000.000,45945000.000
CommonStockSharesIssued,,12556673.000,12556673.000,12547702.000,12547702.000
CommonStockSharesOutstanding,,12556673.000,12556673.000,12547702.000,12547702.000
CommonStockValue,,203719000.000,203719000.000,203613000.000,203613000.000
DebtInstrumentFaceAmount,,,,229413000.000,
DeferredFinanceCostsCurrentNet,,,448000.000,831000.000,833000.000
DeferredFinanceCostsGross,,,,3127000.000,3191000.000
DeferredFinanceCostsNet,,,,2917000.000,2748000.000
DeferredFinanceCostsNoncurrentNet,,,,2087000.000,1915000.000
DeferredIncomeTaxLiabilities,,,,,103918000.000
DeferredRevenueCurrent,,496000.000,496000.000,10592000.000,22007000.000
DeferredRevenueNoncurrent,,3771000.000,3930000.000,18552000.000,24901000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,68720000.000
DeferredTaxAssetsDeferredIncome,,,,,8537000.000
DeferredTaxAssetsGross,,,,,120166000.000
DeferredTaxAssetsLiabilitiesNet,,,,,-81649000.000
DeferredTaxAssetsNet,,,,,22269000.000
DeferredTaxAssetsNetCurrent,,3995000.000,4293000.000,4931000.000,5885000.000
DeferredTaxAssetsNetNoncurrent,,2165000.000,2558000.000,2652000.000,1005000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,12944000.000
DeferredTaxAssetsOther,,,,,4097000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,2187000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,19025000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,3941000.000
DeferredTaxAssetsValuationAllowance,,,,,97897000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,98778000.000
DeferredTaxLiabilitiesNoncurrent,,92634000.000,94591000.000,93036000.000,88539000.000
DeferredTaxLiabilitiesOther,,,,,321000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,3276000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,1543000.000
EmployeeRelatedLiabilitiesCurrent,,,,14015000.000,12566000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,5100000.000,4600000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,45371000.000,53364000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,166568000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,32131000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,18981000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,29501000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,32131000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,32131000.000
FiniteLivedIntangibleAssetsGross,,,,364646000.000,364807000.000
