,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,214550.000,1100148.000
CommunicationsAndInformationTechnology,,1765.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,1029200.000,150615.000
EquityMethodInvestmentDividendsOrDistributions,1436213.000,1572335.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,2347479.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,4716664.000
GeneralAndAdministrativeExpense,202452.000,252090.000
IncomeLossFromEquityMethodInvestments,1084389.000,1091383.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-7016.000,-14777.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,-475.000,84.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-17480.000,13750.000
LegalFees,,5862.000
NetCashProvidedByUsedInFinancingActivities,-1029200.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1029200.000,
NetCashProvidedByUsedInOperatingActivities,1243750.000,1291802.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1243750.000,1291802.000
NetIncomeLoss,881937.000,839293.000
PartnersCapitalAccountDistributions,903688.000,
PaymentsToAcquireEquityMethodInvestments,,41039.000
PaymentsToAcquireInterestInJointVenture,0.000,
PostageExpense,,7743.000
