,2011-08-31,2012-02-29,2012-05-31,2012-08-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,3400.000,,
AllocatedShareBasedCompensationExpense,,,,0.000
CapitalLeasesIncomeStatementInterestExpense,,,,329876.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,8330602.000,,
ComprehensiveIncomeNetOfTax,9300259.000,7438210.000,11907725.000,-3849327.000
CostOfRevenue,31300833.000,25134850.000,65718814.000,22250281.000
Depreciation,,,,1624735.000
DepreciationAndAmortization,,2264626.000,,1910776.000
EarningsPerShareBasicAndDiluted,0.210,0.140,0.260,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,796379.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,-0.107
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.250
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,-0.588
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,,,0.231
GainLossOnSaleOfPropertyPlantEquipment,,-12899.000,,
GeneralAndAdministrativeExpense,1150090.000,1724894.000,1925538.000,2363346.000
GrossProfit,15688308.000,13552301.000,20821273.000,165439.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,11658185.000,7791244.000,16923519.000,-3789065.000
IncomeTaxExpenseBenefit,3496324.000,1489029.000,3831632.000,407049.000
IncomeTaxExpenseBenefitContinuingOperations,,,,407049000.000
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,2228328.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,-947735.000
IncomeTaxReconciliationTaxExemptIncome,,,,-873544.000
IncomeTaxesPaid,,2096253.000,,
IncreaseDecreaseInAccountsPayable,,5895474.000,,
IncreaseDecreaseInAccountsReceivable,,200597.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,2322832.000,,
IncreaseDecreaseInCustomerAdvances,,12883808.000,,
IncreaseDecreaseInDeferredRevenue,,54089.000,,
IncreaseDecreaseInInventories,,7342618.000,,
IncreaseDecreaseInOtherReceivables,,-9812381.000,,
IncreaseDecreaseInPrepaidExpense,,-92327.000,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,9142.000,,
InterestExpenseDebt,,801632.000,,497782.000
InterestIncomeExpenseNonoperatingNet,-757114.000,,-900049.000,-889720.000
InterestPaid,,534045.000,,
LeaseAndRentalExpense,,,,25531.000
NetCashProvidedByUsedInFinancingActivities,,215690.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,215690.000,,
NetCashProvidedByUsedInInvestingActivities,,-4982259.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-4982259.000,,
NetCashProvidedByUsedInOperatingActivities,,12300792.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,12300792.000,,
NetIncomeLoss,8161861.000,6302215.000,13091887.000,-4196114.000
OperatingExpenses,3781799.000,5037051.000,4133086.000,3551660.000
OperatingIncomeLoss,11906509.000,8515250.000,16688187.000,-3386221.000
OperatingLeasesIncomeStatementLeaseRevenue,,,,104012.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1138398.000,1135995.000,-1184162.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,346787.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,1135995.000,,
OtherNoncashIncomeExpense,,-98291.000,,
OtherNonoperatingExpense,93930.000,100273.000,50070.000,32587.000
OtherNonoperatingIncome,602720.000,177899.000,428854.000,519463.000
PaymentsForConstructionInProcess,,92340.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,15820.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,4874099.000,,
ProceedsFromBankDebt,,22147693.000,,
RepaymentsOfBankDebt,,21514902.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,417101.000,,
Revenues,46989141.000,38687151.000,86540087.000,22415720.000
RevenuesFromExternalCustomers,,,,22415720.000
SalesRevenueNet,46989141.000,38687151.000,86540087.000,22415720.000
SellingAndMarketingExpense,2631709.000,3312157.000,2207548.000,1188314.000
ShareBasedCompensation,,3400.000,,0.000
