,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-02-03,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03
AccountsPayableCurrent,32017000.000,48463000.000,26695000.000,46866000.000,38225000.000,61859000.000,39220000.000,58215000.000,30129000.000,66800000.000,28817000.000,46435000.000,28034000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,5003000.000,4991000.000,4845000.000,4939000.000,5702000.000,5664000.000,5046000.000,5409000.000,5559000.000,6182000.000,4741000.000,4836000.000,5772000.000
AccruedIncomeTaxesCurrent,,,,259000.000,234000.000,154000.000,,,,,108000.000,98000.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,75768000.000,77460000.000,76563000.000,78280000.000,80146000.000,81851000.000,81794000.000,83708000.000,85631000.000,87537000.000,84805000.000,86531000.000,87113000.000
AdditionalPaidInCapitalCommonStock,40051000.000,40143000.000,40115000.000,39945000.000,40045000.000,36479000.000,36533000.000,36673000.000,36761000.000,36868000.000,36937000.000,37071000.000,37143000.000
Assets,223764000.000,256215000.000,220405000.000,226815000.000,224686000.000,261382000.000,243875000.000,268407000.000,253662000.000,269025000.000,235093000.000,238350000.000,221779000.000
AssetsCurrent,183175000.000,215676000.000,178818000.000,186359000.000,181244000.000,214364000.000,190434000.000,214425000.000,198832000.000,213771000.000,181597000.000,185515000.000,168656000.000
AssetsHeldForSaleCurrent,856000.000,664000.000,568000.000,568000.000,568000.000,568000.000,568000.000,568000.000,568000.000,568000.000,568000.000,,
AssetsHeldForSaleLongLived,,,,,,,600000.000,,,,600000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,568000.000,568000.000
BuildingsAndImprovementsGross,11847000.000,11847000.000,10488000.000,10421000.000,10425000.000,10469000.000,10499000.000,10499000.000,10500000.000,10499000.000,15245000.000,15245000.000,15498000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,,2250000.000,2250000.000,,,
BusinessAcquisitionSharePrice,,,,,,,,,,,,14.000,14.000
CapitalLeaseObligationsCurrent,559000.000,553000.000,570000.000,596000.000,586000.000,583000.000,580000.000,575000.000,574000.000,537000.000,523000.000,501000.000,489000.000
CapitalLeaseObligationsNoncurrent,11370000.000,11178000.000,12804000.000,12612000.000,14442000.000,16162000.000,15936000.000,15777000.000,15621000.000,15497000.000,15345000.000,15225000.000,15104000.000
CapitalLeasedAssetsGross,22254000.000,22254000.000,24054000.000,24054000.000,26054000.000,27956000.000,26972000.000,26972000.000,26972000.000,26972000.000,24957000.000,24957000.000,24474000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,11145000.000,10954000.000,12556000.000,12343000.000,14113000.000,15765000.000,15496000.000,15229000.000,14991000.000,14752000.000,14533000.000,14309000.000,14089000.000
CapitalLeasesContingentRentalPaymentsDue,,,,,,,0.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,31642000.000,,,,29650000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2055000.000,,,,1802000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1818000.000,,,,1711000.000,,
