,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,3000000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,,,,-2000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5000000.000,,,,6000000.000,,,,6000000.000,,,,7000000.000,,,,8000000.000,,,,7000000.000,,,,7000000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,7000000.000,,,,4000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,6000000.000,,8000000.000,6000000.000,7000000.000,8000000.000,8000000.000,8000000.000,6000000.000,6000000.000,9000000.000,8000000.000,4000000.000,9000000.000,8000000.000,9000000.000,8000000.000,9000000.000,10000000.000,9000000.000
AssetImpairmentCharges,,,,,,,,,0.000,,,,6000000.000,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.000
CapitalExpendituresIncurredButNotYetPaid,13000000.000,,,,13000000.000,,,,25000000.000,,,,25000000.000,,,,,,,,62000000.000,,,,55000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-334000000.000,,,,-91000000.000,,,,-140000000.000,,,,-243000000.000,,,,134000000.000,,,,-49000000.000,,,,,
CommonStockDividendsPerShareCashPaid,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ComprehensiveIncomeNetOfTax,157000000.000,174000000.000,-229000000.000,-117000000.000,254000000.000,3000000.000,222000000.000,-301000000.000,-57000000.000,38000000.000,136000000.000,178000000.000,57000000.000,137000000.000,101000000.000,-448000000.000,-158000000.000,86000000.000,-31000000.000,-39000000.000,83000000.000,52000000.000,85000000.000,-277000000.000,171000000.000,235000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,6000000.000,10000000.000,2000000.000,-16000000.000,2000000.000,2000000.000,6000000.000,-1000000.000,7000000.000,4000000.000,8000000.000,7000000.000,12000000.000,-2000000.000,2000000.000,-5000000.000,3000000.000,12000000.000,6000000.000,7000000.000,8000000.000,5000000.000,9000000.000,1000000.000,18000000.000,21000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,163000000.000,184000000.000,-227000000.000,-133000000.000,256000000.000,5000000.000,228000000.000,-302000000.000,-50000000.000,42000000.000,144000000.000,185000000.000,69000000.000,135000000.000,103000000.000,-453000000.000,-155000000.000,98000000.000,-25000000.000,-32000000.000,91000000.000,57000000.000,94000000.000,-276000000.000,189000000.000,256000000.000
CostOfGoodsSold,2219000000.000,2433000000.000,2486000000.000,2243000000.000,2363000000.000,2387000000.000,2204000000.000,2199000000.000,2353000000.000,2379000000.000,2335000000.000,2259000000.000,2305000000.000,2483000000.000,2369000000.000,2502000000.000,2139000000.000,2191000000.000,2165000000.000,1956000000.000,1939000000.000,2087000000.000,1965000000.000,1988000000.000,2003000000.000,2095000000.000
