,2011-06-30
AccountsPayableCurrent,56687.000
AccountsReceivableNetCurrent,49565.000
AssetRetirementObligationsNoncurrent,272769.000
Assets,4522874.000
AssetsCurrent,298556.000
AssetsNoncurrent,4224318.000
CashAndCashEquivalentsAtCarryingValue,7741.000
DerivativeAssetsCurrent,202072.000
DerivativeAssetsNoncurrent,242429.000
DerivativeLiabilitiesCurrent,176089.000
DerivativeLiabilitiesNoncurrent,174296.000
DueToAffiliateCurrent,189239.000
GeneralPartnersCapitalAccount,735118.000
InventoryNet,39178.000
Liabilities,869080.000
LiabilitiesAndStockholdersEquity,4522874.000
LiabilitiesCurrent,422015.000
LimitedPartnersCapitalAccount,2918676.000
LimitedPartnersCapitalAccountUnitsIssued,874.810
LimitedPartnersCapitalAccountUnitsOutstanding,874.810
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,7491415.000
OilAndGasPropertySuccessfulEffortMethodGross,11418273.000
OilAndGasPropertySuccessfulEffortMethodNet,3926858.000
OtherAssetsNoncurrent,55031.000
PartnersCapital,3653794.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3653794.000
