,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,52000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,15000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5495000.000
ComprehensiveIncomeNetOfTax,279000.000,195000.000,-39000.000
DepreciationNonproduction,,,58000.000
EarningsPerShareBasic,0.070,0.060,-0.020
EarningsPerShareDiluted,0.070,0.060,-0.020
FeesAndCommissionsDepositorAccounts,172000.000,225000.000,157000.000
GainLossOnSaleOfMortgageLoans,21000.000,34000.000,177000.000
GainLossOnSaleOfSecuritiesNet,,69000.000,4000.000
ImpairmentOfRealEstate,,,44000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,190000.000,170000.000,-53000.000
IncomeTaxExpenseBenefit,26000.000,24000.000,1000.000
IncomeTaxesPaid,,,9000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,214000.000
IncreaseDecreaseInDeposits,,,86000.000
IncreaseDecreaseInOtherOperatingAssets,,,18000.000
InformationTechnologyAndDataProcessing,48000.000,93000.000,101000.000
InterestAndDividendIncomeOperating,1901000.000,1889000.000,1781000.000
InterestAndDividendIncomeSecurities,197000.000,185000.000,118000.000
InterestAndFeeIncomeLoansAndLeases,1675000.000,1679000.000,1638000.000
InterestExpense,627000.000,562000.000,459000.000
InterestExpenseBorrowings,96000.000,97000.000,96000.000
InterestExpenseDeposits,531000.000,465000.000,363000.000
InterestIncomeAndFeesBankersAcceptancesCertificatesOfDepositAndCommercialPaper,11000.000,7000.000,7000.000
InterestIncomeExpenseNet,1274000.000,1327000.000,1322000.000
InterestIncomeFederalFundsSold,18000.000,18000.000,18000.000
InterestPaid,,,476000.000
LaborAndRelatedExpense,669000.000,699000.000,762000.000
NetCashProvidedByUsedInFinancingActivities,,,-27000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-27000.000
NetCashProvidedByUsedInInvestingActivities,,,4303000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,4303000.000
NetCashProvidedByUsedInOperatingActivities,,,1219000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1219000.000
NetIncomeLoss,164000.000,146000.000,-54000.000
NetInterestIncomeLossAfterProvisionForLoanLosses,1144000.000,1242000.000,1131000.000
NoninterestExpense,1347000.000,1425000.000,1559000.000
NoninterestIncome,393000.000,353000.000,375000.000
NoninterestIncomeOtherOperatingIncome,200000.000,25000.000,41000.000
OccupancyCosts,146000.000,176000.000,167000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,115000.000,49000.000,15000.000
OtherNoninterestExpense,484000.000,457000.000,374000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,,,2051000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,,,-12000.000
PaymentsToAcquireFederalReserveStock,,,1000.000
PaymentsToAcquireLoansAndLeasesHeldForInvestment,,,-398000.000
PaymentsToAcquireLoansHeldForInvestment,,,248000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,369000.000
ProceedsFromIssuanceOfCommonStock,,,132000.000
ProceedsFromLinesOfCredit,,,15000.000
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,,,2105000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,2406000.000
ProceedsFromSaleOfLoansHeldForSale,,,3067000.000
ProfessionalFees,,,155000.000
ProvisionForLoanLossesExpensed,130000.000,85000.000,191000.000
RepaymentsOfLinesOfCredit,,,260000.000
ShareBasedCompensation,,,1000.000
StockIssuedDuringPeriodValueNewIssues,,,132000.000
WeightedAverageNumberOfSharesOutstandingBasic,2269070.000,2269070.000,2294097.000
