,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfFinancingCosts,,,1000000.000,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,4000000.000,,,,3000000.000,,,,3000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-46000000.000,,,,-30000000.000,,,,-65000000.000,
ComprehensiveIncomeNetOfTax,21487000.000,2000000.000,-1000000.000,7000000.000,-3000000.000,4000000.000,6000000.000,8000000.000,28000000.000,43000000.000,13000000.000,14000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,14000000.000,-7000000.000,27000000.000,-1000000.000,5000000.000,-13000000.000,23000000.000,100000000.000,162000000.000,32000000.000,40000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,16000000.000,-8000000.000,34000000.000,-4000000.000,9000000.000,-7000000.000,31000000.000,128000000.000,205000000.000,45000000.000,54000000.000
CostOfTransmission,540000.000,1000000.000,1000000.000,1000000.000,1000000.000,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,1000000.000,,,,-5000000.000,,,,7000000.000,
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,0.307,0.319,0.330,,0.352,0.365
EarningsPerShareBasicAndDiluted,,0.170,0.080,0.160,0.050,0.170,0.140,0.190,0.620,0.930,0.220,0.240
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1000000.000,,,,2000000.000,,,,1000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.175,0.080,0.100,0.180,0.180,-0.250,0.180,-0.470,0.160,0.270,0.160,0.150
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,,,,1000000.000,6000000.000,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,,-26000000.000,-12000000.000,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,,6000000.000,12000000.000,,,,
GainLossRelatedToLitigationSettlement,0.000,0.000,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,26860000.000,26000000.000,10000000.000,28000000.000,17000000.000,46000000.000,-17000000.000,19000000.000,152000000.000,247000000.000,50000000.000,59000000.000
IncomeLossFromEquityMethodInvestments,,,,0.000,0.000,,-13000000.000,-7000000.000,0.000,40000000.000,1000000.000,7000000.000
IncomeTaxExpenseBenefit,4691000.000,2000000.000,1000000.000,5000000.000,3000000.000,12000000.000,-3000000.000,-9000000.000,25000000.000,43000000.000,8000000.000,9000000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,400000.000,0.000,,,,,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,9400000.000,9000000.000,,,,,,,,,,
IncomeTaxReconciliationMinorityInterestIncomeExpense,,7000000.000,,,,,,,,,,
IncomeTaxReconciliationOtherAdjustments,100000.000,,,,,,,,,,,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,400000.000,0.000,,,,,,,,,,
IncomeTaxReconciliationTaxSettlements,,,,,,,,12000000.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2000000.000,,,,-2000000.000,,,,-2000000.000,
IncreaseDecreaseInAccountsReceivable,,,6000000.000,,,,12000000.000,,,,9000000.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,3000000.000,,,,0.000,,,,-2000000.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,3000000.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,-12000000.000,,,,-19000000.000,,,,-23000000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,7000000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,-2000000.000,,,,,,,,9000000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1000000.000,,,,-3000000.000,,,,,
IncreaseDecreaseInRestrictedCash,,,-56000000.000,,,,35000000.000,,,,0.000,
InterestExpense,23619000.000,26000000.000,23000000.000,26000000.000,28000000.000,40000000.000,86000000.000,77000000.000,41000000.000,-57000000.000,43000000.000,61000000.000
InterestPaidNet,,,32000000.000,,,,48000000.000,,,,,
LeaseAndRentalExpense,2900000.000,3000000.000,3000000.000,3000000.000,4000000.000,7000000.000,5000000.000,5000000.000,4000000.000,7000000.000,6000000.000,6000000.000
LimitedPartnersCapitalAccountDistributionAmount,,,,,,,9000000.000,,,,19000000.000,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,14000000.000,,,,,,,,,
MinorityInterestDecreaseFromRedemptions,,,,,,,325000000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,59000000.000,,,,308000000.000,,,,-61000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,59000000.000,,,,308000000.000,,,,-61000000.000,
NetCashProvidedByUsedInInvestingActivities,,,-119000000.000,,,,-389000000.000,,,,-40000000.000,
