,2011-06-30,2011-09-30,2012-03-31,2012-06-30
AvailableForSaleSecuritiesGrossRealizedGainLossNet,0.000,0.000,-8735.000,0.000
CashPeriodIncreaseDecrease,,,-15153.000,
ComprehensiveIncomeNetOfTax,-394259000.000,-220638000.000,-248527.000,-41285.000
CostsIncurredAcquisitionOfOilAndGasProperties,,,,0.000
DepreciationDepletionAndAmortization,-4025000.000,4089000.000,10440.000,987.000
EarningsPerShareBasic,-0.010,0.000,-0.020,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,7572.000,
GainLossOnSaleOfOilAndGasProperty,0.000,0.000,,
GeneralAndAdministrativeExpense,-287763000.000,127389000.000,110430.000,25807.000
ImpairmentOfOilAndGasProperties,,,0.000,4478.000
IncreaseDecreaseInAccountsPayable,,,-1774.000,
IncreaseDecreaseInAssetRetirementObligations,,,2188.000,-628.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,13121.000,
IncreaseDecreaseInOtherReceivables,,,425758.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-24414.000,
InterestPaid,,,0.000,
LeaseOperatingExpense,-44000.000,150000.000,-233.000,76.000
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,,,14961.000,
ManagementFeesRevenue,5217000.000,3668000.000,5219.000,13688.000
NetCashProvidedByUsedInFinancingActivities,,,618400.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,618400.000,
NetCashProvidedByUsedInInvestingActivities,,,-15088.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-15088.000,
NetCashProvidedByUsedInOperatingActivities,,,-626037.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-626037.000,
NetIncomeLoss,-362635000.000,-256290000.000,-272364.000,-20448.000
OilAndGasSalesRevenue,7698000.000,3220000.000,16581.000,23366.000
OperatingExpenses,375550000.000,-263477000.000,285429.000,169647.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,-31624000.000,35952000.000,23837.000,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-20837.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,-20837.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,-13050000.000,-7585000.000,0.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,0.000
PaymentsToAcquireOilAndGasProperty,,,23722.000,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,2951.000,
ProceedsFromContributionsFromAffiliates,,,-475958.000,
ProceedsFromIssuanceOfCommonStock,,,90.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,397845.000,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,696423.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,11585.000,
ProductionTaxExpense,-355000.000,148000.000,764.000,553.000
Revenues,12915000.000,6887000.000,21800.000,37054.000
SalariesAndWages,,129901000.000,164028.000,142224.000
SalesRevenueNet,12915000.000,6887000.000,21800.000,37054.000
ShareBasedCompensation,,1800000.000,,
TaxesOther,-83357000.000,0.000,,
WeightedAverageNumberOfSharesOutstandingBasic,57445987.000,57460987.000,11501203.000,
