,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,231098000.000,207158000.000
AccountsReceivableNet,131846000.000,129207000.000
AdditionalPaidInCapital,20638000.000,25669000.000
AirlineRelatedInventoryNet,252678000.000,243481000.000
Assets,34558074000.000,35275074000.000
CapitalUnits,4557641000.000,4557641000.000
CashAndCashEquivalentsAtCarryingValue,1084270000.000,809967000.000
DebtInstrumentCarryingAmount,23100000000.000,23700000000.000
DeferredFinanceCostsNet,50647000.000,62561000.000
DeferredRevenue,323135000.000,334032000.000
DeferredTaxAssetsLiabilitiesNet,52316000.000,52316000.000
DeferredTaxLiabilities,233944000.000,277069000.000
DepositAssets,3085809000.000,3033435000.000
DerivativeFairValueOfDerivativeLiability,335000.000,85000.000
DerivativeLiabilities,335000.000,85000.000
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,80593000.000,19533000.000
DueFromRelatedParties,723860000.000,2468162000.000
FinancingReceivableAllowanceForCreditLosses,0.000,2000000.000
FiniteLivedIntangibleAssetsNet,3795012000.000,3529846000.000
GuaranteeObligationsCurrentCarryingValue,133500000.000,102500000.000
GuaranteeObligationsMaximumExposure,298400000.000,264400000.000
IncentiveToLessee,43883000.000,66449000.000
IntangibleAssetsNetIncludingGoodwill,519807000.000,511356000.000
InterestPayableCurrentAndNoncurrent,258555000.000,264423000.000
Liabilities,28939825000.000,29397004000.000
LiabilitiesAndStockholdersEquity,34558074000.000,35275074000.000
LongTermDebt,24249992000.000,24801918000.000
MinorityInterest,76769000.000,76728000.000
NetInvestmentInDirectFinancingAndSalesTypeLeases,384625000.000,397177000.000
NotesReceivableGross,29151000.000,21188000.000
OtherAssets,504454000.000,539459000.000
OtherReceivables,75025000.000,111053000.000
PropertyPlantAndEquipmentOtherNet,13436000.000,13225000.000
PropertySubjectToOrAvailableForOperatingLeaseNet,24169121000.000,23756812000.000
PurchaseCommitmentRemainingMinimumAmountCommitted,20500000000.000,
RestrictedCashAndCashEquivalents,26361000.000,27804000.000
RetainedEarningsAccumulatedDeficit,963201000.000,1218032000.000
SecurityDepositLiability,766939000.000,760410000.000
StockholdersEquity,5541480000.000,5801342000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5618249000.000,5878070000.000
