,2011-06-30,2011-09-30,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-41775021.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,5899911.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,17758549.000,
CostOfRealEstateRevenue,32774547.000,44934122.000,12775398.000,7745631.000
CostsAndExpenses,36741229.000,46079670.000,14016422.000,8502832.000
DeferredIncomeTaxExpenseBenefit,,,5243636.000,
Depreciation,,,42896.000,
EarningsPerShareBasicAndDiluted,,,,0.380
EffectOfExchangeRateOnCashAndCashEquivalents,,,18028.000,
ForeignCurrencyTransactionGainLossBeforeTax,,192011.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-819562.000,17388461.000,22888778.000,15546286.000
IncomeTaxExpenseBenefit,-224705.000,3477790.000,4583410.000,3112795.000
IncomeTaxesPaid,,,10375.000,
IncreaseDecreaseInAccountsPayable,,,-39076523.000,
IncreaseDecreaseInAccountsReceivable,,,-6215947.000,
IncreaseDecreaseInCustomerAdvances,,,11117339.000,
IncreaseDecreaseInInventories,,,-63859513.000,
IncreaseDecreaseInOperatingCapital,,,-43458864.000,
IncreaseDecreaseInOtherOperatingAssets,,,-1342588.000,
InterestPaid,,,154919.000,
NetCashProvidedByUsedInFinancingActivities,,,607442.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,607442.000,
NetCashProvidedByUsedInInvestingActivities,,,-22536700.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-22536700.000,
NetCashProvidedByUsedInOperatingActivities,,,-19863791.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-19863791.000,
NetIncomeLoss,-321684.000,9296339.000,12224077.000,9298532.000
NetIncomeLossAttributableToNoncontrollingInterest,-273173.000,4614332.000,6081291.000,3134959.000
NonoperatingIncomeExpense,300677.000,923838.000,1008004.000,5502919.000
OperatingIncomeLoss,-1120239.000,16464623.000,21880774.000,10043367.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-546819.000,
OtherNonoperatingIncome,300677.000,731827.000,1008004.000,5502919.000
PaymentsToAcquirePropertyPlantAndEquipment,,,341551.000,
ProceedsFromLoans,,,6819375.000,
ProfitLoss,-594857.000,13910671.000,18305368.000,12433491.000
RealEstateRevenueNet,35620990.000,62544293.000,35897196.000,18546199.000
RepaymentsOfShortTermDebt,,,-6211933.000,
SellingGeneralAndAdministrativeExpense,3966682.000,1145548.000,1241024.000,757201.000
TemporaryEquityForeignCurrencyTranslationAdjustments,,,-546819.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,24464799.000
