,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AllocatedShareBasedCompensationExpense,,,,,2000000.000,1300000.000,3200000.000,2300000.000,2100000.000,3600000.000,1200000.000,,,,,,,
AmortizationOfFinancingCosts,1026000.000,,,,,,835000.000,,,,912000.000,,,,915000.000,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,14808000.000,3052000.000,2928000.000,2845000.000,,,,
AssetRetirementObligationAccretionExpense,,,,,,,,,,,35000.000,41000.000,405000.000,19000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-98221000.000,,,,,,,,,,,,,,-6436000.000,,,
DeferredIncomeTaxExpenseBenefit,-5460000.000,,,,,,,,,,,,,,,,,
Depreciation,,,,,,,,,,,35123000.000,12919000.000,38419000.000,6729000.000,,,,
DepreciationDepletionAndAmortization,10000000.000,10807000.000,13115000.000,12210000.000,13242000.000,14831000.000,10333000.000,10298000.000,10518000.000,10137000.000,49966000.000,16012000.000,41752000.000,9593000.000,10734000.000,14805000.000,17392000.000,14504000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,,,,,,-13756000.000,,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,-25641000.000,-25641000.000,,,,,-14945000.000,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-65000.000,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,-169000.000,,,,199000.000,,,,98000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.300,-0.050,-0.040,-0.010,0.320,,0.320,0.200,0.060,,-0.120,0.250,0.180,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,0.350,0.350,0.350,0.350,-0.700,0.350,,,,0.350,0.350,0.350,-0.700
ForeignCurrencyTransactionGainLossBeforeTax,7000.000,-389000.000,-557000.000,257000.000,149000.000,-22000.000,-858000.000,410000.000,-160000.000,-574000.000,50000.000,262000.000,-344000.000,-348000.000,-56000.000,-79000.000,-197000.000,681000.000
