,2011-06-30,2011-09-30,2012-03-31,2013-12-31
AccountsPayableAndOtherAccruedLiabilities,,,,0.000
AccountsPayableCurrentAndNoncurrent,11662.000,12501.000,12541.000,8759.000
AccruedFeesAndOtherRevenueReceivable,119613.000,115312.000,139370.000,131026.000
AccruedLiabilities,30014.000,25008.000,15955.000,
AccruedLiabilitiesCurrentAndNoncurrent,4488.000,22499.000,29115.000,17638.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,5864793.000
AllowanceForDoubtfulAccountsReceivable,,,,32757.000
Assets,2384505.000,2423297.000,2405235.000,1939376.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,9082.000
BuildingsAndImprovementsGross,,,,5769721.000
CapitalLeasedAssetsGross,,,,126159.000
CashAndCashEquivalentsAtCarryingValue,551599.000,661228.000,634409.000,537723.000
DeferredRevenue,32744.000,29620.000,39820.000,32196.000
DividendsPayableCurrentAndNoncurrent,209938.000,209938.000,209937.000,149956.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,35538.000
GeneralPartnersCapitalAccount,-70253.000,-69970.000,-70305.000,-74402.000
Land,,,,1207000.000
Liabilities,291105.000,301686.000,317008.000,260898.000
LiabilitiesAndPartnersCapital,2384505.000,2423297.000,2405235.000,
LiabilitiesAndStockholdersEquity,,,,1939376.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,3544.000
LimitedPartnersCapitalAccount,2163653.000,2191581.000,2158532.000,1752880.000
LimitedPartnersCapitalAccountUnitsOutstanding,,,,-23753.000
OtherAssets,118258.000,63647.000,51469.000,15942.000
OtherLiabilities,2259.000,2120.000,9640.000,13267.000
PartnersCapital,2093400.000,2121611.000,2088227.000,1678478.000
PrepaidAdvertising,11760.000,7143.000,9807.000,7516.000
PropertyPlantAndEquipmentGross,,,,7102880.000
PropertyPlantAndEquipmentNet,1583275.000,1575967.000,1570180.000,1238087.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,1678478.000
