,2011-12-31,2012-12-31,2013-12-31
AccretionExpense,57367.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-87183.000,-167814.000,-992.000
ComprehensiveIncomeNetOfTax,2674348.000,-1624353.000,-1676304.000
CostOfGoodsSold,5616801.000,,
CurrentIncomeTaxExpenseBenefit,816148.000,-8388.000,
DeferredIncomeTaxExpenseBenefit,-1268.000,,
DepreciationAndAmortization,1036881.000,1047726.000,873476.000
EarningsPerShareBasicAndDiluted,0.280,-0.210,-0.240
EffectOfExchangeRateOnCashAndCashEquivalents,18129.000,-241.000,841.000
EffectiveIncomeTaxRateContinuingOperations,,0.005,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.245,0.250
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,0.090,0.090
ForeignCurrencyTransactionGainLossBeforeTax,423700.000,17748.000,226355.000
ForeignCurrencyTransactionGainLossUnrealized,423700.000,17748.000,226355.000
GeneralAndAdministrativeExpense,1408698.000,1649372.000,1902271.000
GrossProfit,4531808.000,,
IncomeLossFromContinuingOperations,3123110.000,-1649372.000,-1902271.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,3066796.000,-1650489.000,-1902659.000
IncomeTaxesPaid,819803.000,,
IncreaseDecreaseInAccountsPayable,0.000,238.000,
IncreaseDecreaseInIncomeTaxes,-2381.000,,
IncreaseDecreaseInInventories,-485502.000,2038.000,-346.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,43555.000,-595149.000,68616.000
IncreaseDecreaseInOtherReceivables,,-4724.000,
InterestAndOtherIncome,1636.000,188.000,80.000
InterestExpense,57367.000,,-48.000
InterestPaid,0.000,,
NetCashProvidedByUsedInContinuingOperations,2899300.000,-1191972.000,-960913.000
NetCashProvidedByUsedInFinancingActivities,-2812813.000,2330559.000,7805155.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2812813.000,2330559.000,7805155.000
NetCashProvidedByUsedInInvestingActivities,-191799.000,-1306160.000,-6846075.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-191799.000,-1306160.000,-6846075.000
NetIncomeLoss,2250648.000,-1642101.000,-1902659.000
OtherGeneralExpense,,874.000,
OtherNonoperatingExpense,583.000,431.000,516.000
OtherNonoperatingIncomeExpense,-56314.000,-1117.000,-388.000
PaymentsForConstructionInProcess,191211.000,892405.000,6187412.000
PaymentsToAcquirePropertyPlantAndEquipment,588.000,25636.000,21306.000
ProceedsFromContributedCapital,4644794.000,,
ProceedsFromRelatedPartyDebt,0.000,,7805155.000
ProceedsFromShortTermDebt,128700.000,,
ProfitLoss,,-1642101.000,
RepaymentsOfLongTermDebt,2786877.000,,
RepaymentsOfRelatedPartyDebt,4799430.000,,
Revenues,10148609.000,,
SalesRevenueNet,10148609.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,8000100.000,8000100.000
