,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,7935000.000,8326000.000,8718000.000,14916000.000,14439000.000,12775000.000,13195000.000,11997000.000,11963000.000,10513000.000,8496000.000,10413000.000,10610000.000,9755000.000,12425000.000,12888000.000
AccountsReceivableNetCurrent,12452000.000,11894000.000,11437000.000,16901000.000,15702000.000,16910000.000,15184000.000,14968000.000,14683000.000,14795000.000,15179000.000,16420000.000,15325000.000,15654000.000,14594000.000,17717000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,250000.000,
AccruedLiabilitiesCurrent,11033000.000,10199000.000,8190000.000,12359000.000,17478000.000,18151000.000,18460000.000,10308000.000,10854000.000,10397000.000,11230000.000,9727000.000,12755000.000,14958000.000,13698000.000,14548000.000
AccruedProfessionalFeesCurrent,,,1922000.000,,,,8289000.000,,,,1858000.000,,,,2841000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,43445000.000,,,,49854000.000,,,,54579000.000,,,,60070000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,-11000.000,-9000.000,-8000.000,-12000.000,-10000.000,-160000.000,-10000.000,-34000.000,-33000.000
AdditionalPaidInCapitalCommonStock,258430000.000,259536000.000,260597000.000,262660000.000,264578000.000,265827000.000,267236000.000,267691000.000,268718000.000,270440000.000,272070000.000,272830000.000,276484000.000,278767000.000,281642000.000,285435000.000
AllowanceForDoubtfulAccountsReceivableCurrent,7325000.000,6624000.000,7555000.000,7987000.000,9801000.000,9416000.000,10347000.000,11067000.000,11658000.000,12016000.000,11185000.000,11698000.000,12497000.000,12569000.000,12198000.000,12891000.000
AllowanceForDoubtfulOtherReceivablesCurrent,88000.000,89000.000,85000.000,87000.000,259000.000,259000.000,315000.000,369000.000,414000.000,408000.000,416000.000,494000.000,291000.000,335000.000,665000.000,349000.000
Assets,89941000.000,88680000.000,87546000.000,107369000.000,118409000.000,118083000.000,124778000.000,117163000.000,119982000.000,122378000.000,124143000.000,128931000.000,156190000.000,165211000.000,198984000.000,204575000.000
