,2011-01-01,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,13000000.000,13000000.000,13000000.000,,,,,,,,,,,,
AccountsPayableCurrent,783000000.000,856000000.000,954000000.000,740000000.000,728000000.000,693000000.000,359000000.000,322000000.000,266000000.000,275000000.000,295000000.000,304000000.000,266000000.000,306000000.000,365000000.000
AccountsReceivableNetCurrent,1050000000.000,925000000.000,929000000.000,766000000.000,760000000.000,734000000.000,248000000.000,236000000.000,229000000.000,206000000.000,219000000.000,223000000.000,221000000.000,205000000.000,232000000.000
AccruedIncomeTaxesCurrent,15000000.000,482000000.000,469000000.000,439000000.000,594000000.000,615000000.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,403000000.000,416000000.000,,349000000.000,324000000.000,323000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2430000000.000,2519000000.000,2456000000.000,2028000000.000,2036000000.000,2120000000.000,1245000000.000,1313000000.000,1231000000.000,1176000000.000,1185000000.000,1205000000.000,1238000000.000,1249000000.000,1239000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-256000000.000,,,,-144000000.000,,,,-141000000.000,,,,-149000000.000
AdditionalPaidInCapitalCommonStock,,,39000000.000,,,,144000000.000,,,,200000000.000,,,,228000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,41000000.000,,,,11000000.000,,,,2000000.000,,,,2000000.000
Assets,9642000000.000,9612000000.000,9533000000.000,9052000000.000,8186000000.000,7774000000.000,2450000000.000,2452000000.000,2467000000.000,2486000000.000,2434000000.000,2439000000.000,2474000000.000,2531000000.000,2708000000.000
AssetsCurrent,5074000000.000,4795000000.000,4584000000.000,4879000000.000,5257000000.000,4660000000.000,1002000000.000,1012000000.000,1030000000.000,1099000000.000,1106000000.000,1084000000.000,1072000000.000,1098000000.000,1083000000.000
AssetsHeldForSaleAtCarryingValue,,,1676000000.000,1740000000.000,155000000.000,10000000.000,5000000.000,,,,0.000,,,,0.000
AssetsHeldForSaleCurrent,311000000.000,308000000.000,285000000.000,511000000.000,78000000.000,5000000.000,,,39000000.000,,,,,,
AssetsHeldForSaleLongLived,1253000000.000,1211000000.000,1391000000.000,1229000000.000,77000000.000,5000000.000,5000000.000,,28000000.000,0.000,0.000,,,,
