,2012-12-31,2013-12-31
AmortizationOfDebtDiscountPremium,,315000.000
AmortizationOfFinancingCosts,,2134000.000
AmortizationOfFinancingCostsAndDiscounts,3459000.000,2449000.000
AssetRetirementObligationAccretionExpense,94000.000,102000.000
CapitalExpendituresIncurredButNotYetPaid,,0.000
ComprehensiveIncomeNetOfTax,-56674000.000,175043000.000
CostOfGoodsAndServicesSold,528613000.000,513232000.000
CostOfGoodsSoldDepreciation,33300000.000,41000000.000
CurrentFederalTaxExpenseBenefit,,0.000
CurrentIncomeTaxExpenseBenefit,1042000.000,1344000.000
CurrentStateAndLocalTaxExpenseBenefit,1042000.000,1344000.000
DeferredFederalIncomeTaxExpenseBenefit,,0.000
DeferredIncomeTaxExpenseBenefit,-289000.000,1137000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-289000.000,1137000.000
DepreciationDepletionAndAmortization,33775000.000,41558000.000
DistributedEarnings,,237704000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,144470000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,18619000.000,
EffectiveIncomeTaxRateContinuingOperations,0.013,0.014
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.013,0.014
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,0.350,0.350
GainLossOnPriceRiskDerivativesNet,-166281000.000,1700000.000
GainsLossesOnExtinguishmentOfDebt,-7018000.000,-20446000.000
GeneralAndAdministrativeExpense,66209000.000,19720000.000
GrossProfit,222040000.000,244256000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,0.000
IncomeLossAttributableToParent,-56674000.000,175043000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-55921000.000,177524000.000
IncomeTaxExpenseBenefit,753000.000,2481000.000
IncomeTaxesPaid,457000.000,1157000.000
IncreaseDecreaseInAccountsPayable,14044000.000,-7635000.000
IncreaseDecreaseInAccountsPayableRelatedParties,391000.000,-116000.000
IncreaseDecreaseInAccountsReceivable,11204000.000,21744000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,11000.000,98000.000
IncreaseDecreaseInAccruedLiabilities,8360000.000,9438000.000
IncreaseDecreaseInDeferredRevenue,-2211000.000,7491000.000
IncreaseDecreaseInInventories,-10154000.000,9932000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,39568000.000,-38396000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,-34922000.000,0.000
InterestExpense,26156000.000,26351000.000
InterestExpenseDebtExcludingAmortization,,23142000.000
InterestPaidNet,17567000.000,21695000.000
InvestmentIncomeInterest,,50000.000
LeaseAndRentalExpense,2500000.000,1800000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,0.630,0.630
LimitedPartnersCapitalAccountDistributionAmount,,237704000.000
LineOfCreditFacilityCommitmentFeeAmount,,810000.000
NetCashProvidedByUsedInContinuingOperations,31433000.000,-6010000.000
NetCashProvidedByUsedInFinancingActivities,-51984000.000,-138866000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-51984000.000,-138866000.000
NetCashProvidedByUsedInInvestingActivities,-37629000.000,-58169000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-37629000.000,-58169000.000
NetCashProvidedByUsedInOperatingActivities,121046000.000,191025000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,121046000.000,191025000.000
NetIncomeLossAllocatedToLimitedPartners,54218000.000,175043000.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,1.250
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.390,
OperatingIncomeLoss,-22754000.000,224319000.000
OtherNonoperatingIncomeExpense,7000.000,2000.000
PartnersCapitalAccountContributions,,61352000.000
PartnersCapitalAccountUnitBasedCompensation,,4491000.000
PaymentsOfCapitalDistribution,250000000.000,0.000
PaymentsOfFinancingCosts,13481000.000,1201000.000
PaymentsToAcquireIntangibleAssets,12215000.000,0.000
PaymentsToAcquireProductiveAssets,25414000.000,58169000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,23970000.000,0.000
ProceedsFromIssuanceOfLongTermDebt,385725000.000,75055000.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,10886000.000,0.000
RepaymentsOfDebt,190465000.000,68250000.000
ResearchAndDevelopmentExpense,11637000.000,1917000.000
Revenues,750653000.000,757488000.000
SalesRevenueNet,750653000.000,757488000.000
SponsorFees,667000.000,0.000
UndistributedEarnings,,-62661000.000
UnrealizedGainLossOnDerivatives,-61386000.000,63053000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,139000000.000,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,,139101921.000
