,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfFinancingCostsAndDiscounts,94000.000,90000.000,71000.000,61000.000,57000.000,39000.000,36000.000,25000.000
AmortizationOfIntangibleAssets,23259000.000,28502000.000,20316000.000,27920000.000,31925000.000,23494000.000,21527000.000,27193000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-15235000.000,,,,-17555000.000,
GeneralAndAdministrativeExpense,460000.000,554000.000,1280000.000,713000.000,951000.000,598000.000,172000.000,398000.000
IncreaseDecreaseInCustomerDeposits,,,-217000.000,,,,-251000.000,
IncreaseDecreaseInInterestPayableNet,,,-3009000.000,,,,-1622000.000,
IncreaseDecreaseInRestrictedCash,,,-218000.000,,,,-253000.000,
InterestExpenseDebt,3742000.000,3597000.000,2841000.000,2450000.000,2287000.000,1528000.000,1435000.000,1003000.000
InterestPaidNet,,,5850000.000,,,,3057000.000,
InvestmentIncomeNet,1000.000,4000.000,13000.000,14000.000,19000.000,11000.000,9000.000,8000.000
NetCashProvidedByUsedInFinancingActivities,,,-33738000.000,,,,-37310000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-33738000.000,,,,-37310000.000,
NetCashProvidedByUsedInInvestingActivities,,,218000.000,,,,253000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,218000.000,,,,253000.000,
NetCashProvidedByUsedInOperatingActivities,,,18285000.000,,,,19502000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,18285000.000,,,,19502000.000,
NetIncomeLoss,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OperatingExpenses,,,24508000.000,31144000.000,35220000.000,25659000.000,23170000.000,28619000.000
OperatingIncomeLoss,27555000.000,32743000.000,,,,,,
RepaymentsOfLongTermDebt,,,33738000.000,,,,37310000.000,
Revenues,27555000.000,32743000.000,24508000.000,31144000.000,35220000.000,25659000.000,23170000.000,28619000.000
SalesRevenueNet,27555000.000,32743000.000,24508000.000,31144000.000,35220000.000,25659000.000,23170000.000,28619000.000
